Time_Stamp,Flex,Accel,Gyro,SpineShoulder,ShoulderRight,ElbowRight,WristRight,HandRight,SpineBase,TrimmingId
666,316,-1664;14484;-8556,847;-166;-983,-0.1710629;-0.08704825;1.313422,-0.01003365;-0.1049506;1.346679,0.02096511;-0.3542449;1.373796,0.140775;-0.3652764;1.142723,0.181654;-0.364168;1.069007,-0.1488963;-0.5501432;1.383252,0
699,314,-2012;14020;-8616,776;-574;-541,-0.1712923;-0.08704919;1.313136,-0.009846563;-0.1054488;1.346038,0.01956438;-0.3545512;1.375181,0.1833128;-0.4037904;1.179549,0.1946497;-0.3646199;1.069042,-0.148885;-0.5501683;1.383205,0
734,314,-1568;13972;-8504,1134;-653;-491,-0.171416;-0.08704954;1.313009,-0.009776272;-0.105668;1.345749,0.01954567;-0.3544838;1.376415,0.1439534;-0.3770997;1.148725,0.1833798;-0.3663436;1.070635,-0.1488942;-0.5502262;1.383173,0
767,313,-1320;13996;-8456,796;-782;-333,-0.171749;-0.08702946;1.313,-0.01007525;-0.1054428;1.345777,0.01900743;-0.3541591;1.377104,0.1864483;-0.4067616;1.185651,0.1991182;-0.367564;1.074628,-0.1488681;-0.5502248;1.383203,0
799,312,-940;14008;-8572,1437;-834;-341,-0.1719295;-0.08699849;1.31287,-0.01006951;-0.1056212;1.345537,0.01839426;-0.3541893;1.37794,0.1856917;-0.4065273;1.186282,0.1973925;-0.3682801;1.075587,-0.1489597;-0.550302;1.383186,0
833,313,-828;14192;-8732,1319;-1008;-247,-0.1721038;-0.08707152;1.312644,-0.01010075;-0.1057678;1.34505,0.01813979;-0.3542763;1.377862,0.1847192;-0.4064445;1.185513,0.1985453;-0.3683322;1.07451,-0.1489381;-0.5504078;1.383026,0
866,314,-728;14188;-8944,1694;-599;-146,-0.1724285;-0.08703599;1.312918,-0.01012331;-0.1059683;1.345231,0.01841954;-0.3541212;1.379567,0.1443976;-0.3700632;1.152158,0.1831731;-0.3691896;1.077016,-0.1490374;-0.5504791;1.383185,0
899,313,-816;13784;-8768,1227;-625;150,-0.172496;-0.08705252;1.312821,-0.01008442;-0.1060082;1.345089,0.05675159;-0.3327763;1.333101,0.1730061;-0.3722228;1.103396,0.1831403;-0.3687898;1.072623,-0.1490691;-0.5505148;1.38314,0
933,313,-812;13848;-8504,1595;-412;-370,-0.1728291;-0.08704603;1.313106,-0.01009916;-0.1061843;1.345365,0.05674725;-0.3328912;1.333797,0.1727654;-0.3721904;1.103946,0.1842528;-0.3702455;1.077216,-0.1491964;-0.5506502;1.38359,0
965,312,-1204;13416;-8728,1392;-561;-418,-0.1730537;-0.08701216;1.313325,-0.01046873;-0.1058788;1.345769,0.05668717;-0.3334615;1.334929,0.1723747;-0.3721075;1.104797,0.1840217;-0.3697113;1.074886,-0.1492458;-0.5505633;1.38392,0
1000,313,-1212;13588;-8968,1893;-273;-414,-0.1731224;-0.08700185;1.313206,-0.01064929;-0.1056828;1.345828,0.05667185;-0.3334823;1.334907,0.1708077;-0.3711647;1.103825,0.1811915;-0.3671831;1.068742,-0.14926;-0.5505512;1.383897,0
1033,315,-1260;13400;-8784,1296;-454;-889,-0.173179;-0.086991;1.313189,-0.01063151;-0.1057105;1.345789,0.05719579;-0.3314154;1.334336,0.1693882;-0.370541;1.102535,0.1788656;-0.3670954;1.067027,-0.1492714;-0.5505471;1.383863,0
1066,311,-956;13776;-8788,1359;-466;-1245,-0.1733415;-0.08696378;1.31295,-0.01060799;-0.105762;1.345586,0.05715738;-0.3313933;1.334293,0.1667693;-0.3688605;1.100962,0.1766256;-0.3674067;1.059776,-0.1492775;-0.5505821;1.38376,0
1099,312,-1172;14080;-8884,784;-315;-1307,-0.1734003;-0.08695573;1.312953,-0.01060252;-0.105778;1.345563,0.0571236;-0.3314599;1.334456,0.164187;-0.3682619;1.09982,0.175493;-0.3681355;1.055958,-0.1492795;-0.5505854;1.383803,0
1133,310,-1036;14144;-8348,1205;-415;-879,-0.1734362;-0.08695939;1.312981,-0.01079252;-0.1055616;1.345639,0.0569057;-0.331522;1.335094,0.1584157;-0.3671256;1.097784,0.1724487;-0.3677935;1.047511,-0.1493039;-0.550562;1.383862,0
1164,314,-1044;14268;-8808,1779;-964;-757,-0.1735525;-0.0869905;1.313021,-0.01074326;-0.1056449;1.345592,0.05675788;-0.3305839;1.336049,0.1483753;-0.3641245;1.094397,0.1706429;-0.3669857;1.029558,-0.149295;-0.5505608;1.383872,0
1199,316,-716;14104;-9296,1302;-837;-694,-0.1735779;-0.08699842;1.312995,-0.01071144;-0.1056385;1.34551,0.05684355;-0.3303544;1.336197,0.1354936;-0.3639165;1.089976,0.1506816;-0.3662894;1.024041,-0.1492119;-0.5505394;1.383889,0
1235,312,-1104;14124;-9492,1390;-154;-510,-0.1735761;-0.08699793;1.312995,-0.01069165;-0.1056409;1.345488,0.0439641;-0.3494106;1.277498,0.1253611;-0.3725483;1.056545,0.1414453;-0.3653247;1.011804,-0.149103;-0.5504156;1.383959,0
1265,310,-960;13864;-9456,2174;-716;-600,-0.1735805;-0.08700377;1.312975,-0.0106284;-0.1056823;1.345314,0.04465151;-0.3492314;1.276955,0.1191546;-0.3510813;1.031684,0.1141816;-0.3654494;1.017821,-0.14909;-0.5503387;1.38396,0
1302,313,-400;15244;-8840,1720;-351;-308,-0.1736207;-0.08702821;1.313061,-0.01060829;-0.105718;1.345322,0.05973777;-0.3289942;1.341917,0.08637157;-0.4147325;1.110917,0.09187828;-0.359033;1.023331,-0.1491488;-0.5502769;1.384121,0
1331,314,-900;14956;-9928,1662;-638;414,-0.1736306;-0.08703803;1.313058,-0.0105636;-0.1057511;1.34525,0.05973769;-0.3289364;1.342008,0.09474678;-0.3531584;1.084807,0.0855827;-0.3434972;1.020353,-0.1491543;-0.5502701;1.384122,0
1364,310,216;16680;-10504,1600;97;995,-0.1736446;-0.08704794;1.313064,-0.01055264;-0.1057379;1.345237,0.08781582;-0.3346419;1.29027,0.0719846;-0.3457443;1.074483,0.05871339;-0.3438953;1.012201,-0.1498049;-0.5503779;1.383747,0
1400,316,512;18452;-11484,534;1524;3108,-0.1736408;-0.08704699;1.313046,-0.01049409;-0.1057293;1.345249,0.09318551;-0.3307171;1.296814,0.08942658;-0.347461;1.082438,0.04318612;-0.3424133;1.026083,-0.1498934;-0.550478;1.38308,0
1432,310,-508;20384;-14040,1333;3767;7194,-0.1736607;-0.08701155;1.313044,-0.01049089;-0.1056913;1.345259,0.09496504;-0.3244378;1.310718,0.07798881;-0.3455091;1.077154,0.02618509;-0.3397814;1.035961,-0.1497814;-0.5504107;1.382491,0
1465,312,328;20156;-12820,-1042;7362;13676,-0.1737156;-0.0869715;1.312822,-0.01050165;-0.1050798;1.34496,0.1038857;-0.3189574;1.306961,0.05591949;-0.342498;1.068374,0.0209063;-0.3375383;1.049968,-0.1487811;-0.5500414;1.380408,0
1499,311,1136;16932;-10664,-6578;9420;17656,-0.1737154;-0.08691373;1.312738,-0.0109151;-0.1044284;1.345161,0.1095703;-0.3166114;1.30395,0.04278552;-0.3379802;1.070408,0.009145507;-0.3354585;1.060072,-0.1480244;-0.5498475;1.379673,0
1533,314,3508;10676;-6576,-6729;9511;17920,-0.1737539;-0.08691855;1.312769,-0.01096105;-0.1037559;1.345212,0.112323;-0.3156076;1.303411,0.04316153;-0.337143;1.072239,0.001388964;-0.3338597;1.066657,-0.1476168;-0.5498152;1.379443,0
1564,309,4564;6228;-2192,2555;7236;11970,-0.1737429;-0.08690302;1.312697,-0.01083956;-0.1030964;1.345145,0.1176912;-0.3143921;1.29684,0.03018795;-0.3390474;1.120022,-0.007205506;-0.3309456;1.069469,-0.1469349;-0.5497663;1.378846,0
1598,312,5228;5300;-1756,155;2322;6131,-0.1737362;-0.08691202;1.312698,-0.01073983;-0.1028097;1.345181,0.1205425;-0.3143177;1.293432,0.04042646;-0.3326398;1.09564,-0.003754279;-0.3304244;1.075238,-0.1465675;-0.549732;1.378628,0
1634,310,6492;3056;-1352,-516;-423;2907,-0.1737589;-0.08691394;1.312801,-0.01063913;-0.102642;1.345453,0.1241549;-0.3102378;1.390871,0.07219377;-0.3365527;1.137727,-0.004935815;-0.331515;1.081091,-0.1463645;-0.5497142;1.378711,0
1665,314,5384;3804;-3104,2178;-3918;-5353,-0.1737601;-0.08691333;1.312801,-0.01055828;-0.102528;1.345409,0.07022885;-0.2953853;1.335221,0.0480119;-0.3281414;1.09003,-0.004609821;-0.3301787;1.079117,-0.1461289;-0.5496593;1.378567,0
1698,312,5132;7956;-6164,2945;-6028;-9988,-0.1737619;-0.08691216;1.312801,-0.01049622;-0.1024425;1.345372,0.1263095;-0.3078876;1.393449,0.06139047;-0.324127;1.141449,-0.00572414;-0.3288338;1.079679,-0.1458661;-0.5496387;1.378406,0
1733,312,4528;11456;-7196,1960;-5743;-10472,-0.1737671;-0.0869047;1.312778,-0.01039733;-0.1023515;1.345192,0.07129071;-0.2931464;1.334253,0.04792085;-0.3278298;1.089691,-0.001369529;-0.3268966;1.078008,-0.1457311;-0.5495912;1.378155,0
1764,311,5124;13364;-7324,-2129;-5835;-11340,-0.1738267;-0.08685795;1.312783,-0.01037114;-0.1022342;1.345212,0.07130381;-0.2931792;1.334252,0.04757649;-0.3276941;1.089155,-0.0003442864;-0.3272992;1.07876,-0.1455956;-0.5495409;1.378123,0
1799,315,4280;13252;-7920,1696;-5778;-12415,-0.1739178;-0.0867867;1.312884,-0.01037789;-0.1021968;1.345222,0.07141307;-0.2933059;1.334036,0.04742308;-0.3276878;1.088605,-5.004807E-05;-0.3269257;1.078998,-0.1455124;-0.5495054;1.378094,0
1834,311,3272;16804;-8764,3932;-4946;-11239,-0.1739736;-0.08677211;1.312919,-0.01040421;-0.1020839;1.345292,0.07143839;-0.2933079;1.334041,0.04699731;-0.3274567;1.088438,0.0009995347;-0.3267724;1.079049,-0.1454776;-0.5494827;1.378093,0
1866,314,2428;17884;-9532,629;-4228;-9115,-0.1740327;-0.08676762;1.312944,-0.01042286;-0.1019797;1.345207,0.07142495;-0.2932928;1.334023,0.04617536;-0.326934;1.087931,0.00350553;-0.3260159;1.077574,-0.1453408;-0.5494711;1.378004,0
1898,311,2040;17612;-9372,3094;-3072;-6899,-0.1742164;-0.08672996;1.3128,-0.01049118;-0.1018589;1.345041,0.07141052;-0.2933356;1.333387,0.04579338;-0.3264264;1.087272,0.005136477;-0.324686;1.075104,-0.1452861;-0.5493551;1.377724,0
1932,312,1972;18312;-9320,2022;-2537;-4718,-0.1743931;-0.08667811;1.312805,-0.01068514;-0.1016563;1.345011,0.07134172;-0.2933645;1.333283,0.04561399;-0.325994;1.087042,0.003817416;-0.3249406;1.077048,-0.145274;-0.54934;1.377714,0
1965,312,1816;17248;-9208,944;-1515;-2906,-0.1751325;-0.08649331;1.312689,-0.01122791;-0.1011893;1.345199,0.07122045;-0.2934543;1.332947,0.04495654;-0.3253017;1.086609,0.005097019;-0.3238532;1.074932,-0.1453215;-0.5491608;1.377605,0
1998,316,1376;16736;-9188,2085;-1056;-1567,-0.1757279;-0.08630516;1.312505,-0.01175097;-0.1008976;1.345137,0.07081817;-0.2932091;1.332886,0.04483331;-0.3251299;1.086568,0.003050297;-0.3240758;1.076005,-0.1454787;-0.5489995;1.377525,0
2032,312,1520;17108;-9388,1180;-542;-970,-0.1764224;-0.08611435;1.312095,-0.01259826;-0.1006751;1.344804,0.07006884;-0.2929201;1.332247,0.04444139;-0.3248312;1.08641,0.003033359;-0.3241576;1.075207,-0.1457071;-0.5487805;1.377388,0
2066,313,1684;17876;-10224,1684;42;-93,-0.1774343;-0.08574349;1.311533,-0.01367465;-0.1002136;1.344316,0.06920793;-0.2927487;1.331852,0.04449105;-0.3247986;1.086429,0.003135879;-0.3240488;1.07523,-0.1459293;-0.5485517;1.377283,0
2099,309,1936;18884;-10036,2688;1790;2530,-0.178639;-0.08527907;1.310439,-0.01429603;-0.09981507;1.344295,0.06752432;-0.2921561;1.331187,0.04411968;-0.3241201;1.085981,0.003877535;-0.3232742;1.072937,-0.1465449;-0.5480987;1.376736,1
2133,313,1432;18464;-10252,935;3524;6833,-0.1800249;-0.08484282;1.309965,-0.01578096;-0.09898462;1.343999,0.06590731;-0.2917454;1.331575,0.04389037;-0.3238552;1.085982,0.002208933;-0.3233318;1.075561,-0.1474495;-0.5476576;1.376782,1
2164,314,1836;16712;-10152,2450;4629;9395,-0.1815504;-0.08448195;1.309018,-0.01778057;-0.0979145;1.343071,0.06499894;-0.2916683;1.331411,0.04340463;-0.32341;1.085627,0.003511851;-0.3227955;1.07423,-0.1484652;-0.5472155;1.376623,1
2198,312,2388;15432;-9856,2188;6108;10852,-0.1828354;-0.08433606;1.308495,-0.01956239;-0.0969547;1.342395,0.06375223;-0.2914704;1.331089,0.04297322;-0.3229921;1.085198,0.002224676;-0.323018;1.074031,-0.1500852;-0.5466863;1.376524,1
2232,312,2712;13720;-9040,743;6578;10986,-0.1843877;-0.08414243;1.307197,-0.0196435;-0.09694781;1.342427,0.06198501;-0.2912168;1.330169,0.04257066;-0.3225117;1.084679,0.001408733;-0.322327;1.070319,-0.1518863;-0.5463135;1.375748,1
2265,312,4268;12112;-7448,-1441;6189;10182,-0.1853985;-0.0842086;1.30659,-0.01976276;-0.0969281;1.34249,0.06016225;-0.2912069;1.330581,0.04170646;-0.3218659;1.08429,0.002051064;-0.322824;1.072173,-0.1532042;-0.546123;1.375712,1
2300,313,5820;9816;-5880,-2826;5458;9114,-0.1864274;-0.08421716;1.306529,-0.02110764;-0.09654178;1.342521,0.05910703;-0.2912008;1.330835,0.04126869;-0.3219295;1.084837,0.0002800634;-0.3237564;1.074417,-0.1553856;-0.5458533;1.376368,1
2334,322,6952;8764;-4416,-385;4197;6303,-0.1878428;-0.08411124;1.306276,-0.02116444;-0.09658986;1.342568,0.05801018;-0.2913085;1.330621,0.04116861;-0.3220619;1.084905,-0.0006185731;-0.3239594;1.073603,-0.1566517;-0.5457624;1.376415,1
2365,314,7020;8488;-4172,-1550;2012;3014,-0.1888635;-0.08408502;1.306701,-0.02130348;-0.09666824;1.342998,0.05577257;-0.2914463;1.332424,0.04059621;-0.3230366;1.086182,-0.001951926;-0.3258196;1.07725,-0.1595382;-0.545658;1.377975,1
2400,312,7824;6492;-3532,-372;83;693,-0.1897073;-0.08406415;1.307133,-0.02149089;-0.09673025;1.343371,0.0549406;-0.2916087;1.332806,0.05107322;-0.3342562;1.103155,-0.002779494;-0.3263192;1.077131,-0.160631;-0.5456513;1.378511,1
2431,311,7624;7108;-3632,926;-1773;-3473,-0.1906228;-0.08402394;1.307826,-0.02363647;-0.09638955;1.344265,0.05316168;-0.2917252;1.334689,0.04869382;-0.3333057;1.103245,-0.004900426;-0.3272789;1.078804,-0.1618976;-0.5456341;1.37922,1
2464,310,7072;9728;-5144,1586;-3280;-6376,-0.1917991;-0.08388387;1.308817,-0.02479158;-0.09645032;1.344781,0.05238257;-0.2920362;1.335336,0.04531028;-0.3319805;1.100735,-0.007798528;-0.3270733;1.079738,-0.1633631;-0.5456978;1.379938,1
2500,309,7232;10740;-6128,3673;-4243;-7271,-0.1929645;-0.08361477;1.310296,-0.02610688;-0.09640275;1.346047,0.05113014;-0.2923353;1.336617,0.04409229;-0.3315059;1.103268,-0.009395694;-0.3279676;1.081965,-0.1651418;-0.5456924;1.38122,1
2535,309,6232;12000;-6392,2084;-5064;-8697,-0.1937021;-0.08369391;1.311681,-0.02719124;-0.09619915;1.347422,0.05029797;-0.2926521;1.337472,0.04302389;-0.3314648;1.103928,-0.01104633;-0.3275138;1.08219,-0.1658322;-0.5456986;1.381857,1
2565,312,5740;13240;-7532,1506;-5122;-8809,-0.1947906;-0.08350654;1.313636,-0.02821513;-0.09586996;1.34895,0.04908556;-0.292736;1.338684,0.04255844;-0.3316092;1.105752,-0.01378853;-0.3284324;1.084657,-0.1665865;-0.5456227;1.382796,1
2599,310,4896;14664;-8300,1333;-4852;-9354,-0.1954671;-0.08328186;1.315371,-0.02786964;-0.09602737;1.349185,0.04814779;-0.2923003;1.340028,0.04172259;-0.3316982;1.105316,-0.01373887;-0.3280661;1.085029,-0.1671119;-0.5455881;1.383396,1
2632,315,4612;15556;-8768,1271;-4080;-8254,-0.1958797;-0.08309591;1.316459,-0.02850946;-0.09588157;1.350112,0.04790309;-0.2922288;1.340188,0.03125992;-0.3275853;1.107754,-0.01451959;-0.32749;1.082904,-0.1674383;-0.5455074;1.383685,1
2666,313,4144;15372;-8448,1312;-3439;-7234,-0.1962299;-0.08286159;1.317764,-0.02908129;-0.09580646;1.351023,0.04751517;-0.2921471;1.340948,0.03248708;-0.3285953;1.105687,-0.01455237;-0.3274519;1.083999,-0.1677374;-0.5453339;1.384117,1
2699,310,3272;16080;-9016,1527;-2885;-7006,-0.1967243;-0.08244151;1.319572,-0.02973633;-0.09549941;1.352244,0.1014571;-0.3098089;1.289814,0.03314073;-0.3292086;1.106816,-0.02172198;-0.3267691;1.08502,-0.1679015;-0.5451406;1.384573,1
2733,314,3308;16824;-8528,1696;-1958;-4791,-0.1970984;-0.08217127;1.321064,-0.03024684;-0.09549694;1.353608,0.04530439;-0.2913449;1.347969,0.03391946;-0.3295832;1.107896,-0.01675599;-0.3268559;1.086315,-0.1680506;-0.5449573;1.385182,1
2764,314,3184;15860;-8360,822;-1900;-4511,-0.1974625;-0.08193924;1.322349,-0.03068131;-0.09530158;1.355151,0.04523594;-0.2913202;1.348065,0.03414409;-0.3299083;1.108399,-0.01731785;-0.3269818;1.087368,-0.1684259;-0.5447682;1.385738,1
2798,313,2968;15356;-7544,1049;-1920;-3633,-0.1976576;-0.08170286;1.32326,-0.03089168;-0.0953085;1.355916,0.04522419;-0.2913633;1.348144,0.0351273;-0.3298752;1.109613,-0.01662865;-0.326627;1.087243,-0.1685293;-0.5446407;1.386181,1
2832,310,2116;14768;-7492,847;-2456;-2522,-0.1977276;-0.08157799;1.324373,-0.03112435;-0.09538885;1.356739,0.04517821;-0.2913606;1.348426,0.03547009;-0.3301479;1.110357,-0.01652057;-0.3277838;1.088665,-0.1687613;-0.5445054;1.386651,1
2864,314,1608;12476;-6376,-556;-2898;-3142,-0.1978177;-0.08149036;1.32484,-0.03129781;-0.09542226;1.357173,0.04505577;-0.2912874;1.34884,0.03605434;-0.3299717;1.11085,-0.0147354;-0.3270777;1.086976,-0.1689396;-0.5443919;1.387235,1
2899,312,1300;10328;-5240,-860;-3868;-6170,-0.1979075;-0.08133583;1.325373,-0.03146931;-0.09546174;1.357705,0.04486149;-0.291146;1.349093,0.03641383;-0.330041;1.111079,-0.01450895;-0.3271423;1.086609,-0.169307;-0.5442157;1.387642,1
2933,313,-1564;11380;-7252,3360;-5595;-11590,-0.1980313;-0.08117273;1.32599,-0.03162207;-0.09548013;1.35855,0.04469213;-0.2911773;1.349295,0.04464721;-0.3365003;1.118617,-0.01269582;-0.3279046;1.086155,-0.1696203;-0.5440872;1.388037,1
2965,312,-2268;15056;-7696,2135;-5806;-11044,-0.198297;-0.08113953;1.327185,-0.03202129;-0.09558803;1.360403,0.04409057;-0.2914682;1.350301,0.04173225;-0.3351454;1.113845,-0.01272575;-0.3303447;1.084988,-0.1708821;-0.5441803;1.389042,1
2998,311,-1516;16608;-8828,-1899;-7311;-10766,-0.1984572;-0.08111088;1.328015,-0.03258662;-0.09571259;1.361199,0.04382629;-0.2917611;1.350664,0.03994555;-0.3352605;1.108938,-0.01274288;-0.331695;1.079359,-0.1715501;-0.5442976;1.389584,1
3031,314,-3612;15820;-9684,659;-3682;-6258,-0.1987364;-0.08096213;1.328507,-0.03304924;-0.09575639;1.361995,0.0425025;-0.2926852;1.351651,0.01324673;-0.3361222;1.096255,-0.01981557;-0.3345716;1.067724,-0.1721094;-0.5441425;1.389888,1
3065,315,-3584;17176;-8800,3209;-2584;-4394,-0.1991457;-0.08092587;1.32929,-0.03363632;-0.09612463;1.362534,0.04168029;-0.2938483;1.353054,0.01405748;-0.3379211;1.097588,-0.01879618;-0.3370192;1.051895,-0.1740926;-0.544004;1.390546,1
3099,312,-3596;15312;-8184,1297;-1996;-3852,-0.1993486;-0.0809528;1.3297,-0.03423094;-0.09696664;1.363071,0.03914528;-0.297388;1.356151,0.02204062;-0.3383251;1.099242,-0.007758999;-0.3398837;1.034409,-0.1753825;-0.5441513;1.391009,1
3133,310,-4680;15464;-8460,2047;-1181;-3794,-0.200229;-0.08092323;1.331164,-0.03497952;-0.09815062;1.3647,0.03601107;-0.3024666;1.360461,0.0426974;-0.3394155;1.102465,0.01185116;-0.3423776;1.027538,-0.1783509;-0.5450351;1.393042,1
3166,314,-4536;13768;-7812,858;-855;-2063,-0.2007797;-0.08099066;1.331989,-0.0354756;-0.09915163;1.365218,0.05223443;-0.3358742;1.310858,0.0644164;-0.3525818;1.116851,0.03293101;-0.3416689;1.032313,-0.1799072;-0.5455419;1.39465,1
3198,307,-4408;13076;-7656,349;-45;-2831,-0.2012735;-0.08092027;1.332889,-0.03600878;-0.09971268;1.365898,0.02686771;-0.3184229;1.365453,0.03838773;-0.4106797;1.12213,0.04241885;-0.3593983;1.052892,-0.1804567;-0.5452132;1.396418,1
3232,311,-4580;15132;-7496,1735;-92;-1038,-0.2017441;-0.08097981;1.333038,-0.03649418;-0.1001062;1.365919,0.02630539;-0.3191163;1.365043,0.03703843;-0.4022292;1.118349,0.06414549;-0.3631879;1.025158,-0.180524;-0.5450702;1.396756,1
3265,313,-4424;14424;-7760,832;-978;-897,-0.2027819;-0.08104907;1.334023,-0.03704108;-0.1004521;1.366294,0.02598069;-0.3185943;1.3652,0.05205074;-0.3757918;1.112248,0.08530159;-0.3618962;1.026744,-0.180696;-0.5448639;1.397384,1
3298,313,-4500;14408;-7672,1136;-262;313,-0.2032358;-0.0809994;1.334637,-0.03765749;-0.1006615;1.366618,0.01522773;-0.3405236;1.281777,0.09317998;-0.3637746;1.046597,0.1049613;-0.3589931;1.030712,-0.1808389;-0.5447648;1.398024,1
3332,310,-4612;14492;-7876,151;339;876,-0.2037944;-0.08096821;1.334925,-0.03799493;-0.1008807;1.366847,0.02325393;-0.3169517;1.360573,0.06262061;-0.375233;1.109609,0.1063646;-0.3578214;1.043736,-0.1807908;-0.5447046;1.398443,1
