Time_Stamp,Accel,Gyro,SpineShoulder,ShoulderRight,ElbowRight,WristRight,SpineBase,TrimmingId
8267,620;-3540;-17416,1810;447;-1521,-0.02384306;0.05485576;1.331856,0.1469986;0.02847138;1.364196,0.2366888;-0.1428047;1.410017,0.2210332;-0.2089719;1.178742,-0.03082003;-0.4384254;1.460091,1
8300,1564;-3972;-16980,791;-151;-815,-0.0238358;0.05485037;1.331841,0.147175;0.0286103;1.364008,0.2294942;-0.1683456;1.455584,0.2485515;-0.2021814;1.203272,-0.03092263;-0.4382649;1.460245,1
8330,840;-3488;-17048,1445;406;-1367,-0.02383966;0.05486669;1.331764,0.1474306;0.02832767;1.363892,0.2294028;-0.1686316;1.455424,0.2499677;-0.2059119;1.200382,-0.03089197;-0.4382387;1.460237,1
8363,1552;-4412;-17144,1450;-241;-631,-0.02386017;0.05498324;1.332135,0.1479978;0.02808876;1.364686,0.2268707;-0.2294105;1.38409,0.2260835;-0.2169843;1.149691,-0.03102797;-0.4380261;1.461339,1
8395,1268;-3476;-17076,1018;1297;-2145,-0.02388781;0.05498191;1.332035,0.148127;0.02798462;1.364626,0.2266161;-0.2293598;1.385794,0.2274242;-0.215103;1.151114,-0.03105741;-0.4380389;1.461306,1
8432,1528;-4188;-17428,-105;470;-2116,-0.02388883;0.05499127;1.332053,0.1474339;0.0280307;1.364399,0.2214142;-0.2249442;1.412399,0.2294097;-0.2147408;1.180092,-0.03112667;-0.438085;1.461438,1
8463,1812;-3796;-17160,838;976;-1545,-0.02387808;0.05499575;1.332048,0.1469124;0.02813802;1.364223,0.2277723;-0.1734814;1.447758,0.2310398;-0.1960953;1.207696,-0.03113906;-0.4381199;1.46143,1
8499,1840;-3536;-16440,1238;-230;28,-0.02389448;0.05500495;1.331955,0.1464679;0.02823972;1.363973,0.2277782;-0.1728267;1.446101,0.2325244;-0.1950979;1.206033,-0.03116653;-0.4381231;1.461386,1
8531,1488;-3360;-16368,1603;-445;-89,-0.02390033;0.05498354;1.331876,0.1468502;0.02800392;1.36375,0.2276428;-0.173132;1.446337,0.2340455;-0.1946585;1.206254,-0.03116808;-0.438132;1.461377,1
8564,1540;-4264;-16920,1437;-806;-31,-0.02390701;0.05498166;1.331887,0.1471041;0.02788264;1.363896,0.2277093;-0.1727939;1.446805,0.2362582;-0.1944789;1.206807,-0.03134896;-0.4381624;1.461342,1
8595,1604;-3944;-16844,1662;-699;-512,-0.02370568;0.054998;1.33226,0.1469135;0.02783249;1.364053,0.2282727;-0.1721841;1.446546,0.2377994;-0.1951216;1.206706,-0.03112301;-0.43807;1.462116,1
8628,1828;-4100;-16948,1023;-158;-677,-0.02364333;0.05501979;1.332672,0.146738;0.02778235;1.364235,0.2283263;-0.1716143;1.446678,0.2394975;-0.1965827;1.20712,-0.03111273;-0.4379885;1.462615,1
8663,1696;-4172;-17212,970;-1013;-836,-0.02356527;0.05500752;1.332644,0.1466248;0.0277474;1.364256,0.2290807;-0.1695035;1.44538,0.2406716;-0.1978166;1.206223,-0.03110449;-0.4379538;1.462624,1
8697,1808;-3904;-16992,1306;-254;-1064,-0.02356193;0.05500579;1.332623,0.146521;0.02774301;1.364274,0.2370158;-0.1555075;1.417627,0.2499366;-0.2099372;1.218283,-0.03104629;-0.4380215;1.462481,1
8731,1680;-4328;-17064,998;-501;-991,-0.0234523;0.05499086;1.332743,0.146431;0.02771472;1.364369,0.2370857;-0.1545772;1.41719,0.2504337;-0.2108715;1.218409,-0.03114845;-0.437921;1.462607,1
8764,1668;-3744;-16836,1193;-415;-1057,-0.02336811;0.05497;1.332749,0.1463456;0.02767167;1.364381,0.2373395;-0.1543173;1.416268,0.2467676;-0.2072609;1.181288,-0.03115543;-0.4379052;1.462624,1
8796,1516;-3992;-16924,1196;-252;-909,-0.0231366;0.05482855;1.332665,0.1462999;0.02764067;1.364408,0.237801;-0.1538139;1.415448,0.2418012;-0.2341862;1.224927,-0.03118391;-0.4379321;1.462472,1
8829,1612;-4076;-16860,924;-686;-896,-0.0227198;0.05463414;1.3321,0.146244;0.02756564;1.364376,0.2378751;-0.1535396;1.414729,0.24171;-0.2344038;1.224417,-0.0310533;-0.4379548;1.462045,1
8864,1340;-3836;-16948,1511;-586;-845,-0.02271582;0.05463436;1.332097,0.1472051;0.02716606;1.364697,0.2376564;-0.1532334;1.413682,0.2418;-0.2349887;1.223768,-0.03100672;-0.43799;1.462023,1
8897,1464;-4024;-17064,1316;-794;-753,-0.02267227;0.05461231;1.332152,0.1470433;0.02722924;1.364785,0.2344568;-0.1555876;1.42274,0.2477857;-0.219034;1.190628,-0.03116429;-0.4380122;1.462005,1
8930,1636;-3860;-17060,1226;-125;-1102,-0.02262491;0.05461817;1.332139,0.146871;0.02727342;1.364748,0.233763;-0.156719;1.424216,0.2474954;-0.2220071;1.192651,-0.03110097;-0.4380389;1.461971,1
8965,1624;-4084;-17064,844;-560;-879,-0.02255518;0.05463189;1.332096,0.1477869;0.02680083;1.365162,0.2335104;-0.1569264;1.424224,0.2471064;-0.2256168;1.193657,-0.03108282;-0.4380256;1.461981,1
8997,1684;-3648;-16860,1392;-300;-895,-0.02243121;0.05464988;1.332096,0.1474972;0.0270756;1.365028,0.2331302;-0.1569328;1.422669,0.2403366;-0.2339427;1.230832,-0.03099388;-0.4379131;1.4621,1
9030,1568;-4180;-16872,233;-445;-1105,-0.02232582;0.05464137;1.332143,0.148739;0.0264155;1.365824,0.2328628;-0.1579873;1.421082,0.2396733;-0.2362568;1.229756,-0.03086423;-0.4378967;1.462301,1
9063,1540;-3556;-16776,1051;-560;-915,-0.02228318;0.05466388;1.33214,0.1483461;0.02656413;1.365718,0.1950895;-0.2269629;1.433508,0.2387613;-0.2400953;1.227366,-0.03077699;-0.437862;1.462355,1
9095,1560;-3900;-17012,608;-447;-795,-0.02219185;0.05470882;1.332135,0.1490167;0.02619712;1.365947,0.1943994;-0.2264495;1.436896,0.2386902;-0.2437005;1.223293,-0.03062063;-0.4378638;1.462403,1
9129,1524;-3516;-17040,864;-667;-756,-0.02193735;0.05474623;1.332126,0.148676;0.02633908;1.365878,0.1928784;-0.227724;1.433493,0.2384064;-0.2458983;1.222087,-0.03039708;-0.4378003;1.462458,1
9164,1244;-3136;-16868,-534;-1544;-578,-0.02183082;0.0547866;1.332091,0.1483887;0.02643713;1.365783,0.1967402;-0.2384014;1.387322,0.2472857;-0.2492692;1.186832,-0.02974267;-0.4375678;1.462787,1
9198,1496;-3408;-17440,-4739;-955;-118,-0.02127378;0.05464369;1.331955,0.1483093;0.02636808;1.365753,0.1928332;-0.2273607;1.434155,0.2380954;-0.2479786;1.220256,-0.02959455;-0.4375932;1.462628,1
9230,1584;-3580;-17372,-1054;-383;-684,-0.02116738;0.05465419;1.331997,0.148056;0.02660818;1.365618,0.1926833;-0.2270539;1.434168,0.2374669;-0.2489693;1.220816,-0.02929654;-0.437669;1.462658,1
9262,1580;-3060;-17136,1989;52;-724,-0.02055841;0.05455823;1.331862,0.1480315;0.02658065;1.365605,0.1925278;-0.2270545;1.434298,0.2378987;-0.2493376;1.219988,-0.02873877;-0.4377003;1.462371,1
9295,1308;-2952;-17080,2590;109;-987,-0.02043119;0.05453993;1.331643,0.1477938;0.02684459;1.365273,0.1921802;-0.2252387;1.438291,0.2381853;-0.2506662;1.218348,-0.02851569;-0.4376754;1.461898,1
9328,1500;-3068;-17012,2016;-285;-613,-0.02026938;0.05460609;1.332056,0.1498994;0.02602869;1.366956,0.1922277;-0.2226168;1.449514,0.2380477;-0.2511268;1.218874,-0.02828076;-0.4375599;1.462671,1
9363,1404;-3168;-16988,492;-910;-740,-0.02021148;0.05462193;1.332003,0.1494234;0.02638561;1.366499,0.1919908;-0.2218497;1.449947,0.2382979;-0.2520448;1.21811,-0.02815686;-0.4376239;1.46246,1
9399,1208;-3236;-17404,2079;-298;-808,-0.02015407;0.05461535;1.332028,0.1508172;0.02562228;1.36704,0.1912802;-0.2201402;1.456925,0.23868;-0.2524453;1.217747,-0.02813793;-0.4376887;1.46244,1
9433,1216;-1956;-17564,-2367;-1454;-208,-0.02013101;0.05460218;1.332076,0.1502048;0.02606723;1.366672,0.1909789;-0.2186337;1.458761,0.2387813;-0.2527169;1.217755,-0.02804582;-0.4377477;1.462382,1
9465,1436;-2816;-17992,-6995;-982;-149,-0.01984343;0.0545349;1.332114,0.1500572;0.02597831;1.36664,0.1906561;-0.2191464;1.457881,0.2390061;-0.2528809;1.21761,-0.0279152;-0.4377624;1.462304,1
9496,780;-424;-16984,-5310;-1765;-105,-0.01970825;0.05461905;1.332773,0.1517775;0.02507003;1.368399,0.1960163;-0.2302312;1.432258,0.2394254;-0.2535718;1.218037,-0.02752678;-0.4377877;1.463107,1
9532,1492;1112;-16952,-17257;-2656;2397,-0.02038171;0.05456874;1.332507,0.151355;0.02505549;1.368063,0.1919275;-0.2231392;1.452364,0.2395749;-0.2536121;1.218028,-0.02768601;-0.43805;1.462534,1
9563,-8;3208;-17700,-19529;-2364;333,-0.01992698;0.05451037;1.332627,0.1511549;0.02502344;1.368001,0.1910687;-0.2200039;1.459661,0.2398286;-0.2539885;1.218441,-0.02764756;-0.4380256;1.462569,1
9598,872;4064;-17564,-26752;-3196;3066,-0.01955034;0.05443985;1.332904,0.151053;0.02501175;1.368003,0.1944753;-0.2315252;1.428526,0.2402558;-0.2544712;1.218484,-0.02760173;-0.438053;1.462616,1
9631,-264;8876;-16956,-27171;-2040;813,-0.01941651;0.05441198;1.332877,0.1509157;0.0249886;1.367954,0.1911605;-0.2147736;1.4702,0.2405389;-0.2549895;1.218415,-0.02768698;-0.4380414;1.462398,1
9664,968;8196;-15288,-25599;-1037;1250,-0.01922477;0.05438797;1.332863,0.1507908;0.02495655;1.36791,0.196525;-0.233475;1.420746,0.2408676;-0.2555999;1.218702,-0.0276538;-0.4380621;1.462365,1
9697,-252;15056;-12592,-24830;-3224;1674,-0.01892901;0.05436716;1.333005,0.1506907;0.0249363;1.367872,0.1899434;-0.210617;1.478204,0.2415632;-0.2567317;1.21904,-0.02762836;-0.438051;1.462412,1
9732,1240;12412;-10300,-31430;-745;368,-0.01853851;0.05438823;1.332709,0.1505029;0.02487892;1.367667,0.2007951;-0.2401537;1.385073,0.2508381;-0.2612704;1.185335,-0.02748587;-0.4380369;1.462298,1
9764,48;15904;-8432,-27765;-4833;1676,-0.01837378;0.05436593;1.332713,0.1504196;0.02485275;1.367593,0.2002022;-0.2376359;1.400535,0.2466471;-0.2603812;1.20009,-0.0273136;-0.4380589;1.462311,1
9799,-308;13640;-5308,-32768;-5015;-326,-0.01812149;0.05434448;1.332557,0.1502928;0.02481064;1.367436,0.2003088;-0.2377333;1.399874,0.2468763;-0.2612969;1.199558,-0.02728301;-0.4380711;1.462106,1
9830,-4;15008;-1608,-30797;-4825;-1142,-0.01794244;0.05432878;1.33251,0.1502295;0.02479311;1.367382,0.2015889;-0.237608;1.399175,0.2243698;-0.3502073;1.147678,-0.02709466;-0.4381069;1.462051,1
9862,1144;14424;1992,-32176;-4266;-1377,-0.0176516;0.05438925;1.332878,0.1499905;0.02487245;1.367327,0.232916;-0.1753735;1.438937,0.2446141;-0.2677096;1.214875,-0.02705414;-0.4380775;1.462108,1
9895,224;12960;5176,-26869;-4696;-2602,-0.01746008;0.05433289;1.332983,0.149984;0.02487309;1.367329,0.2329774;-0.1751523;1.4387,0.2445904;-0.2675035;1.214876,-0.02701591;-0.4380882;1.462116,1
9929,1332;11232;7616,-21324;-2667;-1678,-0.0171622;0.05430875;1.333315,0.1711069;0.01716205;1.389902,0.209032;-0.2518671;1.384949,0.2521943;-0.2706822;1.183334,-0.0268723;-0.4380554;1.462331,1
9964,392;11448;9236,-17261;-922;-1916,-0.01704672;0.05430171;1.333322,0.1708656;0.01695077;1.388937,0.2099118;-0.2482988;1.38498,0.2522687;-0.2701373;1.183509,-0.02683958;-0.4380679;1.462293,1
9997,704;9360;10984,-12617;615;-1558,-0.01698073;0.05427807;1.333335,0.172126;0.01658547;1.390011,0.2094813;-0.2441597;1.390054,0.2512192;-0.2687474;1.188781,-0.02677768;-0.4380779;1.462313,1
10031,368;9800;11712,-11989;1212;-2620,-0.0167197;0.05425098;1.333181,0.1718275;0.01648686;1.389257,0.2120642;-0.2360254;1.384592,0.2551151;-0.2655548;1.184299,-0.02668805;-0.4382741;1.461834,1
10064,712;6444;12628,-12171;2337;-2015,-0.01667697;0.05422127;1.333183,0.1716553;0.01643615;1.388791,0.213004;-0.2347753;1.38417,0.2549269;-0.2650784;1.18375,-0.02683705;-0.4382932;1.461677,1
10095,-432;7068;13856,-6210;2741;-3687,-0.01667308;0.05422401;1.33316,0.1714496;0.01637876;1.38822,0.2133815;-0.2357786;1.383745,0.2547992;-0.2642564;1.182937,-0.02698402;-0.4382588;1.461258,1
10129,-1068;6540;14636,-5532;3196;-3309,-0.01669376;0.05428234;1.332994,0.1710157;0.01691446;1.387071,0.2137368;-0.2384614;1.383445,0.2551756;-0.2608647;1.181836,-0.02721411;-0.4382158;1.460815,1
10163,-1636;6536;15308,-1941;1902;-3209,-0.01669395;0.05427989;1.332987,0.1707186;0.01733163;1.386451,0.2144697;-0.2394575;1.384111,0.2548887;-0.2595139;1.182029,-0.02731921;-0.4382181;1.460764,1
10195,-1616;6016;15536,-133;1211;-1818,-0.01673762;0.05430277;1.332968,0.1704067;0.01774082;1.385854,0.2158906;-0.2387515;1.382885,0.2548425;-0.2572149;1.180343,-0.02741638;-0.4382107;1.460696,1
10232,-1828;6952;15324,2466;130;-1345,-0.01676058;0.05430177;1.332918,0.1702006;0.01803738;1.385408,0.2171108;-0.2369993;1.381618,0.2551118;-0.2540521;1.178758,-0.02789702;-0.4381964;1.460503,1
10264,-1368;6132;14620,1055;-169;-1038,-0.01681257;0.05432223;1.332857,0.1667343;0.02094029;1.379192,0.2316863;-0.1732654;1.434058,0.250823;-0.2463005;1.204659,-0.02823343;-0.4381228;1.460314,1
10295,-1852;6692;14648,1704;-150;-1353,-0.0169637;0.05433138;1.332705,0.1667869;0.02091868;1.379252,0.2319456;-0.1734458;1.433793,0.2523793;-0.2294105;1.200305,-0.02853755;-0.4381427;1.460127,1
10330,-1668;6232;14592,1363;-706;-1313,-0.01700587;0.05432793;1.332653,0.1668826;0.020881;1.379395,0.232044;-0.1753053;1.435084,0.25176;-0.2245691;1.199999,-0.02890862;-0.4381665;1.459854,1
10363,-1760;6680;14480,2387;-422;-764,-0.01715299;0.05432932;1.332276,0.1648325;0.02246726;1.374991,0.2320498;-0.1753189;1.435002,0.2507495;-0.2208378;1.199062,-0.02921181;-0.4380568;1.459346,1
10396,-1600;6668;14164,1107;-846;-1167,-0.01718593;0.05433888;1.332314,0.1651778;0.02221352;1.375962,0.2316595;-0.1770458;1.437746,0.2498505;-0.2168157;1.200709,-0.02921344;-0.4380469;1.459417,1
10430,-1692;6552;14028,1758;-254;-996,-0.01720686;0.05436706;1.332305,0.1653486;0.02207677;1.37645,0.2236705;-0.2407342;1.396442,0.2514441;-0.2267453;1.157504,-0.02922373;-0.4379297;1.459674,1
10464,-1716;6540;14240,1011;-471;-1227,-0.01730113;0.05439429;1.33223,0.1654705;0.02184553;1.376871,0.2232048;-0.2410067;1.397446,0.2503482;-0.2236011;1.158613,-0.02923439;-0.4379345;1.459682,1
10496,-1664;6640;14124,1691;-256;-800,-0.0173727;0.05442666;1.332241,0.1655599;0.02178815;1.377179,0.2235746;-0.2411234;1.39692,0.2494406;-0.2188582;1.158284,-0.0294307;-0.4378516;1.459729,1
10528,-1836;6748;14368,1195;-361;-1036,-0.01740277;0.05446759;1.332199,0.1656179;0.02174353;1.377323,0.2255063;-0.2409524;1.395539,0.2489698;-0.2146998;1.157228,-0.02943898;-0.4376495;1.459945,1
10562,-1668;6672;14280,1576;-274;-678,-0.01744541;0.05449773;1.332239,0.16317;0.02247639;1.374692,0.2261972;-0.2390781;1.395633,0.2489789;-0.2132973;1.157643,-0.02969591;-0.4376572;1.459942,1
10595,-1780;6844;14428,1454;-533;-836,-0.01751253;0.05451194;1.332282,0.1617712;0.02313097;1.372948,0.2294541;-0.1766759;1.46631,0.2504753;-0.2094665;1.201416,-0.0298006;-0.4376643;1.459951,1
10629,-1548;6520;14268,1354;-419;-883,-0.01762539;0.05454566;1.332374,0.1626586;0.02272276;1.374531,0.2294874;-0.176458;1.466376,0.2505902;-0.2037306;1.199374,-0.02981377;-0.4375663;1.460546,1
10665,-1760;6804;14072,1531;-229;-928,-0.01771662;0.05455041;1.332378,0.1631631;0.02236665;1.375442,0.2297554;-0.1760106;1.465745,0.2520354;-0.1966743;1.19829,-0.02986837;-0.4375997;1.460528,1
10696,-1616;6608;14232,889;-420;-818,-0.01773929;0.05457287;1.332391,0.1612607;0.02329838;1.373271,0.2590698;-0.1547435;1.382809,0.2432752;-0.1970427;1.145946,-0.02980278;-0.4375501;1.460697,1
10729,-1532;6676;14052,1844;-182;-595,-0.01779643;0.05458717;1.332384,0.1620043;0.02313543;1.374418,0.2307628;-0.1627445;1.449724,0.2461868;-0.1951423;1.201045,-0.02995781;-0.43762;1.460505,1
10763,-1716;6820;14196,991;-339;-1043,-0.01783388;0.0546035;1.332394,0.1627634;0.02265846;1.375693,0.2307304;-0.1627229;1.449808,0.2460122;-0.1949577;1.200927,-0.02998068;-0.4376332;1.460554,1
10795,-1748;6872;14116,1351;-343;-809,-0.01793751;0.05462309;1.332702,0.1617626;0.02315452;1.375014,0.2307679;-0.1634897;1.450491,0.2434051;-0.1975766;1.198797,-0.03007339;-0.4376168;1.46067,1
10830,-1784;6804;14224,1184;-565;-889,-0.01804004;0.05465816;1.332698,0.1605075;0.02358162;1.373247,0.2310166;-0.1645092;1.450518,0.2416392;-0.2009975;1.196683,-0.03006496;-0.4376152;1.46068,1
10864,-1824;6948;14132,1545;-462;-628,-0.0181585;0.05467214;1.332958,0.1602695;0.02367711;1.373258,0.2312121;-0.1660515;1.450891,0.239048;-0.2069504;1.19839,-0.0301083;-0.4376061;1.460733,1
10898,-1708;6692;14120,1103;-653;-924,-0.01821024;0.05467701;1.332978,0.160077;0.02369278;1.373137,0.2318176;-0.166594;1.450608,0.2367355;-0.212616;1.200136,-0.02979961;-0.4376054;1.460844,1
10931,-1624;6764;14060,1398;-230;-878,-0.01821485;0.0546582;1.333016,0.162177;0.02216125;1.376047,0.2375269;-0.1655721;1.43766,0.2347495;-0.2183734;1.203487,-0.02962899;-0.4376345;1.460846,1
10963,-1744;7004;13948,1377;-401;-858,-0.01821093;0.0546388;1.332981,0.1631016;0.02137422;1.377143,0.2376117;-0.1664836;1.437698,0.2282343;-0.2278183;1.204795,-0.0297093;-0.4377829;1.460018,1
10995,-1600;6584;14056,1287;-549;-791,-0.01834037;0.05458854;1.332872,0.1614157;0.02210025;1.374818,0.2376062;-0.1664496;1.437678,0.2276537;-0.2337394;1.208192,-0.0296985;-0.4379639;1.459668,1
11029,-1560;6876;14212,1473;-546;-968,-0.01842145;0.05461938;1.332929,0.160446;0.02230989;1.373964,0.2376103;-0.1664938;1.438214,0.2315047;-0.2492675;1.174261,-0.02970535;-0.4379493;1.459672,1
11063,-1488;6736;14092,1203;-655;-970,-0.01855003;0.05455479;1.332534,0.1594008;0.02261034;1.371981,0.2373371;-0.1668835;1.438621,0.2302673;-0.2481757;1.174227,-0.02957538;-0.4379779;1.45944,1
11096,-1668;7096;14112,1318;-338;-925,-0.01856634;0.05454119;1.332534,0.1590677;0.02274797;1.371754,0.2374121;-0.165804;1.43789,0.2305891;-0.2486367;1.173971,-0.02946262;-0.4380256;1.45949,1
11131,-1600;6792;14204,1131;-488;-930,-0.01859621;0.0545486;1.332534,0.1608465;0.02189603;1.374423,0.2370726;-0.1660812;1.437989,0.2308217;-0.2488758;1.174045,-0.02928147;-0.4381029;1.459551,1
11163,-1612;6900;14196,1503;-485;-851,-0.01869402;0.0545055;1.332706,0.1619998;0.02141544;1.37641,0.2365229;-0.1676772;1.44109,0.2308283;-0.2486133;1.176556,-0.02930891;-0.4381447;1.459663,1
11196,-1596;7032;13916,1139;-620;-934,-0.01876273;0.05449215;1.332727,0.1609759;0.02193066;1.375374,0.236523;-0.1676815;1.441088,0.2308515;-0.2487564;1.176597,-0.02932302;-0.4381518;1.459662,1
11229,-1628;7220;14044,1587;-404;-624,-0.01880503;0.05446643;1.332742,0.1600476;0.02239013;1.374155,0.2365358;-0.1676518;1.441083,0.2310439;-0.2487672;1.176601,-0.02931984;-0.4381756;1.459651,1
11263,-1736;7260;14016,1196;-525;-816,-0.0188948;0.05445488;1.33266,0.1592324;0.02284825;1.373031,0.2365385;-0.1673984;1.440066,0.2298789;-0.2470305;1.177182,-0.02930089;-0.4381634;1.45931,1
11297,-1704;7048;14144,1219;-321;-820,-0.01895796;0.0544458;1.332607,0.1607593;0.02215526;1.374979,0.2365392;-0.1673146;1.439728,0.2307849;-0.2482638;1.175198,-0.02931141;-0.4381433;1.459266,1
11329,-1564;6880;14160,1236;-489;-667,-0.01897123;0.05440267;1.332684,0.1601415;0.02234092;1.374204,0.2365304;-0.1672736;1.439448,0.2306228;-0.2479451;1.175294,-0.02922659;-0.4380775;1.459453,1
11364,-1516;6832;13948,1189;-439;-880,-0.01901316;0.05438084;1.3327,0.1615729;0.02182714;1.376193,0.2365177;-0.1675899;1.439769,0.2312564;-0.2482511;1.175141,-0.02924108;-0.4380877;1.459443,1
11395,-1688;6924;13924,1162;-540;-1031,-0.0190384;0.05436548;1.332652,0.1606519;0.02226398;1.374759,0.236497;-0.1675234;1.439315,0.2318112;-0.2482744;1.174704,-0.02926025;-0.4380946;1.459355,1
11430,-1732;7124;14248,1208;-292;-1001,-0.01915774;0.05443138;1.332846,0.1620957;0.02165783;1.376905,0.2365552;-0.167286;1.43903,0.2314139;-0.2483268;1.175094,-0.02905715;-0.4381698;1.459775,1
11462,-1692;6900;14124,1190;-539;-853,-0.01917439;0.05444185;1.332821,0.1625652;0.02163281;1.377402,0.2366062;-0.1671696;1.438521,0.2312817;-0.2476603;1.176694,-0.02902257;-0.4381053;1.459889,1
11496,-1632;7080;14188,1280;-613;-885,-0.01917807;0.05445221;1.332827,0.1614228;0.02194783;1.375844,0.2366385;-0.1670968;1.438377,0.2312888;-0.2469154;1.178123,-0.02904607;-0.4381034;1.459864,1
11530,-1564;6944;14052,1306;-501;-991,-0.0192904;0.0545337;1.33308,0.1607636;0.02217491;1.375255,0.2366565;-0.1670801;1.43839,0.2317734;-0.2491659;1.174196,-0.02915814;-0.4381075;1.460016,1
11564,-1552;7244;13980,1032;-641;-1134,-0.01931207;0.0545506;1.33307,0.1598327;0.02264762;1.374063,0.2366624;-0.1671043;1.43838,0.2314963;-0.2495766;1.174313,-0.0290575;-0.4380921;1.460094,1
11595,-1600;7136;14004,1191;-410;-929,-0.01931895;0.05457557;1.33308,0.1594127;0.02279625;1.373527,0.2367171;-0.1669908;1.438233,0.2311582;-0.2496212;1.174224,-0.02901698;-0.4381182;1.460149,1
11632,-1560;7068;14088,1079;-459;-1029,-0.01931168;0.05458087;1.33303,0.1591256;0.02292895;1.372955,0.2367653;-0.1669426;1.437698,0.2311904;-0.2497519;1.173744,-0.02894989;-0.4381438;1.460115,1
11663,-1380;7124;13964,1459;-523;-785,-0.01933522;0.05458816;1.333012,0.1610061;0.02213468;1.375382,0.2380093;-0.165907;1.433296,0.2270637;-0.2398666;1.204234,-0.02896622;-0.4381571;1.46007,1
11696,-1592;7224;13960,1048;-366;-991,-0.01932471;0.05462039;1.332988,0.1603939;0.02292036;1.374173,0.2374743;-0.1668151;1.43472,0.2310229;-0.2504982;1.171062,-0.02901814;-0.4381044;1.459944,1
11732,-1516;7100;14032,1273;-382;-1026,-0.01932251;0.05467234;1.332932,0.1599852;0.02354463;1.373329,0.2371476;-0.1677608;1.436278,0.2310506;-0.2499553;1.172142,-0.02881519;-0.4381257;1.45991,2
11764,-1720;7424;14040,1147;-376;-866,-0.01927556;0.0547062;1.332515,0.1596339;0.02404004;1.372012,0.2370066;-0.1681213;1.436653,0.2311868;-0.2494774;1.172249,-0.0291149;-0.4380442;1.459315,2
11797,-1512;6980;14188,1165;-493;-781,-0.01905783;0.0546697;1.332393,0.1620821;0.02230146;1.375112,0.2370358;-0.1681427;1.436513,0.229061;-0.2334836;1.20542,-0.02897136;-0.4380345;1.459353,2
11829,-1500;7204;14136,1565;-337;-635,-0.01894036;0.05471157;1.332337,0.163176;0.0215259;1.37648,0.2363785;-0.1719426;1.441028,0.2289836;-0.2334118;1.206077,-0.02855382;-0.4381384;1.459195,2
11862,-1568;7164;14016,966;-561;-978,-0.01864447;0.05481379;1.332741,0.1640875;0.02089705;1.378071,0.2368137;-0.1718017;1.443746,0.233324;-0.247474;1.177614,-0.02849857;-0.4380681;1.45965,2
11896,-1584;7328;14108,1442;-201;-708,-0.01861742;0.05487382;1.332513,0.1623039;0.02211232;1.374459,0.2365876;-0.1719317;1.443903,0.2295293;-0.230523;1.204284,-0.02829488;-0.4380668;1.459368,2
11928,-1544;6976;14056,1141;-396;-752,-0.01861438;0.05491527;1.332599,0.1632824;0.02193469;1.376032,0.2365728;-0.1716616;1.443742,0.2330304;-0.246129;1.177268,-0.02810994;-0.4379952;1.459622,2
11964,-1684;7108;14028,1317;-435;-694,-0.01860531;0.05494414;1.332599,0.1638424;0.02183707;1.376811,0.2364009;-0.1718666;1.444731,0.2297641;-0.232869;1.208187,-0.02810619;-0.4380111;1.459669,2
11998,-1648;7092;13984,1156;-527;-811,-0.01860569;0.05502028;1.332733,0.1625804;0.02249311;1.375593,0.2364143;-0.1717575;1.444628,0.2310592;-0.2491499;1.179025,-0.0281051;-0.4380127;1.459672,2
12029,-1620;7028;13900,1167;-538;-804,-0.01864734;0.05518621;1.333058,0.1621564;0.02277626;1.375363,0.2363256;-0.1718713;1.445909,0.2312482;-0.2317449;1.210141,-0.02813608;-0.437832;1.460331,2
12062,-1412;7028;13916,967;-567;-951,-0.01860185;0.05520887;1.332981,0.1612956;0.02362936;1.373521,0.2361519;-0.1720974;1.446053,0.2318011;-0.2435506;1.178761,-0.02786919;-0.4378251;1.460062,2
12095,-1480;7064;13904,1124;-484;-1090,-0.0185938;0.05521518;1.332985,0.1626514;0.02282002;1.375592,0.2360185;-0.1724989;1.446772,0.2318046;-0.2435352;1.179366,-0.02777769;-0.4378645;1.460041,2
12129,-1500;7240;13784,1176;-528;-1048,-0.01860784;0.05533729;1.333164,0.1619046;0.02353982;1.374764,0.236028;-0.172582;1.447251,0.2318405;-0.2436724;1.179859,-0.02777704;-0.4378799;1.460006,2
12161,-1560;7420;13852,1179;-417;-1091,-0.01860314;0.05535007;1.333106,0.1613038;0.02376222;1.373824,0.2359312;-0.1727002;1.447336,0.2318325;-0.2436709;1.179911,-0.02768261;-0.4378961;1.459962,2
12198,-1560;7488;14088,1205;-536;-693,-0.01838064;0.05541748;1.333517,0.1631466;0.02237533;1.376945,0.2361748;-0.172412;1.447285,0.2319963;-0.2310028;1.209163,-0.0274973;-0.4378572;1.460503,2
12230,-1364;7268;13884,1109;-532;-639,-0.01844711;0.05548364;1.333604,0.1619982;0.02280224;1.375756,0.2359331;-0.1725853;1.448125,0.2317748;-0.2309865;1.209164,-0.02803035;-0.437675;1.460662,2
12262,-1412;7120;13948,1467;-374;-617,-0.01831211;0.05545047;1.333582,0.1631552;0.02191659;1.377121,0.2361026;-0.1725185;1.44816,0.2315557;-0.2310836;1.209095,-0.02764703;-0.4377401;1.460502,2
12295,-1468;7232;13996,1159;-731;-799,-0.01816829;0.05541844;1.333454,0.1639057;0.02131681;1.377905,0.2361278;-0.1725606;1.448219,0.2311542;-0.2311789;1.208526,-0.02748777;-0.4377923;1.460429,2
