Time_Stamp,Accel,Gyro,SpineShoulder,ShoulderRight,ElbowRight,WristRight,SpineBase,TrimmingId
2932,-912;9664;11812,-14517;-1099;-1007,-0.003061959;-0.1200234;1.710077,0.1700449;-0.1434424;1.671389,0.2537141;-0.3562178;1.582022,0.1816459;-0.3794903;1.400028,-0.01081511;-0.5508677;1.681003,0
2967,-1412;8108;12476,-5961;-88;-1293,-0.003041442;-0.1200054;1.710105,0.1700662;-0.1434246;1.671496,0.253658;-0.356226;1.582068,0.1763526;-0.3845554;1.386419,-0.01075743;-0.5508825;1.681116,0
2999,-1160;7564;13176,-7429;122;-2154,-0.003000094;-0.1200246;1.710524,0.1700711;-0.143387;1.672017,0.255277;-0.3556738;1.585552,0.1668892;-0.3804095;1.355787,-0.010562;-0.5508438;1.68142,0
3031,-1776;7580;13640,-6522;-307;-2926,-0.002967473;-0.1200278;1.710532,0.170082;-0.1433819;1.672012,0.2549654;-0.3556891;1.585316,0.1659323;-0.3798632;1.353003,-0.01053219;-0.5508419;1.681422,0
3064,-1728;5804;14008,-1826;222;-2141,-0.002963187;-0.120028;1.710536,0.170134;-0.1434049;1.672001,0.2540521;-0.355931;1.582369,0.1654552;-0.3794603;1.351416,-0.01050105;-0.5508384;1.681424,0
3097,-2116;7152;14132,628;127;-1361,-0.002895583;-0.1200107;1.709949,0.1701177;-0.1433768;1.670984,0.2534389;-0.3558591;1.578712,0.1692351;-0.4512156;1.349749,-0.01043609;-0.5508682;1.680989,1
3131,-1832;6660;14160,609;-230;-802,-0.002794188;-0.1200066;1.710252,0.1702003;-0.1433586;1.671421,0.2534053;-0.3559048;1.578747,0.1663717;-0.4090353;1.337146,-0.01032901;-0.5508485;1.681209,1
3165,-1856;6760;14024,1268;-266;-793,-0.002798847;-0.1200147;1.710299,0.1702096;-0.1433684;1.671425,0.2558004;-0.3211164;1.64805,0.1839087;-0.3778353;1.405968,-0.01023352;-0.5509274;1.681254,1
3200,-1880;6676;13864,973;-538;-977,-0.00278993;-0.1199533;1.709893,0.1702505;-0.1434023;1.671158,0.2522445;-0.3551738;1.578149,0.1631121;-0.3764696;1.337569,-0.01018118;-0.5506114;1.68051,1
3232,-2040;7328;13724,2187;-501;-834,-0.002702247;-0.1198938;1.710418,0.1702974;-0.1432924;1.671988,0.258277;-0.3230946;1.649993,0.1822384;-0.3765971;1.406952,-0.01000568;-0.550693;1.681396,1
