Time_Stamp,Flex,Accel,Gyro,HandLeft,WristLeft,ElbowLeft,ShoulderLeft,SpineShoulder,SpineBase,TrimmingId
1401,1021,8752;3700;-14604,1049;-437;-1027,-0.2337605;-0.05594062;0.9627327,-0.2244335;-0.05896977;1.019157,-0.1763629;-0.06607731;1.267685,-0.1764889;0.1945838;1.271379,-0.01209359;0.2255545;1.262076,0.02377876;-0.2289847;1.316844,0
1434,1023,8864;3620;-14516,1081;-559;-1075,-0.2445635;-0.0567061;0.9624981,-0.2255585;-0.05839865;1.018096,-0.1760912;-0.06602836;1.267603,-0.1764943;0.1945744;1.271409,-0.01209883;0.2255619;1.26208,0.02373112;-0.2289858;1.31696,0
1468,1019,8796;3688;-14864,930;-502;-941,-0.2546268;-0.05626087;0.9640853,-0.2393415;-0.06059292;1.002177,-0.1733139;-0.06905401;1.272172,-0.1765093;0.1945408;1.271428,-0.01208468;0.2255783;1.262109,0.02374736;-0.2290262;1.317023,0
1499,1012,8660;3772;-14736,1204;-551;-952,-0.2623764;-0.0548938;0.9694886,-0.2320342;-0.08024566;1.05636,-0.1690937;-0.05968434;1.278288,-0.1765123;0.1945376;1.271454,-0.0120649;0.2256242;1.262199,0.02367413;-0.2290941;1.317151,0
1533,1019,8684;3652;-14700,1108;-536;-983,-0.2676763;-0.05383157;0.9741499,-0.2570973;-0.05926552;0.9965319,-0.1972667;-0.02559591;1.245105,-0.1765205;0.1945433;1.271507,-0.01206719;0.2256742;1.262299,0.0235813;-0.2291222;1.317469,0
1567,1023,8556;3936;-14664,1150;-414;-987,-0.2714215;-0.05326273;0.9752641,-0.2435714;-0.06053632;1.033892,-0.1519502;-0.07010993;1.296252,-0.1765217;0.1945267;1.271518,-0.01206749;0.225681;1.26232,0.02357742;-0.2291468;1.317574,0
1601,1018,8780;3684;-14760,1066;-427;-896,-0.2750305;-0.05230844;0.9816172,-0.2452546;-0.05934518;1.033922,-0.1553;-0.06300375;1.297006,-0.1765323;0.1945648;1.271703,-0.01216158;0.2257082;1.262628,0.02352928;-0.2291539;1.317972,0
1633,1016,8708;3672;-14752,1154;-345;-1031,-0.275836;-0.05140969;0.9806718,-0.2459739;-0.05912619;1.034312,-0.1554448;-0.06325965;1.297191,-0.1765316;0.1945321;1.271748,-0.01217011;0.2257155;1.262669,0.02351195;-0.2291742;1.317993,0
1666,1019,8568;3692;-14472,1341;-525;-1063,-0.2771682;-0.05115851;0.9810337,-0.2468154;-0.05883744;1.034453,-0.1558188;-0.06314774;1.297167,-0.176533;0.1945042;1.271789,-0.01217987;0.2257253;1.262682,0.02346079;-0.2291924;1.318082,0
1699,1023,8880;3696;-14696,1015;-593;-986,-0.2779997;-0.05072317;0.9842201,-0.2479268;-0.05845567;1.034842,-0.1566337;-0.06296021;1.29745,-0.1765477;0.1945594;1.272003,-0.01214969;0.2258704;1.263085,0.0233309;-0.2292417;1.318456,0
1733,342,8696;3888;-14876,1035;-483;-1014,-0.2770611;-0.04996239;0.9809495,-0.2487165;-0.05788389;1.034725,-0.1577234;-0.06092862;1.297457,-0.176545;0.1945479;1.272013,-0.01215095;0.2258723;1.263104,0.02333646;-0.2292518;1.318464,0
1766,341,8776;3812;-14684,1272;-579;-943,-0.277159;-0.04940696;0.9803573,-0.2494446;-0.05729318;1.033486,-0.1587319;-0.06079534;1.296311,-0.1765402;0.1945487;1.272035,-0.01215817;0.2259523;1.263203,0.02326286;-0.229303;1.31855,0
1802,341,8888;3540;-14796,961;-556;-875,-0.2754174;-0.04845173;0.9800461,-0.2496814;-0.0568769;1.033557,-0.1595038;-0.05925458;1.296579,-0.176544;0.1945399;1.272116,-0.01215561;0.2259649;1.263278,0.02323871;-0.2292926;1.31864,0
1833,343,8768;3648;-14676,1166;-456;-964,-0.2737717;-0.04844988;0.9780331,-0.2502829;-0.05651299;1.032007,-0.1607885;-0.05741451;1.295273,-0.1765392;0.1945285;1.272137,-0.01213578;0.2259797;1.263292,0.02323103;-0.2293194;1.31861,0
1870,340,8800;3708;-14720,1231;-417;-894,-0.2699104;-0.04793671;0.9756904,-0.2497863;-0.0562777;1.032708,-0.1608673;-0.05864632;1.29616,-0.1765331;0.1945354;1.272209,-0.01207546;0.2260946;1.263712,0.02317166;-0.2293878;1.31878,0
1899,342,8708;3836;-14712,1095;-440;-861,-0.2662596;-0.04808971;0.9735414,-0.2544341;-0.06931727;1.034805,-0.1610035;-0.05882205;1.296485,-0.176538;0.1945184;1.272248,-0.01205267;0.226103;1.263757,0.02311693;-0.2294256;1.318866,0
1932,343,8716;3732;-14680,1224;-455;-881,-0.2607829;-0.04807442;0.9727851,-0.2457049;-0.05657328;1.022055,-0.1659538;-0.06848565;1.288178,-0.1765336;0.1945299;1.272264,-0.01203445;0.2261495;1.263795,0.02307109;-0.2294671;1.318848,0
1969,342,8752;3716;-14748,1086;-323;-837,-0.2510709;-0.04744882;0.9692576,-0.2419623;-0.05493221;1.021396,-0.167106;-0.0695909;1.286609,-0.1765323;0.1945278;1.272277,-0.01197475;0.2261726;1.263802,0.02303443;-0.2294919;1.318835,0
2000,343,8776;3684;-14644,1157;-510;-917,-0.2407252;-0.04483071;0.9774945,-0.2273442;-0.05685874;1.062645,-0.1683059;-0.07001922;1.28642,-0.1765316;0.1945098;1.272313,-0.01193332;0.22623;1.263896,0.0230341;-0.2295424;1.318835,0
2036,342,8836;3660;-14724,1053;-445;-861,-0.2283804;-0.03977339;0.9773096,-0.2231361;-0.06002474;1.073581,-0.1709156;-0.07161308;1.285263,-0.1762079;0.194326;1.272211,-0.01187802;0.2262818;1.264007,0.02314839;-0.230103;1.318286,0
2067,342,8752;3628;-14668,1238;-383;-846,-0.2210133;-0.03967414;0.9623766,-0.2215085;-0.05979526;1.065475,-0.1773138;-0.07109334;1.268345,-0.1762011;0.1943366;1.272228,-0.01184507;0.2262799;1.263976,0.0231874;-0.230696;1.316884,0
2098,341,8776;3504;-14676,1046;-414;-955,-0.2139648;-0.0420797;0.9564911,-0.2251077;-0.03392687;1.040759,-0.1802511;-0.06645468;1.262169,-0.1759405;0.1941414;1.272219,-0.01175247;0.2263558;1.264161,0.0232871;-0.230682;1.317121,0
2133,342,8840;3500;-14512,1364;-337;-856,-0.2076905;-0.04443961;0.9585201,-0.2275067;-0.03424409;1.036912,-0.1838391;-0.06128028;1.252121,-0.1756996;0.1939587;1.272211,-0.01169793;0.2263645;1.264234,0.02329736;-0.2306651;1.317267,0
2167,342,8656;3584;-14692,1224;-495;-983,-0.2005629;-0.04479182;0.9585279,-0.2281224;-0.03553954;1.030125,-0.1821093;-0.05765396;1.258306,-0.1756996;0.1939579;1.272211,-0.01154832;0.2262874;1.263899,0.02323636;-0.2309472;1.316096,0
2199,341,8788;3776;-14684,1049;-520;-866,-0.1949128;-0.04457043;0.9633459,-0.2281418;-0.03585691;1.029332,-0.1806993;-0.05611626;1.261191,-0.1757075;0.1939701;1.272229,-0.0114331;0.2262987;1.264002,0.02334034;-0.2308134;1.316305,0
2235,343,8876;3508;-14724,1131;-365;-812,-0.1915566;-0.04565094;0.9669396,-0.2261547;-0.04023862;1.03436,-0.1814511;-0.009470707;1.279834,-0.1757235;0.1941136;1.272247,-0.01140884;0.2262817;1.263982,0.02344043;-0.2309741;1.315934,0
2267,342,8844;3732;-14656,1160;-287;-953,-0.1873991;-0.04491146;0.9692605,-0.2212839;-0.03627381;1.022027,-0.1846221;-0.009514812;1.27778,-0.175729;0.1941438;1.272243,-0.01134534;0.2261906;1.263872,0.02344148;-0.2309541;1.315936,0
2300,341,8856;3692;-14716,1107;-407;-910,-0.1801554;-0.04616656;0.9795403,-0.2188975;-0.03542085;1.018,-0.1870484;-0.008982302;1.280201,-0.175758;0.1942833;1.272387,-0.01108984;0.2263284;1.26454,0.02367668;-0.2307666;1.316474,0
2333,343,8840;3616;-14328,1151;-340;-903,-0.1780587;-0.0467077;0.9849162,-0.2157436;-0.03334541;1.016409,-0.1914418;-0.009148566;1.274546,-0.1757625;0.1943478;1.272412,-0.01105703;0.2263131;1.264546,0.0237279;-0.2308746;1.31584,0
2366,343,8968;3716;-14608,1154;-493;-890,-0.1749488;-0.04813389;0.9966162,-0.1730381;-0.03440635;1.069493,-0.2032248;-0.008033586;1.246469,-0.1757711;0.1944397;1.272491,-0.01100619;0.2263124;1.2646,0.02376145;-0.2308707;1.315726,0
2398,342,8840;3568;-14756,1186;-418;-993,-0.1600534;-0.04953368;1.000163,-0.08706303;-0.07113156;1.015134,-0.2041859;-0.007575674;1.243041,-0.1757679;0.1945141;1.272513,-0.01098858;0.2263045;1.264628,0.02367396;-0.2306052;1.315932,0
2434,342,8892;3540;-14684,1188;-306;-914,-0.1688812;-0.04941281;1.014901,-0.1510145;-0.0468296;1.015757,-0.2047238;-0.007188621;1.242418,-0.1758324;0.1947539;1.27282,-0.01077628;0.2264222;1.265268,0.02375607;-0.2303261;1.316261,0
2467,342,8828;3596;-14420,1125;-328;-961,-0.1676217;-0.04970051;1.019779,-0.1670379;-0.04390896;1.037027,-0.2451101;0.007512703;1.298854,-0.1758641;0.1949677;1.273025,-0.01066388;0.2264366;1.265414,0.02360181;-0.2302698;1.316089,0
2500,342,8744;3596;-14452,1155;-480;-993,-0.167286;-0.04867023;1.025735,-0.1662783;-0.04367619;1.037088,-0.2450597;0.007531117;1.298745,-0.1758793;0.195053;1.273095,-0.01058976;0.2264372;1.265508,0.0236566;-0.2300901;1.316213,0
2533,342,8636;3564;-14808,1158;-506;-1020,-0.1661935;-0.04684502;1.027868,-0.1637591;-0.04385227;1.036604,-0.2433873;0.006795422;1.298114,-0.1758904;0.1951088;1.273128,-0.01058008;0.2255445;1.263328,0.02363914;-0.2300618;1.316169,0
2567,343,8612;3640;-14468,1038;-563;-1172,-0.1661533;-0.04572209;1.032817,-0.1604017;-0.04379938;1.035368,-0.2397063;0.005273396;1.297276,-0.1758925;0.1951129;1.273133,-0.01048081;0.2255724;1.263458,0.02364112;-0.2301836;1.31557,0
2599,342,8708;3512;-14556,1022;-705;-1142,-0.1647758;-0.04410202;1.033253,-0.1600608;-0.04266797;1.033812,-0.2386318;0.004699213;1.296253,-0.1758935;0.1951304;1.273122,-0.01045706;0.2249234;1.261707,0.02363664;-0.2301391;1.315451,0
2633,341,8880;3604;-14860,949;-651;-1393,-0.1655049;-0.04246758;1.040204,-0.1577991;-0.03990243;1.035432,-0.240749;0.005664363;1.296843,-0.1759065;0.1952529;1.273229,-0.01014922;0.2253713;1.262926,0.02365018;-0.2300042;1.315718,0
2667,341,8976;3924;-14888,1023;-492;-1231,-0.1663547;-0.0402441;1.039572,-0.1558458;-0.03874914;1.036929,-0.2402098;0.005791111;1.298063,-0.1759119;0.1953122;1.273239,-0.01014338;0.2250445;1.262132,0.02349811;-0.2298485;1.316025,0
2700,341,8876;3708;-14780,1142;-502;-1160,-0.1519315;-0.03979779;1.04484,-0.08869962;-0.04805974;1.073307,-0.2397885;0.006620127;1.300226,-0.1754933;0.1956772;1.273322,-0.009766505;0.2255581;1.263887,0.02341241;-0.2296205;1.31668,0
2735,343,8784;3620;-14396,1075;-499;-1117,-0.1515538;-0.03835539;1.040233,-0.08871052;-0.0442293;1.073953,-0.2401359;0.007051688;1.30144,-0.1755136;0.1957098;1.273343,-0.009866639;0.224982;1.262357,0.02334983;-0.2297402;1.316076,0
2766,342,8732;3880;-14740,1003;-592;-1161,-0.1665859;-0.03716812;1.044768,-0.1530975;-0.0342635;1.051659,-0.239848;0.007821505;1.304943,-0.1755593;0.1957504;1.273449,-0.009564321;0.2256004;1.264005,0.02336248;-0.2296642;1.316478,0
2798,340,8800;3880;-14852,1119;-540;-1074,-0.1654451;-0.03669259;1.040142,-0.1531568;-0.03463242;1.051091,-0.2396001;0.007961142;1.305733,-0.1755828;0.1957901;1.273486,-0.009454058;0.22575;1.264255,0.02335979;-0.2296154;1.316485,0
2833,343,8792;3564;-14768,1135;-467;-996,-0.1663176;-0.03701094;1.036184,-0.1544824;-0.03303954;1.047667,-0.2402662;0.008562414;1.307055,-0.1756088;0.1958098;1.2735,-0.009420724;0.2257781;1.264266,0.02324981;-0.2298354;1.3156,0
2867,342,8804;3600;-14640,1134;-379;-1169,-0.1669785;-0.03723758;1.038805,-0.1544655;-0.03309492;1.047582,-0.2400571;0.008553781;1.307139,-0.1756387;0.1958933;1.273604,-0.009359591;0.2258799;1.264394,0.02313423;-0.2297224;1.315718,0
2900,343,8684;3764;-14588,1137;-372;-1109,-0.1620822;-0.03757796;1.037219,-0.1532819;-0.02405211;1.090342,-0.2782128;0.03665131;1.331181,-0.1756521;0.1959167;1.27359,-0.009347548;0.2258859;1.264398,0.02299421;-0.2299234;1.315003,0
2934,341,8796;3780;-14688,1135;-498;-1105,-0.162791;-0.03795474;1.042468,-0.1325822;-0.03272646;1.060865,-0.2430469;0.0111646;1.312202,-0.1757085;0.1959962;1.273729,-0.009182278;0.2263016;1.265289,0.02238146;-0.2290909;1.316994,0
2967,342,8964;3840;-14588,1174;-514;-1047,-0.154086;-0.03837512;1.039609,-0.1011282;-0.06646352;1.08596,-0.2428607;0.01110308;1.312224,-0.1757155;0.1960032;1.273733,-0.009180591;0.2263043;1.265292,0.02223083;-0.2294997;1.3161,0
2999,342,9192;3828;-14728,1207;-369;-1125,-0.1530496;-0.03838978;1.040735,-0.09353209;-0.04159112;1.082072,-0.2425315;0.0106128;1.310937,-0.175719;0.196028;1.27374,-0.009122129;0.2263328;1.265352,0.02206991;-0.22924;1.316462,0
3033,342,9120;4012;-14576,1195;-372;-921,-0.1565273;-0.03777255;1.038769,-0.1108199;-0.03661228;1.067216,-0.2408987;0.009345231;1.308617,-0.1757354;0.1960426;1.273736,-0.009108636;0.2263411;1.265329,0.02229421;-0.2299974;1.314833,0
3066,342,9040;3872;-14684,1147;-295;-720,-0.1545435;-0.03793059;1.03994,-0.1017328;-0.03483342;1.072083,-0.2409109;0.009393151;1.308687,-0.175747;0.1960728;1.273743,-0.00932909;0.2256646;1.263531,0.02236207;-0.2298762;1.314987,0
3099,342,8824;3864;-14480,1093;-385;-779,-0.1542408;-0.03823699;1.03851,-0.09878598;-0.03435885;1.073568,-0.2407606;0.009345952;1.308603,-0.1757539;0.1961096;1.273751,-0.009471503;0.2252008;1.262321,0.02237641;-0.229851;1.315019,0
3134,343,8784;3664;-14724,1199;-486;-793,-0.1533333;-0.03818827;1.041012,-0.09066182;-0.03581035;1.064794,-0.1867057;-0.007756931;1.275718,-0.1757629;0.196129;1.273757,-0.009383133;0.2254101;1.262709,0.02232869;-0.2297979;1.315148,0
3168,342,8780;3704;-14776,1054;-452;-748,-0.1658433;-0.03768484;1.0346,-0.1531214;-0.03293167;1.042867,-0.2393469;0.007212515;1.302198,-0.1757767;0.1961421;1.273661,-0.009367303;0.2254266;1.262687,0.02224487;-0.2300052;1.314019,1
3200,342,8780;3780;-14508,1092;-502;-808,-0.1662121;-0.03708991;1.035341,-0.1554032;-0.03186179;1.041192,-0.2390338;0.006962033;1.301622,-0.1757883;0.1961382;1.273635,-0.009603507;0.2247982;1.260838,0.02215791;-0.2303496;1.313311,1
3234,343,8880;3620;-14640,1061;-534;-826,-0.167125;-0.0366111;1.039248,-0.1551846;-0.031887;1.042346,-0.2392937;0.007315103;1.302653,-0.1758085;0.1961693;1.273682,-0.009450175;0.2252064;1.261655,0.02216089;-0.2303676;1.313326,1
3266,342,8832;3596;-14952,1174;-375;-930,-0.1667409;-0.03657574;1.037722,-0.1553143;-0.03173922;1.042525,-0.2396907;0.007886454;1.304372,-0.1758121;0.1961716;1.273681,-0.009301344;0.225498;1.262155,0.0221977;-0.2302637;1.31349,1
3298,343,8792;3732;-14668,1150;-358;-850,-0.1685658;-0.03650348;1.039217,-0.1610457;-0.02474638;1.042243,-0.2395567;0.008048105;1.305116,-0.1758169;0.1961974;1.273702,-0.009265843;0.2257406;1.262638,0.02221274;-0.230277;1.313492,1
3333,1023,8888;3668;-14608,1590;-375;-824,-0.1684673;-0.03710971;1.041217,-0.1615293;-0.02249468;1.042372,-0.2395534;0.008101258;1.305297,-0.1758314;0.1962282;1.273773,-0.00917396;0.2262307;1.263629,0.02244912;-0.2299804;1.314397,1
3369,1022,8832;3608;-14532,1136;-609;-1038,-0.1679523;-0.0369954;1.037639,-0.1598173;-0.0248945;1.042966,-0.2396434;0.008291833;1.305886,-0.1758325;0.1962325;1.273771,-0.009125919;0.2263568;1.263818,0.02246937;-0.2299073;1.314583,1
