Time_Stamp,Accel,Gyro,Head,HandLeft,WristLeft,ElbowLeft,ShoulderLeft,SpineShoulder,SpineBase,TrimmingId
1797,-9972;-6920;9504,-5596;2783;-1283,-0.01847829;0.4532081;1.265491,-0.157194;-0.1077461;0.8302586,-0.1814792;-0.04685669;0.9632683,-0.2283988;0.05491067;1.201621,-0.166103;0.218684;1.304968,-0.02860969;0.2505597;1.32703,-0.02963496;-0.1632954;1.357447,0
1829,-11232;-7088;9104,-9967;6344;-1042,-0.01835386;0.4533688;1.265657,-0.1570856;-0.09835014;0.8233345,-0.182741;-0.04132001;0.9613957,-0.2289836;0.05987588;1.200123,-0.1679286;0.2182509;1.303382,-0.02861694;0.2508607;1.326968,-0.02988185;-0.1630891;1.357422,0
1864,-11616;-8128;8708,-15837;7386;-2099,-0.01827009;0.4536265;1.266332,-0.1578609;-0.08954975;0.8203925,-0.1834462;-0.03460706;0.9567253,-0.2311234;0.06188235;1.197109,-0.1692193;0.2181017;1.303261,-0.02865041;0.2514127;1.327695,-0.03083174;-0.1624727;1.358907,0
1896,-11896;-8904;5588,-20070;4338;-3811,-0.01812851;0.4537251;1.266361,-0.1567843;-0.0788985;0.8099008,-0.1845202;-0.02610815;0.9479133,-0.2337276;0.06454271;1.190249,-0.1706789;0.2172494;1.301052,-0.02870081;0.2515529;1.327625,-0.03160164;-0.162375;1.358913,0
1931,-11704;-10344;3452,-20239;2757;-3289,-0.01796175;0.4544639;1.267244,-0.1567219;-0.06898492;0.8055903,-0.1876602;-0.01698474;0.9443647,-0.2390523;0.0674559;1.188475,-0.1712532;0.2171986;1.30052,-0.0287162;0.251745;1.327714,-0.03186763;-0.1623305;1.358907,0
1966,-12112;-12580;824,-22677;4573;-5139,-0.01753053;0.4559967;1.269565,-0.1565508;-0.05693092;0.800803,-0.1859639;-0.005915714;0.9435019,-0.2429802;0.07207733;1.188496,-0.1697312;0.2182771;1.301788,-0.02876789;0.2520631;1.327952,-0.03227247;-0.1621362;1.359392,0
1995,-11012;-13404;-1908,-24341;4856;-9087,-0.01726104;0.4566269;1.270469,-0.1564359;-0.04460644;0.7970171,-0.1958702;0.01867354;0.9684141,-0.246016;0.075291;1.186145,-0.1701797;0.2184681;1.301677,-0.02885276;0.2525036;1.32835,-0.03328203;-0.1616735;1.360576,0
2030,-10632;-14360;-4080,-24123;4314;-10040,-0.01701666;0.4571201;1.271461,-0.1555146;-0.03239014;0.790957,-0.1874946;0.01702411;0.937799,-0.249259;0.08151194;1.184604,-0.1687963;0.2196187;1.303266,-0.0288987;0.2530315;1.32902,-0.03375028;-0.1613214;1.361653,0
2063,-10448;-14700;-4676,-10370;2963;-5184,-0.01681753;0.4574731;1.271993,-0.1558712;-0.02092262;0.7848465,-0.1993817;-0.00126008;0.9379816,-0.2508898;0.08427248;1.181684,-0.1691351;0.2197571;1.30258,-0.0288933;0.2532309;1.329097,-0.03384847;-0.1613246;1.361656,0
2096,-9728;-14284;-8528,-11632;3181;-4952,-0.01662255;0.4590166;1.273997,-0.1559859;-0.006729678;0.7820634,-0.200569;0.001338867;0.9357851,-0.2534662;0.08917138;1.178373,-0.1692822;0.2202356;1.302583,-0.02892696;0.2536752;1.329921,-0.03410868;-0.1611652;1.362255,0
2128,-9968;-18512;-9088,-7904;4144;-4815,-0.01658614;0.4590325;1.273951,-0.155513;0.006521696;0.7711607,-0.20185;0.01172317;0.9316593,-0.2559191;0.09824355;1.174456,-0.1673295;0.2218389;1.30337,-0.02886004;0.2538106;1.329957,-0.03403043;-0.1610515;1.362401,0
2166,-9520;-17068;-10764,2423;2743;-7455,-0.01643973;0.4594537;1.274572,-0.1563415;0.02047203;0.769057,-0.2037141;0.02403044;0.9276695,-0.2586613;0.1054976;1.172003,-0.1675314;0.2235969;1.304388,-0.02879821;0.254117;1.330531,-0.03406362;-0.1609667;1.362639,0
2195,-9720;-16892;-10320,3554;4427;-9645,-0.01640344;0.4594501;1.274544,-0.154628;0.03392169;0.7574185,-0.2061488;0.03479588;0.9255633,-0.2639751;0.117993;1.168645,-0.1654662;0.2248645;1.305311,-0.02876585;0.2542034;1.33054,-0.03407172;-0.160835;1.362893,0
2228,-9312;-17340;-9288,3286;4732;-10720,-0.0160314;0.4602593;1.275597,-0.1549687;0.04723539;0.756251,-0.2079952;0.04859881;0.9247742,-0.2692631;0.1310088;1.167275,-0.1636267;0.2265004;1.30703,-0.02855628;0.254749;1.33105,-0.03450055;-0.1605145;1.36403,0
2263,-8576;-17984;-8708,5236;3988;-11805,-0.01603033;0.4608204;1.276218,-0.1550573;0.05979416;0.7504937,-0.2126648;0.0646574;0.9277608,-0.2757826;0.1333683;1.174005,-0.1620778;0.2276618;1.307712,-0.0283182;0.2550205;1.331078,-0.03451181;-0.1604477;1.364043,0
2295,-7832;-17648;-8852,6186;3145;-13188,-0.01590978;0.4611565;1.276668,-0.1566073;0.07107569;0.7485921,-0.1729873;0.08292915;0.8788967,-0.2144976;0.167807;1.124713,-0.1610171;0.2284648;1.308634,-0.02793047;0.2555775;1.331627,-0.03462269;-0.1603049;1.364414,0
2328,-7136;-17068;-8948,6926;3119;-15588,-0.01583176;0.4611366;1.276596,-0.1569074;0.08038282;0.7436034,-0.1656688;0.08150291;0.8784532,-0.182166;0.1272267;1.13725,-0.1602077;0.2292498;1.308905,-0.02776306;0.2557957;1.33175,-0.03464194;-0.160242;1.364454,0
2364,-5928;-15924;-8060,8918;2760;-15617,-0.01574868;0.4611235;1.276614,-0.157793;0.08730223;0.7397417,-0.1888086;0.05826353;0.9295527,-0.2150656;0.07916375;1.190716,-0.1596418;0.2295148;1.309261,-0.02750292;0.256005;1.331795,-0.03462375;-0.1602082;1.364467,0
2397,-4000;-15648;-7532,7200;2662;-16203,-0.01570496;0.4612797;1.276731,-0.1587303;0.09096823;0.73592,-0.1894432;0.06285913;0.9252843,-0.2147801;0.08354069;1.186557,-0.1593349;0.2306863;1.309288,-0.0272904;0.2561274;1.331772,-0.03462898;-0.1599844;1.364505,0
2429,-2512;-15464;-6648,8214;2195;-16248,-0.01540801;0.4616862;1.277147,-0.160048;0.0939378;0.736837,-0.188877;0.06758024;0.9190656,-0.2136902;0.08879244;1.180346,-0.1587354;0.2308968;1.309418,-0.02714679;0.2562851;1.33182,-0.03461289;-0.1598469;1.364625,0
2462,-1488;-14756;-5756,8370;2360;-16812,-0.01526591;0.4617703;1.277227,-0.1605455;0.09535028;0.7366506,-0.1891984;0.06944072;0.9157083,-0.21309;0.09186696;1.176974,-0.1582329;0.2308346;1.309627,-0.02695074;0.2564867;1.332025,-0.0345174;-0.1597179;1.364805,0
2497,1236;-13480;-5608,8517;2135;-16857,-0.01511304;0.4618336;1.277301,-0.1605913;0.09367488;0.7354696,-0.1896356;0.0702096;0.9151332,-0.2132244;0.09269311;1.176422,-0.1578768;0.230853;1.309739,-0.02684359;0.2565869;1.332091,-0.03444197;-0.159644;1.364825,0
2528,2724;-12848;-4404,7875;2690;-15976,-0.01498705;0.4617955;1.277288,-0.1613466;0.09021775;0.7382836,-0.1893074;0.06997274;0.9154489,-0.2131979;0.09286114;1.176675,-0.1576536;0.2309751;1.309954,-0.02675702;0.2566646;1.332102,-0.03441235;-0.1596138;1.364829,0
2562,4640;-12572;-3184,6610;3143;-16160,-0.0148222;0.4617544;1.277275,-0.1604188;0.08579935;0.7408729,-0.1905399;0.06883004;0.9164468,-0.21321;0.09229587;1.177731,-0.1574522;0.2311511;1.310106,-0.02668175;0.2567524;1.332151,-0.03443193;-0.1595872;1.364819,0
2597,5480;-11792;-1152,7646;3097;-16079,-0.01468684;0.4616553;1.277087,-0.1594713;0.07928564;0.743005,-0.190456;0.06717744;0.9178238,-0.2130196;0.09107608;1.179078,-0.1573733;0.2311777;1.31012,-0.02647783;0.2567886;1.332033,-0.03432944;-0.1595652;1.364749,0
2631,7056;-10068;-664,8132;1817;-15550,-0.01438135;0.461669;1.27712,-0.1583783;0.07296128;0.7482952,-0.192991;0.06320418;0.9306712,-0.2146856;0.08112686;1.192477,-0.1572604;0.2312783;1.310266,-0.02636211;0.2568828;1.332106,-0.0343764;-0.1595229;1.364804,0
2663,8860;-8364;792,5824;2403;-15107,-0.01409876;0.4619349;1.277517,-0.1581431;0.06373833;0.7517158,-0.1692731;0.08452149;0.8811451,-0.1826046;0.1269406;1.140687,-0.1571746;0.2313648;1.310356,-0.02631985;0.2568992;1.332127,-0.03446199;-0.1593843;1.36515,0
2698,10388;-8240;1532,5584;1827;-14145,-0.01359468;0.4631563;1.279902,-0.1579112;0.05446363;0.7584704,-0.174436;0.08161478;0.8819017,-0.2102996;0.1586243;1.131163,-0.1571247;0.2313836;1.310679,-0.02611243;0.257123;1.332601,-0.03453046;-0.1593397;1.366087,0
