Time_Stamp,Accel,Gyro,Head,HandLeft,WristLeft,ElbowLeft,ShoulderLeft,SpineShoulder,SpineBase,TrimmingId
12400,2900;-16652;-2188,284;-4669;-2633,-0.007459428;0.4701506;1.305256,-0.1250985;-0.3730791;0.9395769,-0.134853;-0.2858725;0.9985039,-0.1668839;-0.06400969;1.161814,-0.135216;0.1925128;1.271871,0.01829232;0.231767;1.301402,0.02139109;-0.2339404;1.27697,2
12432,2880;-16440;-2276,-1429;-5613;-2674,-0.007835957;0.4698882;1.305022,-0.1253426;-0.3720727;0.9417717,-0.1347866;-0.2855271;0.9993872,-0.166361;-0.06474143;1.164273,-0.1355331;0.192464;1.272832,0.01828001;0.2316987;1.30138,0.02143834;-0.2339918;1.276816,2
12466,2996;-16312;-3144,-2672;-5872;-2577,-0.008171183;0.4696821;1.304827,-0.1249702;-0.3716495;0.9416395,-0.1318253;-0.286128;1.001959,-0.1653386;-0.06559503;1.166788,-0.1357103;0.1924876;1.273419,0.01827306;0.2316503;1.301366,0.02150474;-0.2340337;1.276759,2
12502,3312;-16236;-3712,-3553;-5603;-3347,-0.00839703;0.4696381;1.305011,-0.1238952;-0.372636;0.945401,-0.130622;-0.2869578;1.005178,-0.1642824;-0.06648094;1.170028,-0.1360051;0.1925609;1.274485,0.01825919;0.2315935;1.301415,0.02176051;-0.2340785;1.276904,2
12532,3616;-16424;-4124,-1711;-5122;-3206,-0.008913412;0.4689381;1.303938,-0.1221416;-0.3703094;0.9392527,-0.1284791;-0.2865293;1.004879,-0.1637176;-0.06662068;1.170179,-0.1360694;0.1925031;1.274602,0.01825587;0.2314304;1.301258,0.02211538;-0.2342216;1.276038,2
12566,3896;-16112;-4680,-752;-4297;-2983,-0.009302934;0.4685988;1.303477,-0.1220531;-0.3692906;0.9414812,-0.1268618;-0.285124;1.007038,-0.1625088;-0.06486377;1.171767,-0.1361062;0.1939869;1.277279,0.01824441;0.2313155;1.301177,0.02230264;-0.2342265;1.275725,2
12599,4140;-15772;-5980,-226;3;-1720,-0.00961517;0.4684473;1.303431,-0.1220073;-0.370371;0.9465045,-0.1260452;-0.2854081;1.008168,-0.1616616;-0.06573324;1.173694,-0.1361977;0.1938466;1.277482,0.01824773;0.2312775;1.301219,0.02272094;-0.2342681;1.275845,2
12632,3896;-16048;-4940,1330;-632;-1346,-0.009894872;0.4682526;1.303308,-0.1213964;-0.3703538;0.9455832,-0.1249275;-0.2855174;1.009534,-0.161153;-0.06672751;1.176116,-0.1362453;0.1937282;1.277608,0.01825166;0.2312291;1.301242,0.02319762;-0.2343633;1.2759,2
12667,4204;-15932;-5172,1032;1112;-942,-0.01046323;0.467811;1.30309,-0.1209861;-0.3689153;0.9431348,-0.1242253;-0.285659;1.009677,-0.1606719;-0.06704129;1.176441,-0.1362802;0.1935778;1.277611,0.01824797;0.2311215;1.301154,0.02365559;-0.2345446;1.275314,2
12702,3652;-16296;-4888,988;1607;-1246,-0.01078313;0.4678866;1.303452,-0.1136736;-0.3549604;0.9619563,-0.1124083;-0.2755495;1.03157,-0.1601228;-0.06796241;1.178737,-0.1363486;0.1934112;1.277893,0.01823841;0.231085;1.30126,0.02398515;-0.2345823;1.275542,2
12732,4072;-16236;-4076,2687;2337;-1184,-0.01107295;0.4676588;1.30317,-0.1169202;-0.3538349;0.9512652,-0.123596;-0.2713752;1.018944,-0.1597828;-0.06830346;1.178775,-0.1363837;0.1931478;1.277804,0.0182434;0.2309761;1.301162,0.02456954;-0.2347611;1.2748,2
12765,4172;-15852;-5312,1069;4978;-858,-0.01132771;0.4675418;1.303224,-0.1188713;-0.3564207;0.9536459,-0.125276;-0.2710265;1.017729,-0.1591446;-0.06775748;1.179928,-0.1363563;0.193705;1.279078,0.01823484;0.2309647;1.30121,0.02489682;-0.2346051;1.274864,2
12799,968;-16696;-5464,88;3114;-2977,-0.01147969;0.4674906;1.303323,-0.1199502;-0.3567111;0.9544879,-0.1267289;-0.2705619;1.017232,-0.1587973;-0.06797465;1.180171,-0.1363689;0.1935939;1.279104,0.01823155;0.2309369;1.301302,0.02534483;-0.234659;1.275099,2
12832,3528;-16028;-3656,-767;5204;-101,-0.01157314;0.4674793;1.303347,-0.1194173;-0.3543277;0.9538798,-0.1277608;-0.2702328;1.01673,-0.1584255;-0.06827039;1.180516,-0.1364202;0.1934521;1.279105,0.01822071;0.2309146;1.301344,0.02567964;-0.2345542;1.275132,2
