Time_Stamp,Accel,Gyro,Head,HandLeft,WristLeft,ElbowLeft,ShoulderLeft,SpineShoulder,SpineBase,TrimmingId
6219,4884;-15332;-6228,23;199;-1269,-0.007274898;0.4890478;1.303812,-0.1583456;0.6568223;0.9662734,-0.1618794;0.6026586;1.005789,-0.1738419;0.4436916;1.133197,-0.1172838;0.2681636;1.30476,0.01693673;0.2387295;1.303594,0.02412542;-0.2024094;1.283261,1
6236,4428;-15648;-5980,1427;-416;-1053,-0.004271128;0.4805697;1.299979,-0.1613434;0.6486737;0.9579435,-0.164899;0.5951591;0.9983435,-0.1769574;0.4381243;1.128399,-0.117297;0.2676036;1.303739,0.01703721;0.238597;1.303725,0.0243614;-0.2028385;1.283583,1
6265,4720;-15240;-6240,1310;771;-1305,-0.002210353;0.4779446;1.298938,-0.1764136;0.5601847;1.00476,-0.1684891;0.5836569;0.9901577,-0.1806796;0.4283067;1.122503,-0.1174021;0.26683;1.302657,0.01718593;0.2385061;1.303957,0.02450722;-0.2030672;1.283727,1
6299,4228;-15580;-6088,920;1458;-895,-0.001807711;0.4772458;1.298381,-0.1841926;0.5520167;0.9949568,-0.171625;0.5736457;0.9805853,-0.1837078;0.4182627;1.113024,-0.1175072;0.2661668;1.301856,0.01721306;0.2384954;1.303961,0.02472153;-0.2033427;1.283485,1
6333,4916;-15708;-5200,1632;2002;-969,-0.000931459;0.4773067;1.29849,-0.1805343;0.5763036;0.8437874,-0.1811078;0.5310324;0.911907,-0.1858951;0.4112336;1.107328,-0.117654;0.2656238;1.301155,0.01720603;0.2386012;1.303655,0.02483365;-0.2034727;1.283494,1
6368,4680;-15692;-5736,1024;3739;-639,-0.004965177;0.4866299;1.305693,-0.1773446;0.5904706;0.8544304,-0.1793824;0.5394919;0.9184555,-0.1884912;0.4036737;1.1019,-0.1176577;0.265539;1.301129,0.01726354;0.2386608;1.303834,0.02495243;-0.2037318;1.283768,1
6400,4260;-15928;-6148,418;5029;671,-0.00150941;0.4841643;1.303073,-0.2274547;0.5439514;0.9868638,-0.2055828;0.5263702;0.9365873,-0.1904643;0.3940986;1.093429,-0.1176739;0.2650981;1.300814,0.01729729;0.2386805;1.303851,0.02500325;-0.2038816;1.283765,1
6431,4472;-15856;-5220,803;4389;1247,0.0003680428;0.4829692;1.302022,-0.2139776;0.5129423;0.9342996,-0.2076996;0.5188668;0.937246,-0.1921579;0.3847567;1.092444,-0.1174646;0.264461;1.29977,0.01753256;0.2387661;1.304304,0.02542176;-0.2043084;1.284207,1
6467,5184;-15436;-7168,-1748;4340;3249,0.001044926;0.482204;1.301454,-0.2198378;0.5017654;0.9342794,-0.2118561;0.5105896;0.9367669,-0.1934499;0.369796;1.086227,-0.1176531;0.2637936;1.299227,0.01771567;0.2387997;1.304426,0.02545412;-0.2045454;1.28418,1
6499,3548;-15000;-5864,4023;10933;4130,0.001648368;0.480909;1.301093,-0.2275282;0.4845107;0.9166535,-0.2225632;0.4980401;0.928911,-0.1959444;0.3581432;1.084423,-0.1178001;0.2631811;1.299044,0.01789233;0.2388995;1.304603,0.02544385;-0.2050597;1.284374,1
6534,3980;-14916;-5048,332;11917;4032,0.002063905;0.4802517;1.301112,-0.2179233;0.4101982;0.9636906,-0.2199945;0.4331127;0.8928398,-0.1985282;0.3471809;1.08019,-0.1179888;0.2624835;1.298991,0.01812414;0.2389357;1.304789,0.02554319;-0.2055673;1.284708,1
6568,2940;-16028;-5012,1441;13459;4627,0.001810862;0.480406;1.301369,-0.2256673;0.4007171;0.9463398,-0.2183186;0.4367295;0.9011179,-0.2014202;0.3279767;1.076263,-0.1178599;0.2576005;1.29717,0.01823497;0.2388507;1.304774,0.02577764;-0.2066942;1.284613,1
6602,2936;-16120;-3672,2905;10773;3447,0.001622878;0.4802329;1.301543,-0.2313538;0.3850685;0.9292597,-0.2233981;0.4108573;0.8905565,-0.2033793;0.3148666;1.073053,-0.1160435;0.2458565;1.291584,0.01843395;0.2387769;1.304824,0.02621032;-0.2084507;1.284782,1
6633,2292;-15292;-3284,2014;7289;3786,0.001049972;0.4795994;1.301758,-0.2382213;0.3793848;0.8914656,-0.233705;0.3903835;0.8800462,-0.2039512;0.3013515;1.064855,-0.1154939;0.2426572;1.289865,0.01863443;0.238598;1.304775,0.02660283;-0.2101178;1.284744,1
6665,2636;-15372;-3472,1268;7069;4117,0.001643592;0.4753601;1.299898,-0.2556251;0.3822571;0.8022217,-0.240801;0.3513149;0.8666251,-0.2049334;0.2876111;1.060957,-0.1153094;0.2411377;1.288773,0.01875825;0.238455;1.304694,0.02693177;-0.2115202;1.284399,1
6700,2012;-16520;-3320,1937;7166;4532,0.001897599;0.47258;1.298037,-0.2638732;0.3631132;0.7581241,-0.2424844;0.3274789;0.8506875,-0.2060144;0.2728036;1.047774,-0.1153081;0.2392627;1.286957,0.01888786;0.2383785;1.304573,0.0270833;-0.212447;1.283774,1
6734,2168;-16652;-3432,2274;5775;4545,0.0004547332;0.4735152;1.300671,-0.2693154;0.336592;0.7436763,-0.2497744;0.3094108;0.8189406,-0.2080883;0.2611638;1.041815,-0.1153623;0.2386071;1.286485,0.01898594;0.2383119;1.30485,0.02713774;-0.2130068;1.283999,1
6766,1404;-17472;-2748,2701;3594;3681,3.084622E-05;0.4735244;1.300867,-0.2678847;0.3027155;0.7288811,-0.2482347;0.2911099;0.8136512,-0.2076267;0.2411838;1.035072,-0.1155331;0.2375689;1.285632,0.01900827;0.2382816;1.304834,0.02716154;-0.2134167;1.283851,1
6801,1320;-16856;-2364,2319;83;1197,-0.0001942441;0.473511;1.301045,-0.2665754;0.2695053;0.7236724,-0.2531708;0.25413;0.7813905,-0.2067681;0.2242993;1.031245,-0.1158851;0.2362493;1.284966,0.01818432;0.2389392;1.306223,0.02720594;-0.2138181;1.283661,1
6835,1348;-16792;-2592,694;-876;-1441,-0.0004849421;0.4734001;1.301335,-0.2650333;0.2383553;0.7196126,-0.2510447;0.2326873;0.7832133,-0.2062564;0.2101205;1.027725,-0.1167148;0.2308122;1.283931,0.01821949;0.2388314;1.3061,0.02755857;-0.2151134;1.283144,1
6867,964;-17176;-3072,798;-1030;-2097,0.0001818259;0.4710772;1.300621,-0.2630805;0.2076752;0.7209562,-0.2511556;0.1995981;0.7706504,-0.2056865;0.1951809;1.024761,-0.1185297;0.2195314;1.281112,0.01823912;0.2387118;1.305994,0.0277334;-0.2168481;1.282859,1
6900,1452;-16632;-3316,1134;-627;-2097,-0.002946454;0.4716548;1.303895,-0.2589894;0.1767851;0.7201568,-0.24796;0.1746887;0.7700562,-0.2002358;0.1659761;1.014418,-0.1188655;0.2187928;1.280265,0.01827853;0.238537;1.305845,0.02756055;-0.2177836;1.28216,1
6932,1308;-16492;-3208,991;-164;-2008,-0.001412492;0.4688631;1.30194,-0.2562583;0.1498047;0.7250297,-0.2465966;0.1501767;0.7713122,-0.2001484;0.1569477;1.015778,-0.1195081;0.2170297;1.280302,0.01826412;0.2384656;1.305931,0.0272713;-0.2189524;1.282134,1
6987,1632;-16292;-3188,1184;-470;-1600,-0.00143904;0.4688817;1.301909,-0.2522401;0.1189993;0.7254328,-0.2452503;0.1210128;0.7650766,-0.2011619;0.1539627;1.017678,-0.1200351;0.2161743;1.280046,0.01823613;0.2383392;1.305943,0.02717716;-0.2202996;1.28178,1
7059,1768;-16204;-3144,1037;-588;-1543,-0.003189438;0.4693649;1.30301,-0.2415321;0.06408846;0.7384356,-0.2300514;0.07048476;0.8211765,-0.1974367;0.1230835;1.038464,-0.1210738;0.2162245;1.278923,0.01809132;0.2380125;1.305841,0.02722524;-0.2216812;1.281364,1
7119,1704;-16324;-3340,1024;-406;-1344,-0.003604071;0.4698729;1.302645,-0.2313303;0.00608511;0.7527995,-0.2278187;0.01721729;0.8237591,-0.1952796;0.09304295;1.044902,-0.1224046;0.2161045;1.278502,0.01789501;0.2376371;1.305693,0.02711557;-0.222667;1.281065,1
7136,2008;-16424;-3328,776;-11;-1292,-0.002870329;0.4696696;1.300498,-0.2262842;-0.02323142;0.7631068,-0.2221548;-0.006499183;0.8378385,-0.1924246;0.08504619;1.053354,-0.1231979;0.215806;1.278434,0.01776087;0.2373692;1.305522,0.02684279;-0.2235056;1.280399,1
7167,1824;-16692;-3040,960;-238;-1232,-0.00325121;0.469544;1.300448,-0.2212573;-0.04903778;0.7688614,-0.219857;-0.02631618;0.8347198,-0.1872703;0.07848613;1.043702,-0.1240806;0.2152126;1.278001,0.01753838;0.2371604;1.305491,0.0266273;-0.2245173;1.279522,1
7199,1888;-16612;-3084,990;-87;-1169,-0.003920102;0.4698699;1.301544,-0.2175483;-0.07466411;0.7769198,-0.2153845;-0.0456465;0.8547251,-0.1887472;0.05487766;1.066593,-0.1249255;0.2142883;1.277691,0.01742419;0.2369436;1.305529,0.02660992;-0.2253598;1.279436,1
7235,1776;-16560;-3064,1364;-780;-1031,-0.003498288;0.4697492;1.300724,-0.2119254;-0.09810668;0.79026,-0.211262;-0.06074087;0.8528517,-0.1875702;0.05275033;1.058429,-0.1261226;0.2124757;1.276209,0.01724937;0.2368068;1.305606,0.02655416;-0.2265161;1.279081,1
7267,1832;-16380;-3056,1081;-724;-1132,-0.004561692;0.4697026;1.301184,-0.207067;-0.1215135;0.7983715,-0.206975;-0.07959333;0.8583832,-0.1873964;0.0474071;1.056321,-0.1271804;0.2107134;1.274894,0.0171464;0.2366135;1.305593,0.02612017;-0.2273817;1.278813,1
7300,1780;-16472;-3308,1182;-680;-1163,-0.004310563;0.4696777;1.299989,-0.2017258;-0.1416136;0.8117658,-0.2025748;-0.1271466;0.8360229,-0.1852206;0.03922462;1.058747,-0.127708;0.2099622;1.274089,0.01696959;0.2363907;1.305496,0.02578991;-0.2281659;1.278331,1
7332,1956;-16100;-3244,1126;-683;-1135,-0.004211435;0.4701633;1.300345,-0.1990349;-0.1633785;0.827836,-0.1965623;-0.14427;0.8476651,-0.1832918;0.02707854;1.066826,-0.1280212;0.2102381;1.275226,0.01668799;0.2363683;1.306034,0.0257324;-0.2288458;1.278957,1
7366,1796;-16380;-3392,989;-489;-1208,-0.005278874;0.4704385;1.301138,-0.1924608;-0.1802571;0.8356296,-0.1924155;-0.1540113;0.8529357,-0.1816254;0.02007232;1.070045,-0.1283875;0.2083763;1.274309,0.01652649;0.2359751;1.305702,0.02548904;-0.2294999;1.278689,1
7399,1864;-16560;-3208,989;-549;-1031,-0.006575939;0.4709692;1.302047,-0.1887968;-0.2004759;0.84471,-0.1876252;-0.1682005;0.8636952,-0.1781461;0.01027167;1.077217,-0.1286724;0.2071437;1.274126,0.01636119;0.2357456;1.30556,0.02478821;-0.2302903;1.278173,1
7434,1908;-16488;-3276,1142;-876;-864,-0.008201685;0.4719695;1.304922,-0.1830947;-0.2159088;0.8637676,-0.1821939;-0.1802601;0.8998037,-0.1743827;-0.006215627;1.092381,-0.1288879;0.2055302;1.273955,0.01626345;0.2356005;1.305605,0.0242903;-0.2311567;1.278564,1
7469,1948;-16428;-3012,1276;-1019;-973,-0.00858014;0.4719021;1.305246,-0.175576;-0.2356086;0.8756297,-0.1790938;-0.1844039;0.9135166,-0.1736003;-0.02699054;1.116592,-0.1310615;0.2000961;1.271457,0.01610043;0.2353934;1.305555,0.02319581;-0.2320423;1.278213,1
7499,1848;-16752;-3340,973;-769;-1392,-0.00895028;0.4721006;1.305426,-0.1709468;-0.2380923;0.8881294,-0.1762783;-0.1818782;0.9371011,-0.1727246;-0.03079714;1.119136,-0.132145;0.1975;1.270079,0.01596731;0.2349515;1.305029,0.02211821;-0.2326489;1.277361,1
7532,1912;-16632;-3072,980;-795;-1473,-0.009174077;0.4720771;1.305416,-0.1510954;-0.3118223;0.9291672,-0.1496458;-0.2702554;0.9688227,-0.1716867;-0.03938466;1.120894,-0.1326721;0.1966906;1.270172,0.01587187;0.2346332;1.304556,0.02150253;-0.2327905;1.276783,1
7565,2032;-16552;-3280,1106;-814;-1389,-0.009845525;0.4721;1.306591,-0.1592614;-0.2855227;0.9152905,-0.148907;-0.2726038;0.9724597,-0.1688728;-0.04638011;1.131772,-0.1331313;0.1961512;1.270697,0.01584711;0.2345434;1.304527,0.02101817;-0.2330271;1.276965,1
7599,1832;-16324;-3128,1082;-519;-1162,-0.01009953;0.4721826;1.30706,-0.134667;-0.3515861;0.937759,-0.1464082;-0.2742914;0.9752371,-0.1680027;-0.04775855;1.133855,-0.1335663;0.1957829;1.271254,0.01586274;0.2344479;1.304508,0.02101167;-0.2330287;1.276962,1
7632,2156;-16376;-3268,1041;-931;-1190,-0.01020118;0.4720812;1.307097,-0.1316059;-0.3527791;0.9362816,-0.1437677;-0.2755104;0.9777361,-0.1644674;-0.05173397;1.140409,-0.1338452;0.1954057;1.271849,0.01588021;0.2343624;1.304439,0.02103088;-0.2330241;1.276894,1
7668,2060;-16284;-3304,876;-947;-1207,-0.01025244;0.4718233;1.306747,-0.1252654;-0.3560035;0.9396427,-0.1375393;-0.2790087;0.9836576,-0.1621039;-0.05370213;1.143542,-0.1340947;0.1951026;1.272246,0.01602633;0.2340267;1.303975,0.02107465;-0.2330479;1.276512,1
7702,1904;-16416;-3244,881;-564;-1019,-0.008603192;0.4704695;1.303284,-0.1252824;-0.3553289;0.9414037,-0.1347373;-0.2806539;0.9867409,-0.1599261;-0.05588465;1.147271,-0.1342862;0.1947626;1.272656,0.01612141;0.2338934;1.303884,0.02120166;-0.2330516;1.276357,1
7733,1972;-16476;-3360,767;-1088;-1421,-0.008921519;0.4704506;1.303288,-0.1220099;-0.3559827;0.9410228,-0.1332502;-0.2812773;0.9880185,-0.1589077;-0.05704711;1.149234,-0.1344171;0.1945055;1.272916,0.01625055;0.2336685;1.303569,0.0215923;-0.2330619;1.275685,1
7766,1984;-16856;-3444,804;-1308;-1438,-0.008541144;0.4703069;1.302802,-0.122464;-0.3558036;0.947246,-0.1319328;-0.2821743;0.9909009,-0.157653;-0.05917067;1.153817,-0.134641;0.1942107;1.273739,0.01640284;0.2335729;1.303491,0.02180544;-0.233083;1.275715,1
7799,2064;-16364;-3356,1002;-1213;-1374,-0.009053896;0.4703152;1.303513,-0.1202097;-0.3567905;0.9492006,-0.1295886;-0.2833875;0.9941483,-0.157152;-0.06037896;1.156726,-0.1348443;0.1940126;1.27446,0.01647147;0.2334914;1.303454,0.02211847;-0.2330753;1.275714,1
7833,1792;-16520;-3548,440;-969;-1363,-0.009363241;0.4702705;1.303704,-0.1179521;-0.3561898;0.9478722,-0.1284696;-0.2836524;0.9949284,-0.1564335;-0.061007;1.157941,-0.1349056;0.1938973;1.274634,0.01665083;0.2332674;1.303149,0.0225757;-0.2331094;1.275331,1
7867,1852;-16096;-3396,430;-1562;-1754,-0.009991538;0.4705179;1.305408,-0.1167199;-0.3580506;0.9543723,-0.1265045;-0.2849028;0.9987237,-0.1559808;-0.06240775;1.161646,-0.1350351;0.1937366;1.27547,0.01674989;0.2331904;1.303213,0.02298693;-0.2332099;1.275713,1
7900,2192;-16048;-2996,173;-2119;-1523,-0.008661319;0.469859;1.303112,-0.1154945;-0.3562121;0.9547217,-0.1250767;-0.2852861;0.9999929,-0.1553166;-0.06280416;1.162783,-0.1351402;0.1936902;1.275901,0.01669422;0.2332767;1.303545,0.02325996;-0.2332075;1.275613,1
7932,2292;-16216;-3596,248;-2970;-1469,-0.009072447;0.4699296;1.303493,-0.1157105;-0.3545378;0.9547793,-0.124755;-0.2851551;1.000595,-0.1545858;-0.06303719;1.163967,-0.1352165;0.1936962;1.276646,0.01684657;0.2331326;1.303395,0.02366298;-0.2330453;1.27564,1
7966,2516;-16660;-4132,375;-3364;-1367,-0.008081502;0.4691994;1.301916,-0.1147002;-0.3553572;0.9545365,-0.1246601;-0.2849412;1.001018,-0.1540725;-0.06318871;1.164973,-0.1353261;0.1936688;1.277452,0.01701206;0.2329954;1.303265,0.02392339;-0.2329699;1.275464,1
7999,2236;-16680;-4332,789;-2690;-1508,-0.008796806;0.4693364;1.302783,-0.1147585;-0.3555466;0.9552462,-0.1241851;-0.2848513;1.001984,-0.153768;-0.06306937;1.165862,-0.1355416;0.1937767;1.278453,0.01708255;0.2329389;1.303247,0.02405111;-0.2328921;1.275348,1
8032,2168;-16260;-4136,770;-2458;-2863,-0.009438366;0.4696113;1.304027,-0.1159293;-0.3541994;0.9587439,-0.1238221;-0.2849134;1.003294,-0.1532195;-0.06321207;1.16731,-0.1356689;0.1938667;1.279432,0.01724201;0.2328088;1.303149,0.02416018;-0.2329246;1.275344,1
8065,2284;-15816;-3812,-1237;-3677;-3848,-0.009715929;0.4696874;1.304449,-0.1153736;-0.3545148;0.9585419,-0.1237675;-0.2849731;1.003891,-0.1530416;-0.06331664;1.167987,-0.1357611;0.193846;1.27994,0.01735928;0.2327093;1.303027,0.02431629;-0.2329665;1.275256,1
8101,2272;-16424;-4388,-469;-4879;-2945,-0.009930456;0.4697341;1.304723,-0.1156013;-0.3541382;0.9578015,-0.123858;-0.2851249;1.004316,-0.152762;-0.06342499;1.168414,-0.1357923;0.1938289;1.28019,0.01738223;0.2326728;1.30302,0.02440555;-0.2330401;1.275149,1
8132,2688;-16100;-5172,-474;-4430;-2832,-0.01014141;0.4698669;1.3051,-0.1163345;-0.3545163;0.9586662,-0.1244858;-0.2848872;1.00447,-0.1526721;-0.06356338;1.169213,-0.1358734;0.193837;1.280644,0.01740688;0.2326442;1.303021,0.02444264;-0.2330634;1.275146,1
8166,3040;-16232;-5448,-707;-2468;-2368,-0.01029634;0.4698539;1.305168,-0.1162309;-0.3540147;0.9551528,-0.1252649;-0.2845716;1.004007,-0.1525739;-0.06367179;1.169484,-0.1358834;0.1937979;1.280758,0.01751591;0.2325367;1.302822,0.02444126;-0.2330839;1.275044,1
8199,3216;-16112;-5716,740;-546;-1597,-0.01041411;0.4699243;1.305448,-0.1172095;-0.3546377;0.9573383,-0.1259051;-0.2845291;1.004102,-0.152638;-0.06383966;1.169961,-0.135913;0.1937297;1.280972,0.01755841;0.2324896;1.302775,0.02453247;-0.2331439;1.275,1
8232,3528;-16100;-5684,690;-172;-1677,-0.01051201;0.4698997;1.305486,-0.117373;-0.3541529;0.9565114,-0.1261744;-0.284416;1.004125,-0.1526396;-0.06390888;1.170276,-0.1359649;0.1936889;1.28122,0.01760905;0.2323825;1.302689,0.02456393;-0.2331426;1.274961,1
8266,3020;-15780;-5368,1047;213;-1466,-0.01060166;0.4698426;1.30555,-0.1177771;-0.3529857;0.9576497,-0.1262245;-0.2843835;1.004238,-0.1526349;-0.06403843;1.170616,-0.1359731;0.1936522;1.281325,0.01766296;0.232318;1.302623,0.02461985;-0.2331617;1.274943,1
8300,2996;-15656;-4768,880;960;-824,-0.0107158;0.4697816;1.305514,-0.1182411;-0.354324;0.9556312,-0.1271766;-0.2844183;1.004148,-0.1526588;-0.06415465;1.170782,-0.1360013;0.1935816;1.281374,0.01770769;0.2322183;1.302511,0.02466027;-0.233246;1.274825,1
8333,2680;-16196;-4548,1491;134;-503,-0.01092217;0.4697598;1.305673,-0.1193667;-0.3534437;0.956993,-0.1272331;-0.2843306;1.004343,-0.1527774;-0.06424545;1.171209,-0.1360569;0.1935505;1.281633,0.01771335;0.2322055;1.302513,0.02467737;-0.2332745;1.274833,1
8366,2804;-16184;-4584,834;-341;-549,-0.01099859;0.4696926;1.30568,-0.1188216;-0.3530786;0.9561402,-0.1272938;-0.2842697;1.004437,-0.1528646;-0.06432575;1.171489,-0.1360599;0.1935479;1.2817,0.01775791;0.2321533;1.302432,0.02471993;-0.2332656;1.274803,1
8399,2644;-16672;-4808,1746;-736;-593,-0.01118208;0.4695536;1.305404,-0.1175539;-0.3526001;0.9550078,-0.1274874;-0.2841013;1.004179,-0.1528663;-0.06433957;1.171508,-0.1360564;0.193542;1.281697,0.01778438;0.2319738;1.302207,0.02472734;-0.2333802;1.274381,1
8433,2932;-16404;-5296,845;-1040;-1620,-0.01132761;0.4695484;1.305554,-0.1204685;-0.3538583;0.9573154,-0.1284662;-0.2844054;1.0048,-0.1530688;-0.06450402;1.172051,-0.1360657;0.1935361;1.281799,0.01779047;0.2319627;1.30223,0.02473862;-0.2333592;1.274493,2
8466,3100;-15836;-5188,1317;-748;-2070,-0.01135685;0.4695415;1.30556,-0.1189661;-0.353346;0.9559719,-0.1285223;-0.2842935;1.004664,-0.1531018;-0.06454482;1.172125,-0.1360582;0.1935231;1.281794,0.017785;0.2319169;1.302198,0.02474528;-0.2333575;1.274492,2
8499,3572;-15160;-5412,372;-304;-1873,-0.01143604;0.4694771;1.305528,-0.1194402;-0.3526531;0.9558755,-0.1290325;-0.2841695;1.004494,-0.1531667;-0.06455413;1.172201,-0.136074;0.1935172;1.281851,0.01777836;0.2318774;1.302167,0.02474398;-0.2333586;1.274491,2
8535,3220;-15792;-5272,1220;-382;-818,-0.01147192;0.4694521;1.305537,-0.1195061;-0.3532434;0.9556546,-0.1291673;-0.2840775;1.004408,-0.1532628;-0.06453773;1.172223,-0.1360785;0.1935253;1.281877,0.01777959;0.2318514;1.302174,0.02474532;-0.2333516;1.274485,2
8566,3308;-15380;-5484,1128;-630;-788,-0.01151683;0.4693988;1.305426,-0.1187233;-0.3529962;0.9544504,-0.1296635;-0.2837653;1.003816,-0.1534188;-0.06441024;1.171932,-0.1360821;0.1935279;1.281878,0.01779501;0.2318164;1.30211,0.02473454;-0.2333394;1.274358,2
8599,2952;-16064;-5248,1092;-251;-789,-0.01156986;0.4694466;1.305483,-0.1213171;-0.3532854;0.9525135,-0.1300462;-0.2836913;1.003675,-0.1537223;-0.06431459;1.171774,-0.136083;0.1935362;1.281888,0.01783026;0.2317693;1.302055,0.02472402;-0.2333305;1.274346,2
8632,3032;-15812;-4800,749;248;-734,-0.0116061;0.4694639;1.305555,-0.1214867;-0.3527115;0.9529695,-0.1299698;-0.2835048;1.003541,-0.153809;-0.0642047;1.171722,-0.1360883;0.1935825;1.281982,0.01788105;0.2317205;1.301977,0.0247225;-0.23333;1.274342,2
8666,2864;-16392;-4892,1225;-713;-591,-0.01167707;0.4694962;1.305995,-0.1222928;-0.353315;0.9564189,-0.1300798;-0.2835732;1.003935,-0.1540891;-0.06417378;1.171956,-0.1361588;0.1935924;1.282226,0.01792378;0.2317176;1.302025,0.02474814;-0.2332832;1.274554,2
8698,3176;-16132;-5552,868;-1241;-1254,-0.01168942;0.4694936;1.306011,-0.1204772;-0.3531861;0.9547166,-0.1300388;-0.2835055;1.003891,-0.1541858;-0.06410711;1.171894,-0.136158;0.1936038;1.282286,0.01796307;0.2316877;1.302004,0.0247589;-0.2332623;1.274572,2
8733,3224;-15696;-5296,966;-56;-1293,-0.0117474;0.4695346;1.306457,-0.121904;-0.3537851;0.9564907,-0.130254;-0.2833034;1.004378,-0.1549364;-0.06396541;1.172382,-0.1362521;0.1937117;1.282728,0.01800624;0.2316894;1.302062,0.02479562;-0.2332134;1.274999,2
8772,3240;-15920;-5204,921;-431;-1020,-0.01174198;0.4695462;1.306523,-0.1219091;-0.3531806;0.9517208,-0.1306792;-0.2823958;1.002936,-0.1551192;-0.06378182;1.171953,-0.1362497;0.1937129;1.282726,0.01804376;0.2316744;1.301997,0.02476948;-0.2331746;1.274986,2
8801,2720;-16148;-5352,701;-1110;-1096,-0.01176012;0.4696478;1.306811,-0.1216643;-0.353039;0.9539868,-0.1311138;-0.282124;1.00255,-0.1554293;-0.06358847;1.171693,-0.136241;0.1937612;1.282769,0.0180964;0.2316443;1.30198,0.02473398;-0.2331392;1.27504,2
8832,3084;-15752;-5336,261;-428;-1560,-0.01174237;0.4694871;1.306538,-0.120523;-0.35245;0.9499781,-0.1319643;-0.2810722;0.9996741,-0.1563376;-0.06244672;1.168714,-0.136209;0.1936923;1.282606,0.01821539;0.2315256;1.301722,0.02465552;-0.2330979;1.274706,2
8866,3232;-15748;-4932,305;97;-1369,-0.01173625;0.4695548;1.306587,-0.1227407;-0.3531227;0.9503726,-0.1330085;-0.2803605;0.9979993,-0.1576027;-0.06149944;1.166709,-0.1361931;0.1937113;1.282575,0.01829322;0.2314865;1.301599,0.02452005;-0.2330606;1.274661,2
8899,3204;-16232;-5368,766;-1454;-1025,-0.01169986;0.4695387;1.306517,-0.1548745;-0.2700589;0.9458569,-0.1384923;-0.2762363;0.9909362,-0.160551;-0.05968804;1.163079,-0.1361912;0.1937259;1.282489,0.01829907;0.2314866;1.301598,0.02438148;-0.2330643;1.274595,2
8933,3100;-16020;-5924,1362;-1486;-1014,-0.01076587;0.4680433;1.30605,-0.1561867;-0.2731684;0.9425625,-0.142656;-0.2791283;0.9947222,-0.1632307;-0.05849854;1.161622,-0.1362275;0.1939154;1.282662,0.01828218;0.2315426;1.301908,0.02378009;-0.232973;1.275599,2
8968,3356;-15420;-5620,614;257;-1704,-0.01071289;0.4683686;1.306651,-0.1284817;-0.3599393;0.9559726,-0.1435808;-0.2794397;0.9940921,-0.1642604;-0.0571156;1.15866,-0.1361419;0.1939257;1.282453,0.01828842;0.2315443;1.301905,0.02343689;-0.2329996;1.275746,2
9002,2972;-15824;-5304,1022;-652;-1313,-0.01060745;0.4688374;1.307277,-0.1294215;-0.3665898;0.9583523,-0.146117;-0.2820418;0.9952685,-0.1690523;-0.0525273;1.149012,-0.1360474;0.1935894;1.281706,0.01828861;0.2315443;1.301906,0.02316869;-0.233116;1.275964,2
9033,3436;-15624;-5504,906;-1516;-1223,-0.01043134;0.4693106;1.307885,-0.1396855;-0.3365418;0.9640389,-0.1486849;-0.2764427;0.9992884,-0.1723429;-0.04147025;1.144181,-0.1360396;0.1935747;1.281565,0.01830783;0.2315411;1.30194,0.02301241;-0.2333013;1.276251,2
9066,3364;-16088;-5868,487;-1844;-1817,-0.01030613;0.469279;1.3078,-0.1799391;-0.1890941;0.8409491,-0.1748748;-0.1545264;0.8875396,-0.1775784;-0.02278718;1.132718,-0.1358546;0.1930996;1.279927,0.01833671;0.2314988;1.301906,0.02296235;-0.2335974;1.276186,2
9100,3236;-15408;-5408,248;-1613;-2653,-0.01020739;0.4693008;1.307753,-0.1847635;-0.1576922;0.8300163,-0.1787364;-0.1422871;0.8786793,-0.18018;-0.009445783;1.123293,-0.135898;0.1923948;1.278729,0.01836025;0.2314458;1.301873,0.02281513;-0.2342979;1.27613,2
9132,3464;-15480;-5652,-133;-1750;-2267,-0.009903561;0.4694662;1.308024,-0.194676;-0.1360758;0.8026786,-0.1876808;-0.1237009;0.8559402,-0.1820397;0.02224399;1.093001,-0.1357114;0.1935726;1.279617,0.01841728;0.2314426;1.301937,0.02290616;-0.2344634;1.276768,2
9167,3352;-15824;-6340,660;-2596;-1737,-0.004824995;0.4678692;1.302169,-0.1975314;-0.09823643;0.7877322,-0.1924576;-0.08217096;0.8352028,-0.182506;0.0230658;1.092687,-0.1356018;0.194596;1.279811,0.01848287;0.2314293;1.301936,0.02296005;-0.2345315;1.276959,2
9202,3328;-15720;-5992,883;-2476;-1776,-0.004707528;0.467777;1.302031,-0.2026712;-0.06384183;0.7732627,-0.197558;-0.05349598;0.8387825,-0.1798444;0.05302208;1.048589,-0.1354031;0.1956989;1.279767,0.01851871;0.2314095;1.301883,0.02315665;-0.2345902;1.27684,2
9234,3376;-15460;-5816,1195;-3511;-2978,-0.0006312365;0.4662953;1.29683,-0.206608;-0.02883128;0.7596955,-0.2019006;-0.0203116;0.8300397,-0.1808317;0.0560962;1.052275,-0.1351177;0.1969012;1.279727,0.01852754;0.2314202;1.301899,0.02345289;-0.234611;1.276733,2
9265,3116;-15256;-5608,640;-4797;-2470,-0.0007892601;0.4664364;1.29721,-0.2082036;0.006452247;0.7479404,-0.2038457;0.00157212;0.8219048,-0.1818271;0.05924111;1.049619,-0.1345733;0.1975951;1.279048,0.01867099;0.2313873;1.301824,0.02372095;-0.2346269;1.276672,2
