Time_Stamp,Accel,Gyro,Head,SpineShoulder,ShoulderRight,ElbowRight,WristRight,HandRight,SpineBase,TrimmingId
12429,1060;12396;10124,2088;-1324;241,-0.08028737;0.2468397;1.17633,-0.08484744;0.02806726;1.243181,0.08212031;0.01545595;1.200545,0.1111235;-0.1944553;1.056141,0.1460339;-0.3436279;0.90121,0.1650859;-0.3724011;0.8373134,-0.07490835;-0.4410584;1.274433,2
12464,1488;11784;10240,2168;-1042;-109,-0.0805503;0.2469487;1.176483,-0.08494415;0.02823307;1.243565,0.08215278;0.01551047;1.199976,0.104091;-0.1922416;1.050968,0.1504259;-0.3396896;0.8716421,0.1679982;-0.3667283;0.8146963,-0.07460538;-0.4408845;1.274428,2
12498,1408;12332;10104,1852;-791;-845,-0.08089927;0.2470899;1.176868,-0.08494838;0.0283567;1.243883,0.08228076;0.01560911;1.199064,0.1104949;-0.1824717;1.037812,0.152533;-0.3455175;0.8671356,0.1692511;-0.3525261;0.8047621,-0.0741625;-0.4408391;1.274474,2
12531,1476;11872;9908,1181;-534;-1120,-0.08116563;0.2472423;1.177244,-0.08495206;0.02847087;1.244188,0.08393561;0.008879499;1.194844,0.1053456;-0.1804029;1.021895,0.1445249;-0.2813184;0.8668997,0.1737713;-0.3396445;0.7772704,-0.07356001;-0.4409525;1.274752,2
12562,1508;12076;9968,1500;-382;-899,-0.08126958;0.247325;1.177328,-0.08492972;0.0286484;1.244294,0.08382287;0.01075342;1.193711,0.1040369;-0.1654511;1.006873,0.1623888;-0.3204967;0.8156078,0.1756722;-0.3263446;0.7518717,-0.073234;-0.4406182;1.274893,2
12593,1296;12296;10000,992;-412;-1174,-0.08155414;0.2476018;1.177812,-0.08485238;0.02908988;1.244997,0.08381801;0.01275789;1.193028,0.1032979;-0.155824;0.9990217,0.1627928;-0.2739857;0.7827951,0.1801173;-0.3086863;0.7282045,-0.07260038;-0.4400918;1.275667,2
12630,1688;11924;9848,1631;-512;-1110,-0.08177754;0.2478588;1.178202,-0.08465615;0.02943022;1.245701,0.08379603;0.01463006;1.192091,0.1108048;-0.1449021;0.9913136,0.1622001;-0.2489872;0.7867988,0.1774437;-0.2766405;0.7227151,-0.07194547;-0.4395721;1.276232,2
12664,1392;12380;10044,991;-604;-1483,-0.08193813;0.2480435;1.178397,-0.08454525;0.02962506;1.245791,0.08341593;0.01680634;1.190955,0.1127324;-0.1349036;0.9844168,0.1660463;-0.229978;0.7554097,0.1784483;-0.2529307;0.7007443,-0.07133677;-0.4391835;1.276525,2
12695,1376;12348;9928,1730;-718;-697,-0.08216117;0.248391;1.178795,-0.08429476;0.03005967;1.24625,0.08327735;0.01895945;1.190098,0.1147326;-0.1205013;0.9752976,0.1668723;-0.217882;0.7469517,0.1802936;-0.2303075;0.6847165,-0.07079654;-0.4387115;1.276995,2
12730,1328;12724;10192,1512;-789;-1109,-0.08247206;0.2488931;1.179614,-0.08407812;0.03052342;1.246826,0.08292874;0.02096485;1.189238,0.1152874;-0.1098319;0.9691371,0.1662371;-0.1954681;0.7358595,0.1801722;-0.2039571;0.6710157,-0.07010493;-0.4378837;1.277943,2
12763,1604;12540;10372,1435;-1318;-650,-0.08269808;0.2492923;1.180225,-0.08380676;0.03116244;1.247703,0.08260155;0.02326201;1.18874,0.1141972;-0.09799042;0.9631015,0.1646618;-0.1750483;0.7267533,0.1807511;-0.1760469;0.659872,-0.06955479;-0.4370837;1.278829,2
12797,1604;12108;9988,1467;-1015;-558,-0.08284315;0.2495393;1.180474,-0.08371706;0.03143158;1.247731,0.08194344;0.02611404;1.187944,0.1117819;-0.08772843;0.9582291,0.1625029;-0.154056;0.7187293,0.1793803;-0.1476663;0.6508964,-0.06937908;-0.436935;1.278939,2
12829,1680;12448;10012,1561;-562;-1019,-0.08291854;0.2497113;1.180546,-0.08359428;0.03164921;1.247737,0.08110701;0.0284565;1.187391,0.09975703;-0.05785079;0.9448872,0.1617759;-0.1150573;0.7056783,0.1828064;-0.1229442;0.6279749,-0.06906735;-0.4365159;1.278867,2
12878,1660;12204;9792,975;-707;-1300,-0.08314528;0.2503695;1.181808,-0.08342379;0.03240081;1.248921,0.07991219;0.03077686;1.188298,0.1072038;-0.06146968;0.9488028,0.1641157;-0.1032418;0.7052507,0.1834932;-0.09412879;0.6295754,-0.06849728;-0.4363003;1.280145,2
12896,1324;11960;9568,1614;-350;-1280,-0.0833406;0.2508933;1.183086,-0.08348588;0.03319021;1.250077,0.07798602;0.03286102;1.189922,0.1095753;-0.05661276;0.9499078,0.1656441;-0.0677441;0.7029456,0.1822471;-0.06470165;0.6299511,-0.06824116;-0.4358151;1.281495,2
12933,1420;12468;9840,1050;-186;-1318,-0.0833558;0.2509834;1.18313,-0.08359814;0.03354636;1.249904,0.07581069;0.03450933;1.191476,0.09040534;-0.0336187;0.9569368,0.1597669;-0.04700522;0.7134506,0.1794828;-0.03471496;0.6284612,-0.06819292;-0.4353709;1.281448,2
12964,1548;12340;9880,1289;-230;-1231,-0.0833394;0.2512952;1.183514,-0.08207213;0.03533788;1.248863,0.07313727;0.03644482;1.194096,0.1119172;-0.01655678;0.9445591,0.1635158;-0.007707908;0.7147546,0.1792797;-0.002643824;0.6325831,-0.06792741;-0.4347783;1.281929,2
12997,1272;12452;10280,894;-161;-1128,-0.08327871;0.2515556;1.183898,-0.0814092;0.03637489;1.248317,0.07063935;0.03799527;1.19672,0.1082873;-0.01110303;0.9462262,0.1661707;0.003613333;0.7061415,0.1802301;0.0250757;0.6333717,-0.06755378;-0.434272;1.282671,2
13028,1288;12244;10184,807;-290;-1211,-0.08322003;0.2517004;1.183964,-0.08228893;0.03666729;1.24827,0.06867934;0.03771374;1.19797,0.1052174;-0.002041315;0.9456773,0.1559568;0.03942893;0.7353324,0.1790607;0.06058364;0.6363578,-0.06724662;-0.4339791;1.283089,2
13063,1464;12248;9816,978;-465;-1505,-0.08310857;0.2518457;1.183971,-0.08286465;0.03691105;1.248335,0.06686111;0.03676865;1.198209,0.1054149;0.01050566;0.9444649,0.159686;0.06669923;0.731647,0.1766109;0.09234753;0.6500131,-0.06700951;-0.4336959;1.28348,2
13096,1672;12580;9692,1032;-592;-1498,-0.0830192;0.2519422;1.183927,-0.08323731;0.03709531;1.248305,0.06542434;0.0349846;1.198412,0.1119534;0.03408403;0.9446363,0.1627687;0.09314586;0.7207039,0.1827636;0.1272935;0.6354088,-0.06677714;-0.4334872;1.283786,2
13127,1392;13104;9976,1396;-635;-1072,-0.0829036;0.2520635;1.183881,-0.08225217;0.03791199;1.247423,0.06463266;0.03345675;1.198283,0.119563;0.0622419;0.9478022,0.1659408;0.1175403;0.7148075,0.1856311;0.1546449;0.6338173,-0.06663194;-0.4332907;1.283999,2
13164,1480;12544;9952,1341;-549;-674,-0.08257218;0.2522686;1.183352,-0.08151164;0.03842153;1.246392,0.0641738;0.03264518;1.197779,0.1162059;0.0731069;0.9482873,0.1669218;0.1483591;0.7135772,0.1857173;0.186323;0.636713,-0.06662408;-0.4330672;1.283961,2
13199,1324;12396;10028,1028;-409;-701,-0.08221046;0.252561;1.182884,-0.08038101;0.03952701;1.244941,0.06388383;0.03170151;1.197493,0.1162156;0.08553836;0.9505882,0.1672459;0.1754624;0.7188832,0.1850758;0.2191002;0.647306,-0.06658503;-0.4327464;1.284122,2
13228,1392;12044;10256,1107;-246;-674,-0.08210099;0.2534464;1.182776,-0.07991512;0.04026436;1.244495,0.06393374;0.03170198;1.197535,0.1190902;0.1074407;0.9570543,0.167659;0.2079534;0.729716,0.1839628;0.2515249;0.6601421,-0.06659031;-0.4316428;1.285453,2
13264,1176;12032;9792,900;-310;-1125,-0.08202495;0.2542441;1.18229,-0.07981987;0.04061358;1.24414,0.06411634;0.03199155;1.197382,0.1194597;0.1194542;0.9609561,0.1644187;0.2303472;0.7372469,0.1814473;0.2803274;0.6674018,-0.06633323;-0.4306642;1.285944,2
13296,1256;12000;9584,1404;-773;-838,-0.08179735;0.2548464;1.181291,-0.07970487;0.04102823;1.243786,0.06455203;0.03284412;1.196686,0.1190518;0.1328153;0.9650836,0.1624652;0.2567453;0.7480788,0.1775219;0.3081078;0.6858501,-0.0660115;-0.4295075;1.286165,2
13329,1396;12656;9444,1722;-206;-1035,-0.08160766;0.2553233;1.180815,-0.07971392;0.04106261;1.243784,0.06531177;0.03420945;1.195877,0.1178601;0.1463666;0.9694914,0.1601456;0.2835129;0.7604986,0.1740613;0.3318394;0.7090535,-0.0658391;-0.4284259;1.286828,2
13363,984;12368;9932,841;20;-830,-0.08138785;0.2554023;1.18043,-0.07934742;0.04086184;1.243689,0.06630365;0.03590066;1.195158,0.11678;0.1573348;0.9731675,0.1563853;0.2984915;0.7763897,0.1701499;0.3485363;0.73011,-0.06585348;-0.4263154;1.2874,2
13398,1444;12284;10072,1665;-70;-787,-0.08045858;0.255031;1.179522,-0.07812734;0.04071819;1.243403,0.06700765;0.0378792;1.194674,0.1158492;0.1686212;0.9777211,0.1519237;0.3102022;0.7947339,0.1639059;0.3636007;0.7523425,-0.06592479;-0.4253198;1.287664,2
13430,1272;12380;10188,851;-204;-1142,-0.07857929;0.2539573;1.178172,-0.07492814;0.04125391;1.241773,0.06771149;0.03862168;1.194475,0.1144651;0.1783508;0.9828069,0.1501762;0.3292893;0.8082814,0.1594916;0.3757184;0.7751834,-0.06645928;-0.4240553;1.288043,2
13463,1080;12776;10364,863;-411;-1255,-0.07682499;0.2533492;1.177226,-0.07460255;0.04122634;1.241805,0.06827278;0.04004629;1.194352,0.1129818;0.1896627;0.9892229,0.1473479;0.3419923;0.8246419,0.155625;0.3888046;0.8013093,-0.06822181;-0.4200359;1.289231,2
13497,956;12224;10624,215;-364;-697,-0.07504561;0.2530841;1.175934,-0.07447643;0.04131338;1.241792,0.06889403;0.04092908;1.194265,0.1111595;0.1984972;0.9947769,0.1440465;0.3497838;0.8374521,0.1516435;0.3964234;0.8199852,-0.07118054;-0.4144523;1.290968,2
13528,1808;11788;10032,1550;-1025;-740,-0.06805238;0.2531947;1.171329,-0.07077376;0.04309735;1.238729,0.06709578;0.05098698;1.195147,0.1104164;0.2130802;0.9996966,0.1394172;0.3518432;0.8548867,0.1481067;0.4014874;0.8390664,-0.07204335;-0.4107424;1.29063,2
13564,1240;12992;9732,652;-1365;-1573,-0.06389635;0.2532766;1.169272,-0.07057709;0.04306693;1.238702,0.06857836;0.05004788;1.19543,0.1101117;0.2167131;1.003573,0.1354291;0.3545559;0.868866,0.1443307;0.4086899;0.8538262,-0.07266743;-0.409148;1.290866,2
13596,1560;12548;9324,2519;-1724;-340,-0.05450032;0.2547296;1.163159,-0.06311857;0.04535127;1.233307,0.0686318;0.06416468;1.195838,0.1110809;0.2294238;1.003005,0.13249;0.3657098;0.8760478,0.1415525;0.4116511;0.8675636,-0.07172655;-0.4028117;1.290538,2
13630,1648;12580;9208,1807;-1251;-585,-0.0520734;0.2553812;1.161725,-0.05963368;0.04723518;1.23081,0.06858729;0.0655587;1.196062,0.111338;0.2333835;1.005611,0.1296045;0.3744365;0.8838663,0.1377121;0.4177398;0.8769073,-0.07136386;-0.3997597;1.289888,2
13665,1672;12536;9092,1487;-753;-675,-0.05086485;0.2561656;1.161663,-0.05973474;0.04775186;1.231331,0.07126011;0.06226049;1.196655,0.1114272;0.2406744;1.015844,0.1275518;0.383025;0.895515,0.1357719;0.4258081;0.8931605,-0.07133517;-0.3989785;1.290476,2
13696,1568;12672;9608,1854;-386;-601,-0.04927508;0.2571188;1.161233,-0.05958248;0.04831298;1.231506,0.07153734;0.06236019;1.19658,0.1115243;0.2442053;1.019327,0.1249305;0.4147102;0.9068782,0.1350983;0.4472632;0.8987822,-0.07097667;-0.3972707;1.290477,2
13729,1788;12244;9776,1451;-211;-345,-0.04166156;0.2667142;1.154688,-0.05612822;0.05565675;1.228049,0.07271899;0.06844735;1.196011,0.1118676;0.2510004;1.019365,0.1239328;0.4162244;0.9084329,0.1316484;0.4513365;0.9062742,-0.06981865;-0.3930936;1.289504,2
13763,1600;12292;9812,1415;-330;-633,-0.009641442;0.3037023;1.124367,-0.03113374;0.08889759;1.203406,0.07326972;0.07569515;1.196071,0.1115431;0.2592087;1.020322,0.1187397;0.4722221;0.9170763,0.1283135;0.4892032;0.9098392,-0.06870814;-0.3880748;1.288584,2
13796,1544;12068;9460,1306;-163;-722,-0.008197229;0.3053072;1.124937,-0.02986274;0.09058352;1.20391,0.07477497;0.07913776;1.199498,0.1100217;0.2673021;1.028353,0.1177602;0.4743538;0.9213418,0.1227004;0.4948614;0.9269639,-0.06950485;-0.3841552;1.289877,2
13833,1544;12604;9468,1341;-22;-986,-0.00672553;0.3071807;1.12498,-0.0283571;0.09258262;1.203926,0.07567393;0.08080016;1.200629,0.1088447;0.2723292;1.033033,0.1146306;0.4774523;0.9277378,0.1174492;0.5006056;0.9351601,-0.06847607;-0.3809899;1.290367,2
13864,1612;12368;9692,1012;461;-903,-0.005663711;0.3088035;1.125004,-0.02731001;0.09407351;1.203904,0.07603183;0.08053919;1.200349,0.1066211;0.2770967;1.038478,0.1089822;0.4818578;0.9376852,0.1113097;0.5041192;0.9452063,-0.06785484;-0.3801886;1.290368,2
13896,1868;12552;9848,1288;323;-918,-0.005023814;0.3122432;1.126028,-0.0267886;0.09764905;1.20508,0.08017619;0.08498925;1.201941,0.1067623;0.2837949;1.042306,0.1041311;0.4862839;0.9459338,0.106013;0.5077139;0.9545041,-0.06900755;-0.3741601;1.293516,2
13929,1848;12956;9824,1007;206;-878,-0.004879739;0.3125709;1.126072,-0.02667835;0.09803814;1.205114,0.07993102;0.08292855;1.201613,0.1058684;0.283242;1.043852,0.09853267;0.4582374;0.9609694,0.1005518;0.4866281;0.9581638,-0.06947437;-0.3729955;1.293536,2
13963,1344;12984;9888,1197;-89;-696,-0.004588504;0.3132496;1.126305,-0.02636577;0.09876113;1.20532,0.07988975;0.08206372;1.201826,0.1047026;0.2843723;1.046593,0.09696296;0.4584275;0.9642151,0.09856053;0.4892509;0.9669014,-0.0690342;-0.3719713;1.293584,2
13996,1508;12484;9828,1521;-251;-154,-0.004169086;0.3143232;1.126259,-0.02595858;0.09987267;1.205241,0.0798471;0.08138913;1.201989,0.1034476;0.2855524;1.049155,0.09571153;0.458564;0.9679222,0.09391365;0.488355;0.9692461,-0.06876334;-0.3705592;1.293297,2
14031,1628;12064;9748,940;-282;-667,-0.004092095;0.3145368;1.126345,-0.0259309;0.1001858;1.205338,0.07980693;0.08091317;1.202015,0.1022688;0.2867666;1.05143,0.09439427;0.4587921;0.9695904,0.09115388;0.4897673;0.9706771,-0.06991694;-0.3685564;1.293633,2
14064,1348;12252;9932,652;-194;-1176,-0.004026867;0.3147082;1.126417,-0.02590199;0.1004225;1.205405,0.07979634;0.08055268;1.202076,0.1018946;0.2869212;1.052186,0.09354949;0.4595526;0.970625,0.09049671;0.4899994;0.9708508,-0.07044686;-0.3675476;1.293644,2
14098,1320;12372;10044,743;-241;-1319,-0.004007223;0.3147863;1.126465,-0.02586534;0.1005096;1.205431,0.07981659;0.08029139;1.202242,0.1016545;0.2871363;1.053013,0.09285817;0.459914;0.9715302,0.08995025;0.4896091;0.9708412,-0.07000601;-0.3673845;1.293397,2
14131,1896;13044;10252,320;-298;-1780,-0.003944104;0.3149917;1.126707,-0.02584093;0.100803;1.205708,0.07997787;0.080869;1.202024,0.1012576;0.2884567;1.053823,0.09237111;0.4598866;0.9719918,0.09166442;0.4892383;0.9707955,-0.07048082;-0.3662333;1.294145,2
14163,1044;12764;10456,1071;-1243;-852,-0.003915877;0.3150453;1.126737,-0.02580475;0.1008433;1.205714,0.0799389;0.08063935;1.20204,0.1012443;0.2882844;1.053926,0.09229771;0.4598193;0.9720435,0.09424786;0.4884565;0.9677488,-0.06994706;-0.3665214;1.293648,2
14197,1508;12404;9544,2162;-1271;-519,-0.003936549;0.3152603;1.127317,-0.02588541;0.1011288;1.206328,0.07977948;0.0797914;1.202715,0.1013753;0.2877097;1.055054,0.09241084;0.4597783;0.9725471,0.09769039;0.4898984;0.9718294,-0.07067972;-0.3657677;1.294813,2
14229,1624;12176;9428,152;-277;-561,-0.003900591;0.3155037;1.127437,-0.02582053;0.1012951;1.20639,0.07976838;0.07967021;1.20274,0.1005448;0.288236;1.055932,0.09317259;0.4585308;0.9722257,0.1007768;0.4862678;0.9644509,-0.06990236;-0.366151;1.294391,2
14265,1188;11944;9728,325;-271;-1047,-0.003841915;0.3155884;1.127488,-0.02576276;0.1013486;1.206402,0.07982767;0.07971477;1.202644,0.1008329;0.2879189;1.055322,0.09553972;0.4830837;0.9657224,0.1030432;0.5012048;0.9588317,-0.06948772;-0.3665704;1.293825,2
14298,1532;12972;10428,915;-604;-678,-0.003763624;0.3156648;1.12775,-0.02569625;0.10138;1.206574,0.07963844;0.07917717;1.202928,0.1015555;0.2871638;1.055416,0.0973763;0.4868179;0.9646499,0.1079407;0.5053173;0.958044,-0.06936825;-0.3670165;1.293728,2
14330,1620;12112;10312,2486;-1166;-505,-0.003485507;0.3077853;1.136328,-0.02566446;0.1013826;1.206735,0.07963077;0.07940032;1.202882,0.1025718;0.2866863;1.054488,0.09974343;0.4884461;0.9616675,0.1114586;0.5046228;0.9526975,-0.06942713;-0.3671367;1.293752,2
14364,832;13392;10624,1730;-778;-550,0.00361773;0.2909005;1.146931,-0.02556754;0.1013187;1.207007,0.07929737;0.07901273;1.203125,0.1040596;0.284933;1.053018,0.1012504;0.4877492;0.96081,0.118066;0.5025888;0.9462915,-0.06916925;-0.3677122;1.293825,2
14400,1648;11448;9576,1606;-2077;317,0.003505324;0.290641;1.146996,-0.02558633;0.1011871;1.207162,0.07894758;0.07878916;1.203179,0.1061262;0.2814215;1.048801,0.1148098;0.4348591;0.9418631,0.1186079;0.4658228;0.9374416,-0.06910957;-0.3683262;1.293528,2
14427,1820;11488;9064,1847;-1897;-402,0.003015113;0.2894347;1.147417,-0.02584632;0.100215;1.20781,0.07831186;0.07793555;1.203551,0.1083538;0.2762017;1.043797,0.1153755;0.4339876;0.9399137,0.1242581;0.4647619;0.9281788,-0.06932583;-0.3703443;1.293427,2
14461,2796;11704;8776,3163;-1119;-1182,0.0001844081;0.2872949;1.148724,-0.02657022;0.09813953;1.209276,0.07791023;0.07563756;1.204571,0.1099453;0.2707857;1.041188,0.1185793;0.4210156;0.9312798,0.1298089;0.4551256;0.9181449,-0.06934793;-0.3724827;1.293827,2
14496,1700;12616;8864,2069;-694;-2200,-0.003691048;0.2843258;1.149966,-0.02788796;0.09540885;1.210495,0.07755622;0.0756955;1.204542,0.1118839;0.2641506;1.033546,0.1213006;0.4129746;0.921533,0.1341694;0.4462816;0.9018905,-0.0697891;-0.3743999;1.29319,2
14526,1676;12628;9020,1521;-311;-1469,-0.01180878;0.2742147;1.159577,-0.03324953;0.08520803;1.216875,0.07741039;0.07515115;1.204718,0.1133511;0.2582906;1.028103,0.1247334;0.4032062;0.9107591,0.1386954;0.4367671;0.8886296,-0.07028692;-0.378175;1.293409,2
14561,1432;12084;9120,373;-697;-1568,-0.01856169;0.2525775;1.177013,-0.0444237;0.06717368;1.230177,0.07677957;0.07316734;1.205426,0.114759;0.2473849;1.020053,0.1294842;0.3898755;0.8997996,0.142971;0.4231003;0.8706381,-0.07050327;-0.382122;1.293548,2
14595,2676;12608;8836,3518;-704;-2636,-0.02621225;0.2475511;1.183568,-0.04910327;0.0598059;1.235577,0.0758372;0.0708705;1.205924,0.1148794;0.2395398;1.015514,0.1342344;0.3741856;0.8864848,0.1470316;0.4100808;0.8521621,-0.07087037;-0.3856125;1.293377,2
14628,1552;14164;9168,1373;-254;-1808,-0.04343755;0.2554905;1.189265,-0.0512411;0.0562452;1.238761,0.07417163;0.06886604;1.206433,0.1157261;0.2295756;1.009565,0.1400339;0.3591014;0.8689396,0.1531668;0.3993076;0.8281203,-0.07117667;-0.3891938;1.293799,2
14662,1836;13284;9048,1738;82;-2016,-0.04839218;0.2564293;1.191215,-0.05284168;0.05401934;1.240661,0.07315635;0.06737733;1.206576,0.117573;0.2156084;1.001487,0.1452899;0.3408707;0.8505046,0.1578373;0.3859472;0.7989486,-0.07100499;-0.3915806;1.293726,2
14696,1840;13200;9596,548;-239;-1209,-0.05259753;0.2576411;1.192875,-0.05374393;0.05322214;1.241778,0.07223313;0.06593447;1.20687,0.119546;0.2029745;0.9942842,0.1499262;0.328865;0.8321201,0.1641266;0.3697165;0.777492,-0.07113945;-0.3924242;1.29395,2
14727,1480;12700;9568,128;-1030;-1420,-0.05590595;0.2588988;1.193374,-0.0557463;0.05176137;1.243095,0.07095438;0.06382631;1.207158,0.1220689;0.1867085;0.9862108,0.1578855;0.3119723;0.7991408,0.1702476;0.352505;0.7512437,-0.07008962;-0.3968884;1.293603,2
14761,1592;13680;9068,2687;-1072;-1537,-0.05919029;0.2609397;1.194851,-0.0594206;0.0513769;1.244823,0.07001904;0.062958;1.207013,0.1242124;0.1739014;0.980483,0.1622931;0.2999894;0.7803776,0.1749773;0.3332079;0.731468,-0.06790172;-0.4044158;1.29362,2
14794,1580;13832;8724,990;-720;-195,-0.06086988;0.2613261;1.195194,-0.06472324;0.0510086;1.246593,0.06867842;0.06119376;1.207157,0.1253857;0.1579656;0.9747703,0.1672873;0.2781611;0.7575794,0.1815705;0.3061641;0.7066841,-0.06736664;-0.4078872;1.293426,2
14827,1620;12812;8656,1340;-60;-606,-0.06183492;0.261072;1.194798,-0.06633985;0.05079223;1.246557,0.06729607;0.05891375;1.206951,0.125568;0.1374533;0.9681346,0.1696276;0.2415889;0.7494467,0.1837209;0.2756212;0.6922261,-0.06764657;-0.4118739;1.291264,2
14860,1268;13248;9240,537;-152;-673,-0.0625179;0.2608653;1.195036,-0.06728069;0.05066563;1.246984,0.06599034;0.05696166;1.20754,0.1265878;0.1127018;0.9629632,0.1700219;0.209654;0.7531241,0.1880518;0.244803;0.6841114,-0.06773683;-0.4142863;1.291191,2
14894,812;13128;9888,-548;-1161;-13,-0.06293174;0.2604378;1.195021,-0.06822412;0.05029292;1.24739,0.06489038;0.05455617;1.208027,0.1239876;0.1013527;0.9612268,0.1693204;0.1718729;0.7549006,0.1903734;0.210044;0.6780438,-0.06757311;-0.4161859;1.290811,2
14929,1492;11832;9208,2972;-1345;-1265,-0.06333683;0.2601476;1.195102,-0.06916261;0.0498732;1.248051,0.06027944;0.04800192;1.211592,0.1235469;0.07936686;0.9633995,0.1714976;0.1571808;0.7473906,0.1931612;0.1814632;0.6707315,-0.06743351;-0.4186374;1.290766,2
14960,2660;13908;8612,3733;45;-933,-0.06367562;0.2599519;1.195356,-0.06996166;0.04942626;1.249169,0.05905715;0.04733768;1.212306,0.1208391;0.05278402;0.9618467,0.1746567;0.1318738;0.7419471,0.194933;0.1525655;0.6671717,-0.06703718;-0.4203813;1.291407,2
14993,2532;13260;9452,-1256;711;42,-0.06391576;0.2597248;1.195358,-0.07047143;0.04910322;1.249531,0.05842701;0.04748518;1.212357,0.1224623;0.04207313;0.9624615,0.1718026;0.08165112;0.7538928,0.1943711;0.1175645;0.6651444,-0.06662787;-0.421592;1.290942,2
15026,1968;12496;9740,192;324;-346,-0.06416309;0.2594857;1.195439,-0.07087872;0.04879051;1.249994,0.05833067;0.04757052;1.212271,0.1148692;0.01085863;0.9632113,0.1706986;0.06162636;0.7617592,0.1936558;0.09026062;0.6722189,-0.06633251;-0.4224378;1.291021,2
15061,1296;13184;9996,-476;-598;-685,-0.06449018;0.2589461;1.194948,-0.07112139;0.04857732;1.249973,0.05830054;0.04778599;1.211981,0.1146369;0.006819471;0.9635364,0.1755306;0.04499812;0.7390193,0.195363;0.06179726;0.6559083,-0.06605546;-0.423478;1.29006,2
15094,988;12224;9392,277;-1203;-1197,-0.06470699;0.2586814;1.195024,-0.07132528;0.0483299;1.250279,0.05866331;0.04812998;1.212055,0.1140933;-0.001061451;0.9648973,0.1770419;0.01821182;0.7459286,0.1974993;0.03006486;0.6640875,-0.06612855;-0.4241459;1.289995,2
15127,2428;12044;8372,5342;-250;-698,-0.06486215;0.2584285;1.1949,-0.07138889;0.0481344;1.250396,0.05935636;0.04807382;1.211785,0.1125888;-0.006752019;0.9653283,0.1790381;0.003006883;0.7395319,0.196882;0.0008567636;0.6637669,-0.06613205;-0.4254596;1.289359,2
15162,2532;12976;8472,-426;575;-785,-0.06506387;0.2582061;1.194787,-0.07142694;0.04790952;1.250534,0.06089797;0.04784629;1.210968,0.1120119;-0.01296859;0.9654645,0.1802488;-0.03213224;0.7407808,0.1989302;-0.03162196;0.6632451,-0.0668603;-0.4268334;1.288625,2
15194,1780;12344;9104,-1265;461;-1878,-0.06529056;0.2579442;1.194631,-0.07144066;0.04760003;1.250721,0.06261232;0.0473914;1.209957,0.1106021;-0.02889093;0.9681553,0.1789999;-0.07634679;0.7524956,0.1997594;-0.0624324;0.6672624,-0.06739657;-0.42774;1.288144,2
15224,872;13764;9732,1140;-558;-1076,-0.06555219;0.2575897;1.19431,-0.07142506;0.04735845;1.250756,0.06490974;0.0463844;1.207963,0.1098132;-0.0455221;0.9710363,0.178276;-0.07711665;0.753822,0.2000685;-0.08981752;0.6691433,-0.0677636;-0.4285569;1.287436,2
15259,1688;13544;9116,2343;-1356;-288,-0.06581383;0.2572714;1.194091,-0.07138032;0.04707493;1.250878,0.06680558;0.04524626;1.206747,0.1099407;-0.06728825;0.9785542,0.1826562;-0.1209332;0.7415953,0.2022169;-0.1203246;0.6759579,-0.06774664;-0.4291069;1.287204,2
15294,2288;13864;9284,1856;-487;478,-0.06609842;0.2569616;1.193718,-0.07136712;0.0467385;1.250986,0.06876744;0.04303874;1.205159,0.1173688;-0.08115357;0.9842573,0.1840991;-0.1301658;0.7445857,0.2032402;-0.1468445;0.6803765,-0.06801746;-0.4295791;1.286859,2
15326,1912;13144;9740,-89;-40;171,-0.06637336;0.2566635;1.193399,-0.07137278;0.0464478;1.251017,0.07021587;0.04139958;1.204157,0.1197772;-0.08875157;0.9869564,0.183534;-0.1720494;0.7560454,0.2049621;-0.1732944;0.683253,-0.06807992;-0.4298635;1.286689,2
15362,1748;12200;10048,166;-390;335,-0.06671329;0.2564402;1.193225,-0.07138412;0.04615718;1.251037,0.0824348;0.02650593;1.196014,0.1253137;-0.105153;0.9782855,0.1718397;-0.1869616;0.7973363,0.2052569;-0.1976088;0.6907985,-0.06811853;-0.4311494;1.286196,2
15394,2172;11788;9536,1277;-761;-163,-0.06694675;0.2563245;1.19324,-0.07140033;0.0459245;1.251178,0.08065767;0.02766337;1.197732,0.1253016;-0.1150647;0.9875476,0.1896181;-0.2093177;0.7610564,0.2050851;-0.2214797;0.7011366,-0.06798818;-0.4314603;1.286258,2
15427,1640;12632;9436,558;-839;-677,-0.06735186;0.2559775;1.192885,-0.07143298;0.04560275;1.251183,0.08420128;0.02174614;1.196467,0.1254448;-0.125601;0.9888291,0.18795;-0.2181528;0.7611411,0.2006548;-0.2406689;0.7102363,-0.06801807;-0.4326673;1.285787,2
15461,1928;12176;9056,1709;-1287;-170,-0.06767271;0.2557553;1.192612,-0.07149702;0.04525086;1.251146,0.08620991;0.01802898;1.196682,0.1247085;-0.1379031;0.9949735,0.1864355;-0.2413564;0.7718644,0.1976788;-0.2600758;0.7230024,-0.06807224;-0.433742;1.285301,2
15493,2328;12632;8608,1539;-989;-675,-0.06802306;0.2555275;1.192364,-0.07156689;0.04501111;1.25119,0.08316901;0.02012035;1.19893,0.1226814;-0.1464683;1.006332,0.1830415;-0.2479104;0.7819703,0.1948163;-0.2783316;0.7377523,-0.06805579;-0.4339942;1.285221,2
