Time_Stamp,SpineShoulder,ShoulderRight,ElbowRight,WristRight,HandRight,SpineBase,TrimmingId
2757,-0.03084332;0.2486086;1.327016,0.09631547;0.2393822;1.285946,0.02223291;0.1368712;1.125269,-0.1197338;0.2617157;1.157088,-0.1070512;0.2998735;1.186473,-0.03357031;-0.1568456;1.439976,0
2792,-0.0304885;0.2487084;1.32529,0.09622839;0.2395667;1.285987,0.02227832;0.1369474;1.125317,-0.1238947;0.2621472;1.137458,-0.1273721;0.3174347;1.203378,-0.03313094;-0.1566804;1.439614,0
2826,-0.03051872;0.2486225;1.324664,0.09613597;0.2397792;1.285961,0.02240361;0.1369107;1.125352,-0.1228406;0.2634087;1.136157,-0.1263226;0.3183271;1.20384,-0.03315502;-0.1564038;1.439761,0
2857,-0.03052783;0.2485369;1.324332,0.09601721;0.2401615;1.285929,0.02274943;0.1364496;1.125656,-0.1225675;0.2632608;1.134016,-0.1138619;0.3164923;1.199045,-0.03357202;-0.1556153;1.440669,0
2891,-0.03054254;0.2484985;1.323897,0.09593125;0.2403212;1.285939,0.02313546;0.1359785;1.125864,-0.1217534;0.2633409;1.133815,-0.1120347;0.3180383;1.198897,-0.03334552;-0.1555296;1.440706,0
2924,-0.03054609;0.2482342;1.323185,0.09538201;0.2429387;1.284928,0.0236201;0.135646;1.126371,-0.1207773;0.2636773;1.133532,-0.1102907;0.3197612;1.197449,-0.03326073;-0.1554137;1.440794,0
2956,-0.0299891;0.2483717;1.321471,0.09509969;0.2444529;1.284247,0.02371709;0.1355903;1.126608,-0.1202976;0.2641563;1.132961,-0.1088778;0.3206982;1.196549,-0.03315091;-0.1553563;1.440826,0
2993,-0.0299408;0.248258;1.321222,0.09505653;0.2444863;1.284226,0.02372094;0.1355872;1.126591,-0.1200024;0.2644761;1.132939,-0.1085298;0.3218287;1.195429,-0.03315342;-0.1553028;1.440889,0
3026,-0.02984644;0.2481487;1.320828,0.09492683;0.245581;1.28359,0.02359344;0.1360112;1.126427,-0.1201417;0.2648286;1.133178,-0.1080524;0.3233006;1.194122,-0.03312687;-0.1552947;1.440847,0
3059,-0.02936696;0.2487202;1.318365,0.09481388;0.2462112;1.282746,0.02396401;0.1362019;1.12567,-0.1203087;0.264387;1.132725,-0.1092359;0.3270588;1.191036,-0.03325935;-0.1550594;1.440676,0
3091,-0.02690986;0.2526239;1.311688,0.09461706;0.2471192;1.28246,0.02419282;0.1367714;1.125429,-0.1205231;0.2643893;1.132985,-0.1085013;0.3249224;1.192419,-0.03270173;-0.1551785;1.440344,0
3126,-0.02592563;0.2540187;1.30883,0.0945266;0.2479214;1.282164,0.02626462;0.1367981;1.124711,-0.1214942;0.2611642;1.130703,-0.1107148;0.3222066;1.188741,-0.03193986;-0.1554371;1.439682,0
3159,-0.02500066;0.2553886;1.307276,0.09438632;0.2487515;1.281969,0.0308154;0.1373112;1.122738,-0.1208666;0.25675;1.130296,-0.1086836;0.3140474;1.184987,-0.0312111;-0.1556106;1.439241,0
3189,-0.02472347;0.2569363;1.30569,0.09437116;0.2494688;1.281986,0.03737027;0.1388354;1.119662,-0.1201603;0.2497078;1.132253,-0.1123667;0.314956;1.18108,-0.03114877;-0.1556087;1.439246,0
