Time_Stamp,Accel,Gyro,SpineShoulder,ShoulderRight,ElbowRight,WristRight,SpineBase,TrimmingId
3189,-3992;-2376;-16368,1162;-484;-967,-0.06987519;0.01365249;1.191081,0.09853404;0.0005255947;1.202919,0.158538;-0.2247567;1.240013,0.1657831;-0.2557757;1.004916,-0.039827;-0.4541818;1.273088,0
3224,-4048;-2408;-16480,1164;-443;-955,-0.06988719;0.0136461;1.191075,0.09848363;0.0002463871;1.202557,0.1583964;-0.2245347;1.239982,0.1657062;-0.2557253;1.004847,-0.04006097;-0.4541603;1.273006,0
3257,-4020;-2252;-16360,1121;-456;-961,-0.07006726;0.01372165;1.191373,0.09840665;0.0003858631;1.202767,0.1583984;-0.2245284;1.240109,0.165704;-0.2557316;1.004841,-0.0400009;-0.4541153;1.273213,0
3290,-4032;-2336;-16412,1148;-458;-952,-0.07010936;0.01369798;1.191307,0.09838708;0.0003971416;1.202785,0.1584197;-0.2244858;1.240051,0.165542;-0.2557004;1.004038,-0.03994656;-0.4541408;1.273105,0
3322,-4032;-2352;-16420,1140;-459;-967,-0.07015447;0.01372935;1.191321,0.09836432;0.0004528625;1.202859,0.1584218;-0.2243447;1.239894,0.1655514;-0.2557381;1.00398,-0.04002661;-0.4541753;1.273119,0
3355,-4060;-2244;-16644,1147;-472;-955,-0.07016172;0.01373233;1.191349,0.09835231;0.0005071613;1.20296,0.1583727;-0.2242608;1.239976,0.1649673;-0.2564676;1.000614,-0.03987484;-0.4542009;1.27309,0
3390,-4076;-2424;-16400,1150;-477;-968,-0.07017696;0.01374093;1.19145,0.09832598;0.0005505111;1.203094,0.1585095;-0.2241522;1.240009,0.16505;-0.2564571;1.000652,-0.0398755;-0.4541959;1.273132,0
3422,-3908;-2284;-16384,1142;-487;-973,-0.07017738;0.01373427;1.191452,0.0983066;0.0005931202;1.203124,0.1585872;-0.2241238;1.240079,0.1650498;-0.2564573;1.000758,-0.03972413;-0.4541742;1.273122,0
3455,-4000;-2344;-16488,1144;-432;-948,-0.07022148;0.01372984;1.191341,0.09827754;0.0006886983;1.20312,0.1584707;-0.2238967;1.240045,0.1650793;-0.2563832;1.00092,-0.03962598;-0.4541036;1.273138,0
3491,-4156;-2308;-16552,1144;-415;-952,-0.07022242;0.01375455;1.191588,0.09827382;0.0003414135;1.203381,0.1583116;-0.2237988;1.240652,0.1654543;-0.2564259;1.001817,-0.03957948;-0.4541393;1.273589,1
3522,-4044;-2288;-16480,1124;-493;-964,-0.0702258;0.01375679;1.19159,0.09822153;0.0003946638;1.203427,0.158515;-0.2236664;1.240576,0.1655058;-0.2564624;1.001823,-0.03954305;-0.4541337;1.273602,1
3555,-3948;-2304;-16356,1150;-499;-936,-0.07020173;0.01370426;1.191329,0.09820972;0.0004421422;1.203397,0.1583332;-0.223188;1.240119,0.1654665;-0.2563777;1.002166,-0.0393716;-0.4540619;1.273423,1
3590,-3912;-2348;-16752,1137;-457;-948,-0.07034008;0.01365768;1.191062,0.09818564;0.0005010987;1.203343,0.1584648;-0.2230584;1.23928,0.1629391;-0.2605773;0.9889792,-0.03938356;-0.453954;1.273171,1
3625,-3972;-2304;-16300,1115;-479;-920,-0.07034167;0.01363109;1.191129,0.09818228;0.0005807129;1.203419,0.1584303;-0.223003;1.239639,0.164234;-0.2587907;0.994867,-0.0394553;-0.4539381;1.273289,1
3654,-4028;-2168;-16352,1141;-455;-953,-0.07039663;0.01361904;1.191036,0.09817837;0.0006008041;1.203411,0.1582752;-0.2228;1.238656,0.1640991;-0.2583954;0.995598,-0.0394559;-0.4539239;1.273285,1
3691,-4064;-2248;-16428,1139;-449;-978,-0.07042291;0.01361533;1.191009,0.09815875;0.0006261086;1.203413,0.1582408;-0.2228001;1.238654,0.1552516;-0.3487464;1.019501,-0.03942339;-0.4539257;1.273293,1
3723,-4076;-2216;-16472,1134;-462;-977,-0.07044629;0.01358425;1.190965,0.09814129;0.0006443235;1.203405,0.15824;-0.2228024;1.238672,0.1634341;-0.2567185;1.0015,-0.03956176;-0.4539041;1.273143,1
3758,-4004;-2412;-16468,1129;-484;-966,-0.07038227;0.01350763;1.190903,0.09814741;0.0007111219;1.203391,0.158236;-0.2228301;1.238967,0.1635359;-0.2566614;1.001757,-0.03952771;-0.4539602;1.272993,1
3788,-3984;-2260;-16376,1161;-438;-959,-0.0704167;0.01352218;1.19091,0.09812684;0.0007381995;1.203408,0.1581058;-0.2229121;1.239141,0.1636528;-0.2566276;1.001744,-0.03951004;-0.4539304;1.273159,1
3822,-4116;-2352;-16444,1132;-462;-928,-0.07043803;0.01344981;1.190987,0.09811823;0.0008000098;1.203474,0.1581716;-0.2230637;1.239547,0.1637129;-0.256681;1.002182,-0.03950303;-0.4540115;1.273167,1
