Time_Stamp,Accel,Gyro,SpineShoulder,ShoulderRight,ElbowRight,WristRight,SpineBase,TrimmingId
5100,-1472;11496;10676,1111;-258;-1028,-0.1055918;-0.1017135;1.426934,0.07762419;-0.1399634;1.444603,0.1669572;-0.3411539;1.462793,0.1186062;-0.3766802;1.179622,-0.08907998;-0.5392179;1.375007,1
5134,-1592;11392;10952,1072;-83;-915,-0.1056023;-0.1017117;1.426966,0.07766445;-0.1399801;1.444672,0.1672123;-0.3412281;1.462669,0.1185646;-0.3767309;1.179545,-0.08909026;-0.5387568;1.375454,1
5165,-1500;11188;10932,1219;-83;-964,-0.1056142;-0.1017167;1.426952,0.0776665;-0.1399767;1.444681,0.1672348;-0.3410381;1.462697,0.1184843;-0.3767651;1.17962,-0.08954497;-0.5387888;1.374854,2
5199,-1584;11280;11016,1222;-109;-1078,-0.1055857;-0.1017261;1.426859,0.07766363;-0.1399746;1.444678,0.1671877;-0.3409707;1.462675,0.1184968;-0.3768506;1.179607,-0.089189;-0.5387404;1.373226,2
5234,-1700;11580;11116,1023;-292;-1001,-0.105584;-0.101708;1.426952,0.07764266;-0.1399539;1.444671,0.1673079;-0.3410455;1.462646,0.1183055;-0.3768691;1.179625,-0.08900972;-0.5383607;1.373946,2
5266,-1704;11464;11128,1407;-292;-894,-0.1056301;-0.1017469;1.42679,0.07750528;-0.1400048;1.444292,0.1674447;-0.3410148;1.46238,0.1141924;-0.3672652;1.19922,-0.08961758;-0.5384729;1.373003,2
5300,-1528;11188;10932,1116;-514;-759,-0.1056322;-0.1017535;1.426781,0.07748486;-0.1400111;1.44427,0.1680838;-0.3410582;1.462124,0.1289062;-0.364875;1.245494,-0.08995424;-0.5385196;1.372718,2
5334,-1580;11176;10848,1205;-220;-1021,-0.1056309;-0.1017545;1.426786,0.07748054;-0.1400229;1.444295,0.1685541;-0.3410656;1.462029,0.1167121;-0.3775821;1.179604,-0.08997079;-0.5381462;1.373465,2
5365,-1716;11512;10768,1140;-244;-954,-0.1055942;-0.1017581;1.426546,0.07747075;-0.1400151;1.444132,0.1687637;-0.3410231;1.461534,0.1235394;-0.3629939;1.213947,-0.08991913;-0.5379916;1.37353,2
5398,-1620;11352;11052,1135;-272;-1052,-0.1055987;-0.101802;1.426448,0.07746614;-0.140015;1.44412,0.1690533;-0.3409892;1.461233,0.1183924;-0.3782686;1.178693,-0.09028994;-0.5380843;1.37311,2
5433,-1728;11476;10872,1232;-333;-962,-0.1056311;-0.1018375;1.426505,0.07746041;-0.1400083;1.444151,0.1692007;-0.3409553;1.461283,0.1183698;-0.3782144;1.178771,-0.09169228;-0.5396442;1.375985,2
5465,-1632;11320;11064,1152;-427;-857,-0.1056111;-0.1018307;1.426511,0.07744845;-0.1400197;1.444155,0.1693233;-0.3409397;1.461277,0.1183035;-0.3781169;1.178788,-0.09044555;-0.5389777;1.37579,2
5500,-1568;11304;11080,1195;-453;-910,-0.1055804;-0.1018147;1.426449,0.07743855;-0.1400427;1.44409,0.1693181;-0.3409589;1.461189,0.1180849;-0.3777161;1.178684,-0.09022824;-0.5387621;1.373886,2
5534,-1548;11440;10992,1140;-479;-934,-0.1055826;-0.1018174;1.426439,0.07744139;-0.1400481;1.444093,0.1695267;-0.3410209;1.461121,0.1181817;-0.3775932;1.178612,-0.08986606;-0.5388483;1.37276,2
5565,-1596;11580;10868,1079;-452;-924,-0.1056181;-0.1018599;1.426648,0.07743442;-0.1400568;1.444126,0.1698856;-0.341117;1.461039,0.1288838;-0.3636009;1.246207,-0.09081849;-0.5406808;1.37565,2
5598,-1616;11548;10792,1148;-465;-931,-0.1055885;-0.1018518;1.426624,0.07740785;-0.1400358;1.44406,0.1698679;-0.3410786;1.461012,0.1176331;-0.3737894;1.178189,-0.0897705;-0.5397241;1.375301,2
5633,-1748;11476;10728,1122;-415;-892,-0.1056535;-0.1018786;1.426897,0.07746428;-0.1399515;1.444827,0.1699974;-0.3410521;1.461746,0.1178613;-0.3738582;1.178916,-0.09009822;-0.5396755;1.375292,2
5665,-1600;11280;10996,1213;-491;-822,-0.1056451;-0.1018737;1.426842,0.07746959;-0.1399668;1.444818,0.1698958;-0.3410275;1.461591,0.117938;-0.3738967;1.178735,-0.09062192;-0.5395947;1.374452,2
5699,-1632;11424;10956,1085;-382;-902,-0.1056722;-0.1018699;1.426824,0.07745552;-0.1399517;1.444809,0.16976;-0.3409849;1.461756,0.1179855;-0.3737431;1.178853,-0.09105345;-0.5395551;1.373846,2
5736,-1676;11332;11064,1070;-474;-831,-0.1057137;-0.1018591;1.426806,0.07745217;-0.1399478;1.444804,0.1697699;-0.3410055;1.461742,0.1150666;-0.3641747;1.190994,-0.09135365;-0.5394927;1.373513,2
5765,-1636;11400;10900,1111;-429;-928,-0.1056484;-0.1018354;1.426514,0.07739823;-0.1399084;1.444569,0.1696162;-0.3411445;1.461443,0.1643739;-0.3769847;1.248226,-0.0908566;-0.539294;1.372035,2
5798,-1596;11352;10956,1190;-580;-885,-0.1056472;-0.1018325;1.426514,0.07741892;-0.1398515;1.444646,0.1688835;-0.3414233;1.462097,0.1154002;-0.3658578;1.182651,-0.09085697;-0.5392947;1.372037,2
5833,-1660;11496;10884,1191;-536;-861,-0.105665;-0.1018331;1.426509,0.07740951;-0.1398799;1.444606,0.1687322;-0.3415673;1.462164,0.1455163;-0.365358;1.248368,-0.09092042;-0.539355;1.371976,2
5865,-1492;11320;10924,1046;-423;-1062,-0.10562;-0.1018341;1.426542,0.07740922;-0.1398782;1.444605,0.167753;-0.3420996;1.462454,0.1545193;-0.3745326;1.249004,-0.08951578;-0.5388529;1.373823,2
5898,-1612;11524;10936,1043;-421;-1019,-0.1056267;-0.1018209;1.426591,0.07743473;-0.139823;1.44468,0.1665129;-0.342225;1.463048,0.1164417;-0.3692901;1.190458,-0.08944938;-0.5388654;1.373691,2
5936,-1600;11528;11012,938;-432;-1001,-0.1056394;-0.1018146;1.426591,0.07746336;-0.139849;1.444743,0.1665162;-0.3423474;1.463101,0.1154903;-0.3742572;1.191373,-0.08949111;-0.5389076;1.373659,2
5967,-1620;11288;10944,1158;-356;-980,-0.1055726;-0.1017928;1.426497,0.07748933;-0.139869;1.44463,0.1662446;-0.3426854;1.462322,0.1149541;-0.377953;1.191634,-0.08892915;-0.5384733;1.374262,2
5998,-1772;11404;10912,974;-331;-1026,-0.105586;-0.1017861;1.426512,0.07749435;-0.1398711;1.444641,0.1659482;-0.3430847;1.462501,0.1333418;-0.3762322;1.244193,-0.08923338;-0.5385528;1.374024,2
6035,-1676;11388;10952,1023;-385;-946,-0.1055998;-0.1017984;1.42653,0.07751206;-0.1398658;1.444656,0.1657981;-0.3434839;1.462374,0.1281471;-0.3836051;1.206208,-0.08950525;-0.5386418;1.373864,2
6065,-1644;11444;11080,1189;-320;-967,-0.1055679;-0.1017942;1.426449,0.07754026;-0.1398458;1.444615,0.1658134;-0.3434986;1.462392,0.1342162;-0.3800667;1.229037,-0.08954193;-0.538664;1.373671,2
