Time_Stamp,Flex,Accel,Gyro,SpineShoulder,ShoulderRight,ElbowRight,WristRight,HandRight,SpineBase,TrimmingId
366,332,-1348;13696;-8604,1006;-409;-1201,-0.09396791;-0.09483485;1.443518,0.06832356;-0.1313185;1.42252,0.1187272;-0.3274847;1.35447,0.06897046;-0.3920949;1.085648,0.007496787;-0.3862278;1.071563,-0.10508;-0.5257556;1.375003,0
398,331,-1384;14000;-8912,1328;-497;-974,-0.09397441;-0.09477603;1.443899,0.06694583;-0.1306542;1.423174,0.118498;-0.3266545;1.355585,0.08534785;-0.3912394;1.152182,-0.001028535;-0.3867913;1.071518,-0.103223;-0.5262229;1.373182,0
433,331,-1308;13736;-8832,1108;-432;-855,-0.09397749;-0.09476437;1.443903,0.06923795;-0.1319056;1.42262,0.1189365;-0.3283974;1.355137,0.08512241;-0.3904118;1.151019,-0.002356911;-0.3859971;1.063312,-0.1023931;-0.526153;1.371659,0
466,330,-1388;13900;-8860,855;-334;-938,-0.09402338;-0.09470933;1.443735,0.07033588;-0.1322341;1.421827,0.1236725;-0.3432921;1.346812,0.01024062;-0.3926193;1.085241,-0.01023271;-0.3867136;1.055838,-0.1022356;-0.5260804;1.371314,0
498,331,-1244;13884;-8944,1084;-415;-937,-0.09403792;-0.09469347;1.443753,0.06849269;-0.1312792;1.422413,0.1207043;-0.3360876;1.350865,0.01469001;-0.3949128;1.088159,-0.009943667;-0.3867837;1.049182,-0.1017755;-0.5261429;1.370882,0
533,333,-1148;13724;-8656,993;-378;-959,-0.09416699;-0.09473459;1.443953,0.06717215;-0.1306182;1.422806,0.1341273;-0.3801673;1.305017,0.02695501;-0.4094309;1.0708,-0.009598509;-0.3884167;1.039615,-0.1054995;-0.528587;1.375871,0
567,329,-1216;13736;-8672,979;-446;-1016,-0.09428456;-0.09469488;1.443969,0.06614982;-0.1300208;1.422945,0.1313158;-0.3794847;1.289663,0.03259867;-0.4088655;1.06769,-0.005351769;-0.3899992;1.027203,-0.1063046;-0.5284436;1.376336,0
598,330,-1300;14000;-8760,1017;-439;-1004,-0.09447443;-0.09465528;1.444044,0.06542674;-0.1296454;1.423235,0.1266779;-0.3770717;1.283836,0.05171933;-0.4104094;1.065081,0.002470925;-0.391223;1.016471,-0.1083969;-0.5286252;1.37558,0
631,332,-1232;13824;-8708,902;-543;-950,-0.09462903;-0.09466339;1.443553,0.06498383;-0.1294281;1.423035,0.1243109;-0.3748155;1.27884,0.06056692;-0.3899896;1.072759,0.01579397;-0.3881355;1.004123,-0.108362;-0.5289418;1.373714,0
666,333,-1296;13676;-8320,1054;-628;-1114,-0.09477343;-0.09472136;1.443823,0.06695417;-0.1301877;1.42357,0.1241044;-0.3754624;1.278226,0.08597582;-0.408594;1.055035,0.03186186;-0.3875414;1.010947,-0.1083018;-0.5292507;1.373702,0
701,330,-1320;13932;-8936,1142;-768;-1168,-0.09478636;-0.09472028;1.44382,0.06611353;-0.1298659;1.423654,0.116842;-0.3259709;1.35559,0.03951526;-0.4370499;1.100023,0.04329405;-0.3996367;1.026238,-0.1079469;-0.5297613;1.372848,0
734,331,-1472;13860;-8892,984;-649;-980,-0.09487288;-0.0947025;1.443877,0.06542062;-0.1295426;1.423843,0.100947;-0.3757847;1.272816,0.0578119;-0.4433592;1.009487,0.06282096;-0.4406717;0.9704231,-0.1079526;-0.529822;1.372816,0
765,333,-1488;13928;-8752,1017;-362;-876,-0.09496448;-0.09469338;1.443936,0.06484631;-0.1292669;1.423883,0.1155507;-0.3252514;1.355319,0.07245324;-0.4155892;1.083858,0.07305113;-0.4118393;1.011106,-0.1079154;-0.5298451;1.372811,0
798,329,-1548;13928;-8680,954;-250;-784,-0.09514558;-0.0947068;1.444327,0.06785423;-0.1313004;1.424346,0.101608;-0.3492097;1.328089,0.1082955;-0.4326252;1.051098,0.1063278;-0.4292578;0.9903377,-0.1072808;-0.529937;1.373219,0
831,329,-1380;13748;-8540,1175;-223;-686,-0.09516761;-0.09469453;1.444344,0.06910005;-0.131943;1.423724,0.1118946;-0.3285475;1.350837,0.09884369;-0.4268472;1.079059,0.09146876;-0.405907;1.030727,-0.1059896;-0.5299184;1.373007,0
865,329,-1320;13844;-8640,1131;-234;-728,-0.09517998;-0.09466819;1.444612,0.07032904;-0.1328373;1.423714,0.1030625;-0.3409534;1.342078,0.09116543;-0.4231684;1.064904,0.09866316;-0.4055477;1.040349,-0.1048486;-0.5299569;1.373289,0
898,330,-1172;13804;-8580,1219;-227;-755,-0.09524352;-0.09466386;1.44462,0.07093358;-0.1334627;1.423307,0.1065276;-0.3325645;1.347856,0.09349941;-0.3804343;1.062742,0.108543;-0.3993622;1.043409,-0.1045212;-0.52995;1.372983,0
933,332,-1172;13612;-8516,1158;-387;-872,-0.09527978;-0.09462985;1.444641,0.07129181;-0.1337636;1.423044,0.1072654;-0.3315008;1.348905,0.09490134;-0.3808194;1.06401,0.120745;-0.4046316;1.051455,-0.1038174;-0.5294881;1.37308,0
970,329,-1096;13792;-8660,1170;-602;-1098,-0.09528036;-0.09462622;1.44465,0.07152617;-0.1339392;1.422941,0.1072799;-0.331663;1.349138,0.09771182;-0.3814592;1.064219,0.1274464;-0.406616;1.057927,-0.1027541;-0.5293933;1.373173,0
999,329,-1192;13948;-8768,1012;-575;-1126,-0.09535942;-0.09459341;1.444675,0.0718372;-0.1340895;1.422748,0.1077437;-0.3319343;1.349448,0.1313684;-0.4357861;1.080518,0.1330467;-0.4129666;1.060497,-0.1017917;-0.5292821;1.37323,0
1032,330,-1380;14012;-8736,963;-522;-1151,-0.09538763;-0.0945757;1.444675,0.07200127;-0.1341335;1.422618,0.1077747;-0.3320479;1.349472,0.1057798;-0.3883225;1.065612,0.1410572;-0.4065779;1.062845,-0.1008174;-0.5293286;1.372599,0
1067,330,-1348;13844;-8704,911;-599;-1117,-0.09545008;-0.09455215;1.444733,0.06894648;-0.1323788;1.423034,0.1073724;-0.3299164;1.350236,0.1060823;-0.3893076;1.067011,0.142388;-0.4087744;1.065959,-0.1000755;-0.5292217;1.372669,0
1098,329,-1208;13920;-8888,1024;-444;-1059,-0.09552551;-0.09450714;1.4446,0.06983983;-0.1328655;1.422195,0.1074825;-0.3307178;1.349966,0.1092924;-0.3893404;1.066583,0.1437122;-0.4082574;1.065388,-0.09977676;-0.528899;1.372509,0
1132,337,-1248;13924;-8704,916;-414;-1047,-0.09558551;-0.09447657;1.444625,0.07038182;-0.1331003;1.422037,0.107524;-0.3310745;1.349909,0.1330081;-0.4378299;1.082307,0.1514643;-0.4180965;1.067816,-0.09950531;-0.5286529;1.372616,0
1167,330,-1260;13984;-8676,877;-340;-922,-0.09565088;-0.0944088;1.444757,0.07083191;-0.1333143;1.422102,0.1075398;-0.3314268;1.350179,0.1330015;-0.437729;1.082393,0.1524469;-0.4200471;1.069602,-0.09876888;-0.5284554;1.372722,0
1199,330,-1216;13828;-8596,838;-390;-927,-0.09566414;-0.0944;1.444747,0.07113019;-0.1334004;1.421993,0.1077892;-0.3315662;1.350227,0.1329976;-0.4377997;1.08239,0.149588;-0.4198817;1.067618,-0.09851645;-0.5284149;1.372702,0
1233,331,-1256;13752;-8428,830;-423;-1156,-0.09566237;-0.09437732;1.44478,0.07141672;-0.1336131;1.421887,0.1079176;-0.3318218;1.350176,0.1319694;-0.4373145;1.081934,0.1482033;-0.4202423;1.068172,-0.09793416;-0.5282233;1.372631,0
1266,329,-1188;13868;-8496,593;-530;-1291,-0.09565902;-0.09435526;1.444892,0.07173892;-0.1338181;1.422047,0.1080475;-0.3321131;1.350522,0.132041;-0.4374597;1.082218,0.1453108;-0.4196363;1.068036,-0.09771059;-0.5282639;1.372795,0
1299,331,-1424;13940;-8524,644;-612;-1275,-0.09566735;-0.09433805;1.444828,0.07206458;-0.1340098;1.421419,0.1080249;-0.3324474;1.350172,0.1319337;-0.4377516;1.081843,0.1374864;-0.4212852;1.068062,-0.09755484;-0.5282528;1.37262,0
1332,336,-1444;14128;-8620,589;-492;-1204,-0.09568984;-0.09432143;1.44485,0.07223086;-0.1340768;1.421437,0.108162;-0.3325462;1.350285,0.1314756;-0.437944;1.081941,0.1327103;-0.4189329;1.063748,-0.09757529;-0.5282927;1.372473,0
1369,330,-1444;14192;-8440,722;-323;-1002,-0.09570746;-0.09423327;1.444447,0.07249684;-0.1341617;1.420767,0.1081989;-0.3328149;1.350115,0.1178345;-0.43286;1.078854,0.1250693;-0.4200664;1.057598,-0.0973369;-0.5282286;1.372166,0
1401,329,-1300;14024;-8372,1181;-432;-878,-0.09570195;-0.09422915;1.44446,0.07264329;-0.1342583;1.420824,0.1085223;-0.3330668;1.350844,0.107384;-0.4293978;1.078053,0.1125042;-0.4110639;1.051242,-0.09725609;-0.5282478;1.372202,0
1432,330,-1368;13864;-8440,1211;-422;-964,-0.09570181;-0.09422673;1.444466,0.07277973;-0.1342855;1.420871,0.07550003;-0.3786812;1.313492,0.1073848;-0.4384193;1.050688,0.1173586;-0.415669;1.032792,-0.09703003;-0.5282505;1.372153,0
1467,339,-1396;14096;-8392,1094;-421;-1050,-0.09573828;-0.09421127;1.44446,0.0728428;-0.1342981;1.420867,0.07716315;-0.3784537;1.309728,0.0843382;-0.4295331;1.058017,0.1118167;-0.414788;1.017588,-0.09709118;-0.528147;1.372168,0
1499,330,-1260;14028;-8436,916;-310;-1010,-0.09576397;-0.09420111;1.444458,0.07292996;-0.1343794;1.420811,0.08092079;-0.3782923;1.302285,0.1029036;-0.402139;1.101049,0.1005491;-0.4086937;1.009167,-0.09729447;-0.528213;1.372253,0
1532,329,-1420;13992;-8296,828;-312;-999,-0.09584074;-0.09421287;1.444481,0.07295539;-0.1344182;1.420775,0.09904105;-0.3660197;1.29244,0.09828159;-0.3941614;1.105289,0.08363581;-0.4083074;1.019549,-0.09931029;-0.5282785;1.372158,0
1567,329,-1420;14104;-8380,983;-423;-1061,-0.0959221;-0.09425233;1.444355,0.07301931;-0.1344472;1.420735,0.1140249;-0.3326842;1.352353,0.1054253;-0.3840539;1.142627,0.07633526;-0.3916435;1.013147,-0.100924;-0.5289729;1.371665,0
1601,331,-1292;14016;-8476,1087;-475;-1099,-0.0959371;-0.09425673;1.444351,0.0730178;-0.1345772;1.420735,0.1142174;-0.3327955;1.35244,0.08911168;-0.3864245;1.069177,0.06579664;-0.3888612;1.010428,-0.1014891;-0.5293365;1.371639,0
1633,329,-1312;14108;-8416,848;-457;-1022,-0.09613499;-0.09425358;1.444383,0.07300878;-0.1345557;1.420761,0.1142368;-0.3327717;1.352478,0.08786188;-0.3876403;1.069569,0.05044714;-0.3876605;1.011457,-0.1022199;-0.5296481;1.371484,0
1668,328,-1436;13984;-8324,1066;-436;-929,-0.09625522;-0.0942639;1.444327,0.07301229;-0.1345602;1.42074,0.114273;-0.3327918;1.352541,0.07487304;-0.390996;1.071825,0.03978575;-0.3852872;1.020855,-0.1047177;-0.5298209;1.371435,0
1700,331,-1404;13968;-8296,1191;-450;-1004,-0.09666191;-0.09430778;1.444712,0.07304043;-0.1346371;1.421056,0.1206676;-0.3666779;1.307081,0.05433195;-0.3984295;1.051952,0.02630298;-0.3854319;1.028972,-0.1086531;-0.5294971;1.372412,0
1732,336,-1444;13960;-8268,1060;-471;-1093,-0.09670091;-0.09431523;1.444701,0.07304446;-0.1346524;1.421069,0.1333693;-0.3809869;1.364248,0.03890206;-0.4196818;1.093507,0.0163894;-0.3867382;1.037394,-0.1099613;-0.5291811;1.372486,0
1768,328,-1528;14028;-7968,1196;-816;-1482,-0.09688392;-0.0943488;1.444672,0.06903856;-0.1325375;1.42186,0.1327441;-0.3801467;1.361039,0.04162063;-0.4198748;1.089299,0.01396977;-0.3866428;1.049148,-0.1104977;-0.5292389;1.372447,0
1799,331,-1396;13936;-8100,1460;-946;-1692,-0.09704206;-0.09439107;1.444586,0.06940725;-0.1327935;1.421654,0.1163188;-0.3301438;1.354818,0.01907994;-0.3961297;1.090423,0.008347421;-0.3861377;1.059769,-0.1111577;-0.5294169;1.372275,0
1834,335,-1640;14108;-8304,1685;-889;-1819,-0.09718812;-0.09442052;1.444612,0.06964546;-0.1328513;1.421659,0.116432;-0.3302458;1.354881,0.02592696;-0.4540319;1.129373,0.001222771;-0.397416;1.070938,-0.1118599;-0.529227;1.372262,0
1868,330,-1836;13928;-8440,1286;-1051;-2022,-0.09727602;-0.09444077;1.444732,0.06737696;-0.1317222;1.422459,0.1354695;-0.3427872;1.356544,0.0864254;-0.3774675;1.133643,0.006201242;-0.3878593;1.081061,-0.1120905;-0.5292061;1.372268,0
1900,331,-1844;13960;-8664,1535;-592;-1496,-0.09739731;-0.09445436;1.44493,0.06799028;-0.1317235;1.422836,0.1241767;-0.3312519;1.361055,0.09465523;-0.3824361;1.148846,0.00229144;-0.3887682;1.085253,-0.1122815;-0.5291702;1.37226,0
1933,332,-1916;14048;-8732,1040;-613;-1223,-0.09750734;-0.09446646;1.444976,0.06821766;-0.131733;1.422828,0.1226467;-0.3292243;1.361151,0.09131641;-0.3811689;1.145265,0.002522666;-0.3889194;1.08557,-0.1124509;-0.5291925;1.372233,0
1967,335,-1840;13992;-8648,653;-291;-1127,-0.09765159;-0.09449332;1.444937,0.06647654;-0.1307924;1.423002,0.1207433;-0.3275105;1.360561,0.09105539;-0.3812719;1.144316,0.00232764;-0.3893752;1.085816,-0.1125918;-0.5291888;1.372238,0
1999,329,-1948;14012;-8320,792;-319;-1033,-0.09778452;-0.09450968;1.444986,0.06514088;-0.1301346;1.423207,0.1199565;-0.3267527;1.360843,0.07039297;-0.3903272;1.091526,0.005062057;-0.3898109;1.086122,-0.1127323;-0.5292153;1.372207,0
2035,329,-1844;14004;-8356,1129;-481;-766,-0.0980231;-0.09447163;1.445121,0.06614579;-0.1305643;1.42284,0.1191104;-0.3274538;1.36015,0.07369956;-0.37892;1.141475,0.002545174;-0.3918473;1.0853,-0.1131621;-0.5290201;1.372234,0
2068,332,-1836;13960;-8520,1205;-527;-727,-0.09815067;-0.09442843;1.445122,0.06683866;-0.1308451;1.422705,0.1189742;-0.3279145;1.359859,0.0770818;-0.3804299;1.145278,0.001481029;-0.3930432;1.086194,-0.1135143;-0.5288286;1.372269,0
2100,333,-1728;13876;-8608,1074;-430;-986,-0.0983182;-0.09439803;1.444719,0.06752212;-0.1311546;1.421818,0.118389;-0.3284119;1.358393,0.07600521;-0.3799581;1.146125,0.003490163;-0.3922212;1.08335,-0.1137983;-0.5287615;1.372253,0
2134,331,-1856;14024;-8464,948;-384;-1026,-0.09841463;-0.09438711;1.444592,0.06594684;-0.1303383;1.421899,0.1177138;-0.3272549;1.357998,0.06955259;-0.4350604;1.110856,0.01056197;-0.4068384;1.090291,-0.1138572;-0.5287958;1.372232,0
2167,331,-1852;14044;-8356,1030;-564;-955,-0.09849653;-0.09439224;1.444591,0.06664509;-0.1308074;1.421876,0.1177603;-0.3278609;1.357867,0.08208309;-0.3870806;1.153208,0.003873601;-0.3944731;1.086595,-0.113598;-0.5285739;1.369724,0
2200,334,-1784;13808;-8428,1045;-502;-1001,-0.09860144;-0.09449941;1.445665,0.06515103;-0.1299491;1.4226,0.1173891;-0.3266827;1.358451,0.08211489;-0.3870317;1.154062,0.00510908;-0.394904;1.088323,-0.1078289;-0.5334647;1.381718,0
2235,332,-1840;13888;-8340,1010;-463;-860,-0.09853499;-0.09461709;1.446232,0.06420299;-0.1294959;1.422832,0.1170743;-0.3260509;1.358621,0.08223147;-0.3869328;1.15432,0.006929975;-0.3944503;1.085974,-0.1018105;-0.5370961;1.40131,0
2269,333,-1792;14104;-8432,917;-460;-834,-0.09853091;-0.09465253;1.446268,0.06357091;-0.129242;1.422992,0.1170468;-0.3256196;1.358713,0.08312339;-0.3856743;1.154002,0.006971319;-0.3942598;1.085482,-0.1015362;-0.5376571;1.398937,0
2299,330,-1860;13912;-8232,875;-324;-825,-0.09849688;-0.09468701;1.446274,0.06303433;-0.1289585;1.4228,0.1169468;-0.3252202;1.358518,0.08376074;-0.3853281;1.153701,0.007254938;-0.3926232;1.082317,-0.09994685;-0.5384998;1.401994,0
2333,334,-1760;13904;-8216,1064;-384;-901,-0.09849431;-0.09470642;1.446417,0.0626136;-0.1286822;1.422892,0.1167974;-0.3248621;1.358568,0.08449546;-0.3853699;1.153729,0.007394809;-0.3933061;1.083622,-0.1002487;-0.5387365;1.403309,0
2368,336,-1736;14116;-8428,1205;-499;-726,-0.0986105;-0.09486876;1.447631,0.06224268;-0.1285313;1.423221,0.1168089;-0.3246874;1.359217,0.08507021;-0.3855681;1.154404,0.005233845;-0.3951519;1.087849,-0.09954087;-0.5389269;1.407454,1
2400,335,-1728;14124;-8468,1095;-437;-518,-0.09859136;-0.09495446;1.447851,0.06202732;-0.1284225;1.423221,0.1167495;-0.3245207;1.359153,0.08541868;-0.3854971;1.154306,0.00781344;-0.3938092;1.084967,-0.09940533;-0.5391163;1.407834,1
2433,331,-1696;13772;-8236,1121;-387;-874,-0.0986141;-0.09497228;1.448014,0.06411395;-0.1290841;1.422912,0.1170438;-0.3256664;1.358856,0.08585028;-0.3857359;1.153712,0.007188063;-0.3943343;1.084929,-0.09978832;-0.5389989;1.408066,1
2469,334,-1684;14056;-8428,1047;-420;-879,-0.098597;-0.09500279;1.44796,0.06358916;-0.1288052;1.422999,0.1169121;-0.3252786;1.358917,0.08601434;-0.3858455;1.153879,0.007189657;-0.3938867;1.084481,-0.09959054;-0.5389956;1.401789,1
2501,335,-1812;14132;-8480,950;-401;-1005,-0.09860092;-0.09502195;1.447986,0.06495903;-0.1293426;1.422435,0.1171203;-0.3261864;1.358615,0.08579654;-0.3859013;1.153385,0.007932138;-0.3938351;1.082243,-0.1002957;-0.5392319;1.4034,1
2535,334,-1680;13940;-8184,887;-365;-954,-0.09858862;-0.09505383;1.448032,0.06424072;-0.1289304;1.422599,0.1169274;-0.3256269;1.358728,-0.007914615;-0.3632653;1.102459,-0.004780597;-0.3947412;1.085808,-0.1007037;-0.5394089;1.405421,1
2569,332,-1836;14076;-8144,947;-462;-977,-0.09856892;-0.09505947;1.44827,0.06366373;-0.1286652;1.42284,0.11681;-0.3252304;1.358925,-0.01612955;-0.3643712;1.109202,-0.0104131;-0.396499;1.088742,-0.1009852;-0.5392351;1.405883,1
2600,333,-1688;14032;-8080,1018;-473;-1016,-0.09854805;-0.09508812;1.448245,0.06321983;-0.1285241;1.422923,0.1167408;-0.3249908;1.359014,-0.01801983;-0.3642329;1.110231,-0.01159412;-0.3962393;1.088335,-0.09874655;-0.5396642;1.400872,1
2633,336,-1672;13944;-8256,931;-472;-1043,-0.09849091;-0.09512468;1.448428,0.06453348;-0.1291423;1.423391,0.1173048;-0.3258829;1.359809,-0.01836213;-0.3645539;1.110431,-0.01440392;-0.3981787;1.091724,-0.09833768;-0.5395495;1.399762,1
2670,334,-1716;13996;-8324,1007;-372;-1060,-0.09849016;-0.09513173;1.448437,0.06573083;-0.1299173;1.423111,0.1175297;-0.3269053;1.359524,-0.01953074;-0.3647215;1.11192,-0.01181104;-0.3969336;1.087769,-0.0982745;-0.539497;1.402212,1
2702,334,-1756;14144;-8180,1110;-514;-1007,-0.09847427;-0.09517432;1.448533,0.06475362;-0.1295031;1.423341,0.1172411;-0.326296;1.359679,0.06919826;-0.389248;1.108165,0.01089478;-0.3949964;1.085469,-0.09919734;-0.5395435;1.406051,1
2735,335,-1676;14084;-8256,1063;-495;-941,-0.09848628;-0.09527755;1.448894,0.0657091;-0.1300094;1.42339,0.1174105;-0.3270244;1.359813,-0.026749;-0.3661696;1.116135,-0.01800169;-0.3981293;1.091046,-0.09924511;-0.5398716;1.406998,1
2769,329,-1720;14044;-8400,997;-381;-956,-0.09846998;-0.09528701;1.448857,0.06457734;-0.1294911;1.423212,0.1170913;-0.3262865;1.359585,0.07259352;-0.3834427;1.128736,0.008591584;-0.3944082;1.082651,-0.09929073;-0.5397602;1.407757,1
2800,335,-1768;13948;-8240,997;-320;-1030,-0.09848219;-0.09533494;1.448976,0.0638207;-0.1291048;1.42334,0.1168946;-0.3257561;1.359718,0.07307236;-0.3854648;1.127678,0.009419709;-0.3949292;1.085305,-0.09924189;-0.5396712;1.408672,1
2834,334,-1776;14000;-8188,1086;-397;-1037,-0.09864065;-0.09542703;1.449665,0.06316492;-0.1289007;1.423685,0.1167948;-0.3254297;1.360167,0.07217881;-0.3876225;1.123451,0.009115153;-0.3965786;1.088789,-0.09938458;-0.5398042;1.409625,1
2869,335,-1784;14088;-8224,1219;-386;-1084,-0.09863722;-0.09546509;1.449707,0.06450263;-0.1297385;1.423338,0.1170568;-0.3265638;1.359886,0.07245177;-0.3881781;1.123381,0.01088077;-0.393059;1.082089,-0.09948551;-0.5399926;1.409824,1
2902,335,-1712;14052;-8360,1184;-478;-1007,-0.09851722;-0.09547945;1.44886,0.06572805;-0.1305068;1.421821,0.1174733;-0.3276455;1.358801,-0.003421422;-0.3623123;1.098206,-0.005061551;-0.3906507;1.074132,-0.09712333;-0.5402059;1.397037,1
2934,331,-1696;14128;-8292,1109;-374;-1073,-0.09855723;-0.09558484;1.449123,0.06623258;-0.130825;1.422028,0.1174688;-0.3280796;1.358956,0.02663093;-0.449174;1.11276,0.002396969;-0.4092302;1.082561,-0.09998371;-0.5410645;1.405227,1
2968,336,-1780;14120;-8196,1161;-412;-946,-0.098556;-0.09558393;1.449123,0.06686977;-0.1312099;1.422359,0.1220818;-0.3427328;1.353191,0.03504543;-0.4255465;1.090027,-0.002884255;-0.3916334;1.063098,-0.09918821;-0.5408248;1.401107,1
3000,336,-1740;14084;-8128,1210;-482;-979,-0.09854946;-0.09553457;1.448477,0.06539664;-0.1303675;1.422339,0.1211774;-0.3491924;1.339497,0.03327052;-0.422297;1.07991,-0.00547182;-0.3887819;1.044711,-0.09797262;-0.5396026;1.396542,1
3033,336,-1768;13996;-8292,1093;-457;-1034,-0.09862346;-0.09553089;1.448251,0.06602552;-0.1306045;1.421896,0.1286609;-0.3734124;1.30154,0.01736576;-0.4196768;1.056001,-0.00402117;-0.3881986;1.030995,-0.09804121;-0.5395943;1.396359,1
3067,332,-1760;14060;-8300,972;-343;-1077,-0.0986399;-0.0955226;1.448174,0.0645804;-0.1297132;1.422415,0.1148274;-0.3265384;1.35657,0.03805609;-0.3995367;1.087321,0.00630449;-0.387337;1.020752,-0.09842885;-0.5387363;1.392174,1
3102,335,-1772;14068;-8296,1126;-357;-1049,-0.09864327;-0.09552564;1.448171,0.06520082;-0.1300378;1.422449,0.1148432;-0.3269901;1.356519,0.05359648;-0.3849727;1.079709,0.01713947;-0.3854286;1.009473,-0.09797931;-0.5390464;1.391646,1
3134,336,-1856;14132;-8244,1233;-486;-970,-0.09855081;-0.09556105;1.447457,0.06389146;-0.129424;1.422335,0.1146193;-0.3260193;1.356065,0.05853475;-0.3760872;1.076619,0.03193653;-0.3824913;1.00118,-0.09574746;-0.5396466;1.389654,1
3168,341,-1744;14056;-8216,1114;-428;-1008,-0.09853645;-0.09556604;1.447428,0.06304434;-0.1289242;1.422598,0.1144624;-0.3253226;1.356239,0.09457415;-0.3866032;1.150052,0.04885302;-0.381525;1.01203,-0.09573754;-0.5396362;1.389638,1
3200,334,-1736;14092;-8220,1072;-373;-1072,-0.09851217;-0.0955767;1.447744,0.06420133;-0.1296048;1.423106,0.1147012;-0.326114;1.356304,0.09451476;-0.3865149;1.149879,0.05771736;-0.3956635;1.022899,-0.09565334;-0.5399181;1.389542,1
3234,334,-1760;14092;-8060,1087;-420;-1004,-0.09857087;-0.09559011;1.448061,0.06333414;-0.1291453;1.423548,0.0952676;-0.3682629;1.28844,0.07054421;-0.3853679;1.101976,0.06801587;-0.4003159;1.014049,-0.09568162;-0.5399138;1.389585,1
3266,335,-1808;14104;-8152,1136;-506;-939,-0.09864309;-0.0955804;1.447772,0.06523363;-0.1302598;1.422271,0.09520928;-0.36737;1.288661,0.06490582;-0.4319727;1.02586,0.08166905;-0.4060254;1.004016,-0.09550619;-0.5400645;1.389328,1
3302,334,-1748;14180;-8192,905;-540;-837,-0.09863862;-0.09556349;1.447744,0.06610756;-0.1305144;1.422598,0.1134704;-0.3269062;1.352559,0.08709703;-0.4193315;1.079676,0.09255031;-0.4052491;1.01527,-0.09390376;-0.5402901;1.388502,1
3375,322,-1592;14356;-7728,769;-476;-1013,-0.09870677;-0.09555232;1.447668,0.06719107;-0.1312665;1.422366,0.1123032;-0.3275666;1.350193,0.09150906;-0.3735429;1.065238,0.1114287;-0.4000702;1.036415,-0.09334321;-0.5403768;1.388402,1
